"Alaska Monthly Employment Statistics "

areaname,areatype,areacode,adjusted,year,seriescode,industry,emp_january,emp_february,emp_march,emp_april,emp_may,emp_june,emp_july,emp_august,emp_september,emp_october,emp_november,emp_december,emp_annual_average
Alaska,01,000000,0,2012,"70722000  ","Food Svcs & Drinking Places",18100,18300,18700,19600,21200,22600,22900,22800,21800,19900,19400,19300,20400
Alaska,01,000000,0,2012,"80000000  ","Other Services",11100,11100,11100,11200,11500,11600,11600,11500,11400,11300,11300,11200,11300
Alaska,01,000000,0,2012,"90000000  ",Government,81900,85400,85900,86000,84800,84300,79100,80500,85600,85600,85200,85000,84100
Alaska,01,000000,0,2012,"90910000  ","Federal Government",16100,16100,16300,16300,16700,17000,17000,16800,16500,16000,15800,16000,16400
Alaska,01,000000,0,2012,"90920000  ","State Government",24200,26500,26700,26800,26000,25300,25100,25700,27000,26900,26800,26500,26100
Alaska,01,000000,0,2012,"90921611  ","State Education",6600,8700,8700,8600,7500,6400,5900,6700,8400,8700,8700,8600,7800
Alaska,01,000000,0,2012,"90930000  ","Local Government",41600,42800,42900,42900,42100,42000,37000,38000,42100,42700,42600,42500,41600
Alaska,01,000000,0,2012,"90931611  ","Local Education",23800,25100,25200,25200,24000,22900,17900,19200,23500,24200,24600,24600,23400
Alaska,01,000000,0,2012,"90931150  ","Tribal Government",3400,3400,3500,3500,3600,4000,4300,4100,3900,3900,3600,3600,3700
Alaska,01,000000,0,2011,"00000000  ","Total Nonfarm",308600,314200,316400,321200,330500,348800,354000,352600,347200,329400,321300,318000,330200
Alaska,01,000000,0,2011,"06000000  ","Goods Producing",37800,40000,40900,41100,42800,51600,60000,58300,52500,45400,40500,37100,45700
Alaska,01,000000,0,2011,"07000000  ",Service-Providing,270800,274200,275500,280100,287700,297200,294000,294300,294700,284000,280800,280900,284500
Alaska,01,000000,0,2011,"10000000  ","Mining and Logging",14400,14600,14800,15000,15200,15800,16200,16200,16100,15900,15600,15800,15500
Alaska,01,000000,0,2011,"10210000  ",Mining,14200,14400,14600,14700,14900,15400,15800,15900,15700,15500,15300,15600,15200
Alaska,01,000000,0,2011,"10210013  ","Oil & Gas",12400,12700,12600,12600,12900,13200,13400,13500,13300,13300,13200,13400,13000
Alaska,01,000000,0,2011,"20000000  ",Construction,12800,13000,13200,14500,16600,18800,19500,19900,19200,18200,15700,14500,16300
Alaska,01,000000,0,2011,"30000000  ",Manufacturing,10600,12400,12900,11600,11000,17000,24300,22200,17200,11300,9200,6800,13900
Alaska,01,000000,0,2011,"32311700  ","Seafood Processing",7300,9000,9400,8100,7200,13100,20400,18300,13400,7600,5600,3200,10200
Alaska,01,000000,0,2011,"40000000  ","Trade, Transportation, Utilities",58800,58800,59600,60900,64700,67100,68100,68500,66400,62300,61600,61500,63200
Alaska,01,000000,0,2011,"41000000  ","Wholesale Trade",6000,6000,6000,6100,6200,6400,6700,6700,6400,6300,6100,6100,6300
Alaska,01,000000,0,2011,"42000000  ","Retail Trade",33900,33600,33800,34500,35900,37100,37400,37400,36600,35600,35800,35800,35600
Alaska,01,000000,0,2011,"42445000  ","Food & Beverage Stores",5900,5900,6000,6000,6200,6400,6600,6500,6300,6100,6000,6000,6200
Alaska,01,000000,0,2011,"43000000  ",Trans/Warehouse/Utilities,18900,19200,19800,20300,22600,23600,24000,24400,23400,20400,19700,19600,21300
Alaska,01,000000,0,2011,"43481000  ","Air Transportation",5300,5400,5500,5600,6000,6200,6300,6300,6100,5600,5500,5500,5800
Alaska,01,000000,0,2011,"50000000  ",Information,6300,6300,6400,6400,6300,6400,6400,6300,6200,6300,6300,6300,6300
Alaska,01,000000,0,2011,"50517000  ",Telecommunications,4100,4100,4100,4100,4100,4100,4200,4100,4100,4200,4200,4200,4100
Alaska,01,000000,0,2011,"55000000  ","Financial Activities",11900,12000,12000,12000,12100,12500,12700,12700,12300,12100,12000,11900,12200
Alaska,01,000000,0,2011,"60000000  ","Professional & Business Svcs",26900,27500,27500,28200,29100,30300,30200,29900,30000,29000,28600,28600,28800
Alaska,01,000000,0,2011,"65000000  ","Educational & Health Services",44300,44700,44800,45300,45500,45500,45500,45800,45800,46000,46200,46600,45500
Alaska,01,000000,0,2011,"65620013  ","Health Care",30800,30900,31000,31200,31400,31500,31600,31700,31600,31600,31800,32000,31400
Alaska,01,000000,0,2011,"70000000  ","Leisure & Hospitality",27500,28000,28600,29700,33900,38300,39800,39700,36500,30200,29000,28900,32500
Alaska,01,000000,0,2011,"70721000  ",Accommodation,6000,6200,6200,6500,8000,10300,11000,11100,9800,6600,6100,6200,7800
Alaska,01,000000,0,2011,"70722000  ","Food Svcs & Drinking Places",17900,18000,18400,19000,20700,22100,22500,22400,21200,19300,18900,18700,19900
Alaska,01,000000,0,2011,"80000000  ","Other Services",10900,11000,11100,11100,11200,11400,11300,11300,11300,11400,11200,11200,11200
Alaska,01,000000,0,2011,"90000000  ",Government,84200,85900,85500,86500,84900,85700,80000,80100,86200,86700,85900,85900,84800
Alaska,01,000000,0,2011,"90910000  ","Federal Government",16600,16600,16700,16800,17500,17900,17900,17700,17500,16600,16300,16500,17100
Alaska,01,000000,0,2011,"90920000  ","State Government",25100,26300,26400,26700,25500,25800,25200,24500,26800,27100,26900,26800,26100
Alaska,01,000000,0,2011,"90921611  ","State Education",7500,8600,8600,8600,7100,6400,6100,5800,8500,8700,8700,8600,7800
Alaska,01,000000,0,2011,"90930000  ","Local Government",42500,43000,42400,43000,41900,42000,36900,37900,41900,43000,42700,42600,41700
Alaska,01,000000,0,2011,"90931611  ","Local Education",25100,25800,25300,25700,24300,23400,17900,19200,23600,24700,24900,24900,23700
Alaska,01,000000,0,2011,"90931150  ","Tribal Government",3500,3500,3500,3400,3500,3700,3900,4000,3800,3700,3500,3500,3600
Alaska,01,000000,0,2010,"00000000  ","Total Nonfarm",303000,307000,309400,315500,325700,343600,349600,347800,341400,324800,317500,314100,325000
Alaska,01,000000,0,2010,"06000000  ","Goods Producing",37300,38500,39500,39900,42000,50000,58800,56400,50100,43700,39400,36300,44300
Alaska,01,000000,0,2010,"07000000  ",Service-Providing,265700,268500,269900,275600,283700,293600,290800,291400,291300,281100,278100,277800,280600
Alaska,01,000000,0,2010,"10000000  ","Mining and Logging",13800,13800,14100,14400,14900,15500,15900,16000,15700,15300,15000,15000,15000
Alaska,01,000000,0,2010,"10210000  ",Mining,13700,13600,13800,14100,14600,15200,15500,15600,15400,15000,14700,14800,14700
Alaska,01,000000,0,2010,"10210013  ","Oil & Gas",11900,12000,12200,12200,12500,13100,13300,13400,13300,13000,12900,13000,12700
Alaska,01,000000,0,2010,"20000000  ",Construction,13000,13100,13400,14400,16700,19100,20100,20400,19600,18500,15800,14700,16600
Alaska,01,000000,0,2010,"30000000  ",Manufacturing,10500,11600,12000,11100,10400,15400,22800,20000,14800,9900,8600,6600,12800
Alaska,01,000000,0,2010,"32311700  ","Seafood Processing",7100,8300,8600,7500,6600,11600,18900,16200,11100,6200,5000,3100,9200
Alaska,01,000000,0,2010,"40000000  ","Trade, Transportation, Utilities",58900,58500,58800,60500,64000,66700,67500,67600,65200,61600,60900,61100,62600
Alaska,01,000000,0,2010,"41000000  ","Wholesale Trade",5900,5900,5900,6100,6200,6400,6700,6700,6400,6200,6100,6100,6200
Alaska,01,000000,0,2010,"42000000  ","Retail Trade",34000,33600,33600,34600,35800,37100,37300,37000,36000,35100,35300,35400,35400
Alaska,01,000000,0,2010,"42445000  ","Food & Beverage Stores",6100,6200,6100,6200,6400,6600,6700,6600,6400,6100,6200,6100,6300
Alaska,01,000000,0,2010,"43000000  ",Trans/Warehouse/Utilities,19000,19000,19300,19800,22000,23200,23500,23900,22800,20300,19500,19600,21000
Alaska,01,000000,0,2010,"43481000  ","Air Transportation",5300,5300,5300,5400,5800,6000,6100,6100,5900,5600,5400,5500,5600
Alaska,01,000000,0,2010,"50000000  ",Information,6300,6300,6300,6300,6300,6500,6600,6500,6700,7000,6900,6600,6500
Alaska,01,000000,0,2010,"50517000  ",Telecommunications,4100,4100,4100,4100,4100,4200,4300,4200,4200,4200,4200,4200,4200
Alaska,01,000000,0,2010,"55000000  ","Financial Activities",11900,11800,11800,12000,12200,12600,12700,12700,12400,12400,12200,11900,12200
Alaska,01,000000,0,2010,"60000000  ","Professional & Business Svcs",26400,26800,26900,27000,28100,29500,29600,29600,29300,28300,27600,27400,28000
Alaska,01,000000,0,2010,"65000000  ","Educational & Health Services",41700,42100,42200,42800,43000,43100,43300,43200,43500,44000,44100,44400,43100
Alaska,01,000000,0,2010,"65620013  ","Health Care",29600,29800,29800,29900,30100,30300,30500,30500,30500,30600,30700,30900,30300
Alaska,01,000000,0,2010,"70000000  ","Leisure & Hospitality",26400,26900,27200,28600,32900,36900,38400,38400,35500,29200,28500,28800,31500
Alaska,01,000000,0,2010,"70721000  ",Accommodation,5900,6000,6000,6300,8000,10200,11000,11000,9500,6500,6200,6300,7700
Alaska,01,000000,0,2010,"70722000  ","Food Svcs & Drinking Places",16900,17200,17600,18300,20100,21500,21800,21900,20900,18800,18600,18500,19300
Alaska,01,000000,0,2010,"80000000  ","Other Services",10900,10900,11000,11300,11400,11500,11600,11400,11300,11200,11100,11000,11200
Alaska,01,000000,0,2010,"90000000  ",Government,83200,85200,85700,87100,85800,86800,81100,82000,87400,87400,86800,86600,85400
Alaska,01,000000,0,2010,"90910000  ","Federal Government",16300,16500,17100,17400,18700,19000,18900,18400,17600,17000,16600,16800,17500
Alaska,01,000000,0,2010,"90920000  ","State Government",25100,26200,26300,26700,25300,25700,25000,25000,26800,26400,26400,25900,25900
Alaska,01,000000,0,2010,"90921611  ","State Education",7500,8500,8500,8600,7000,6400,6000,6200,8400,8500,8500,8300,7700
Alaska,01,000000,0,2010,"90930000  ","Local Government",41800,42500,42300,43000,41800,42100,37200,38600,43000,44000,43800,43900,42000
Alaska,01,000000,0,2010,"90931611  ","Local Education",24700,25300,25000,25600,24100,23400,18200,19900,24700,25500,25500,25500,24000
Alaska,01,000000,0,2010,"90931150  ","Tribal Government",3500,3600,3600,3600,3800,4100,4300,4300,4100,3900,3800,3700,3900
Alaska,01,000000,0,2009,"00000000  ","Total Nonfarm",302600,307600,308900,313500,323200,338300,343800,342600,334100,317900,310400,307300,320900
Alaska,01,000000,0,2009,"06000000  ","Goods Producing",38900,40700,41100,41100,42700,50300,58400,55800,48300,42200,38000,35100,44400
Alaska,01,000000,0,2009,"07000000  ",Service-Providing,263700,266900,267800,272400,280500,288000,285400,286800,285800,275700,272400,272200,276500
Alaska,01,000000,0,2009,"10000000  ","Mining and Logging",15200,15300,15200,15100,15200,15400,15100,15100,14800,14300,14100,14100,14900
Alaska,01,000000,0,2009,"10210000  ",Mining,15100,15200,15100,14900,14900,15100,14800,14800,14500,14000,13800,13900,14700
Alaska,01,000000,0,2009,"10210013  ","Oil & Gas",13400,13600,13500,13100,13100,13200,12800,12700,12400,12000,11900,12100,12800
Alaska,01,000000,0,2009,"20000000  ",Construction,13200,13500,13900,14700,17000,19000,19800,20100,19000,17900,15600,14600,16500
Alaska,01,000000,0,2009,"30000000  ",Manufacturing,10500,11900,12000,11300,10500,15900,23500,20600,14500,10000,8300,6400,13000
Alaska,01,000000,0,2009,"32311700  ","Seafood Processing",6900,8300,8400,7600,6600,11900,19400,16600,10600,6100,4600,2800,9200
Alaska,01,000000,0,2009,"40000000  ","Trade, Transportation, Utilities",60000,59400,59800,61300,64800,66700,67600,67900,65800,61700,61100,61100,63100
Alaska,01,000000,0,2009,"41000000  ","Wholesale Trade",6200,6100,6100,6200,6400,6500,6600,6600,6300,6000,5900,6000,6200
Alaska,01,000000,0,2009,"42000000  ","Retail Trade",34200,33500,33700,34600,36000,37000,37300,37200,36500,35400,35500,35500,35500
Alaska,01,000000,0,2009,"42445000  ","Food & Beverage Stores",6100,6100,6100,6200,6400,6600,6800,6600,6400,6200,6200,6200,6300
Alaska,01,000000,0,2009,"42452000  ","General Merchandise Stores",9800,9400,9500,9700,9800,10000,9900,10000,10200,10200,10400,10400,9900
Alaska,01,000000,0,2009,"43000000  ",Trans/Warehouse/Utilities,19600,19800,20000,20500,22400,23200,23700,24100,23000,20300,19700,19600,21300
Alaska,01,000000,0,2009,"43481000  ","Air Transportation",5800,5800,5800,5900,6100,6300,6500,6400,6200,5800,5600,5800,6000
Alaska,01,000000,0,2009,"50000000  ",Information,6700,6800,6700,6600,6500,6600,6600,6500,6500,6500,6400,6400,6600
Alaska,01,000000,0,2009,"50517000  ",Telecommunications,4400,4400,4400,4200,4300,4300,4300,4300,4300,4200,4200,4200,4300
Alaska,01,000000,0,2009,"55000000  ","Financial Activities",11800,11800,11800,11900,12100,12400,12600,12600,12200,12300,12200,12100,12200
Alaska,01,000000,0,2009,"60000000  ","Professional & Business Svcs",26600,27000,27100,27100,28400,29200,29100,29100,28600,27500,26800,26800,27800
Alaska,01,000000,0,2009,"65000000  ","Educational & Health Services",39400,39900,40000,40400,40500,40700,40700,41000,41000,41500,41500,41800,40700
Alaska,01,000000,0,2009,"65620013  ","Health Care",28000,28100,28400,28500,28600,28700,29100,29200,29100,29400,29200,29600,28800
Alaska,01,000000,0,2009,"70000000  ","Leisure & Hospitality",26500,27100,27500,28100,33100,36500,37700,37800,35100,29000,27700,27500,31100
Alaska,01,000000,0,2009,"70721000  ",Accommodation,6000,6100,6100,6300,8300,10000,10900,10900,9600,6500,6100,6100,7700
Alaska,01,000000,0,2009,"70722000  ","Food Svcs & Drinking Places",16900,17200,17500,17700,19900,21000,21100,21200,20400,18400,17900,17700,18900
Alaska,01,000000,0,2009,"80000000  ","Other Services",11100,11300,11200,11400,11600,11600,11700,11700,11600,11200,11200,11100,11400
Alaska,01,000000,0,2009,"90000000  ",Government,81600,83600,83700,85600,83500,84300,79400,80200,85000,86000,85500,85400,83700
Alaska,01,000000,0,2009,"90910000  ","Federal Government",16200,16200,16300,17100,17700,18100,18000,17800,17300,16800,16500,16800,17100
Alaska,01,000000,0,2009,"90920000  ","State Government",24500,25500,25600,26000,24300,24700,24700,24900,26000,26200,26100,25800,25400
Alaska,01,000000,0,2009,"90921611  ","State Education",7000,8000,8000,8400,6400,6200,5900,6200,7900,8400,8500,8300,7400
Alaska,01,000000,0,2009,"90930000  ","Local Government",40900,41900,41800,42500,41500,41500,36700,37500,41700,43000,42900,42800,41200
Alaska,01,000000,0,2009,"90931611  ","Local Education",23700,24600,24400,24700,23300,22400,17200,18800,23600,24900,25200,25200,23200
Alaska,01,000000,0,2009,"90931150  ","Tribal Government",3400,3400,3500,3500,3800,4200,4200,4000,3800,3900,3700,3700,3800
Alaska,01,000000,0,2008,"00000000  ","Total Nonfarm",300200,306000,308400,312900,327200,341000,346200,345400,337200,319000,311600,309100,322000
Alaska,01,000000,0,2008,"06000000  ","Goods Producing",38600,40800,41300,41200,43900,51400,58600,57200,51400,45200,40200,37900,45600
Alaska,01,000000,0,2008,"07000000  ",Service-Providing,261600,265200,267100,271700,283300,289600,287600,288200,285800,273800,271400,271200,276400
Alaska,01,000000,0,2008,"10000000  ","Mining and Logging",14100,14400,14600,14700,14900,15300,15500,15800,15800,15700,15500,15800,15200
Alaska,01,000000,0,2008,"10210000  ",Mining,14000,14300,14400,14500,14600,15000,15200,15500,15500,15400,15300,15600,14900
Alaska,01,000000,0,2008,"10210013  ","Oil & Gas",12100,12300,12400,12400,12500,12700,12900,13200,13300,13400,13400,13700,12900
Alaska,01,000000,0,2008,"20000000  ",Construction,13800,14200,14600,15800,18000,20100,20900,21400,20300,18900,15900,15000,17400
Alaska,01,000000,0,2008,"30000000  ",Manufacturing,10700,12200,12100,10700,11000,16000,22200,20000,15300,10600,8800,7100,13100
Alaska,01,000000,0,2008,"32311700  ","Seafood Processing",7000,8500,8300,6800,6800,11600,17800,15700,11100,6600,4900,3200,9000
Alaska,01,000000,0,2008,"40000000  ","Trade, Transportation, Utilities",60700,60500,61200,62400,66800,68900,69700,69400,67100,62900,62200,62400,64500
Alaska,01,000000,0,2008,"41000000  ","Wholesale Trade",6300,6300,6300,6400,6600,6800,7000,6900,6600,6300,6200,6200,6500
Alaska,01,000000,0,2008,"42000000  ","Retail Trade",34900,34200,34500,35200,36600,37800,38000,37500,36700,35900,35800,35900,36100
Alaska,01,000000,0,2008,"42445000  ","Food & Beverage Stores",6300,6200,6200,6200,6400,6700,6800,6600,6300,6200,6200,6200,6400
Alaska,01,000000,0,2008,"42452000  ","General Merchandise Stores",9600,9300,9300,9300,9500,9800,9800,9800,10000,10100,10300,10300,9800
Alaska,01,000000,0,2008,"43000000  ",Trans/Warehouse/Utilities,19500,20000,20400,20800,23600,24300,24700,25000,23800,20700,20200,20300,21900
Alaska,01,000000,0,2008,"43481000  ","Air Transportation",6000,6200,6200,6300,6700,6900,7000,6900,6600,6200,6100,6100,6400
Alaska,01,000000,0,2008,"50000000  ",Information,6800,6900,6900,6900,7100,7100,7100,7100,7100,7000,7000,7000,7000
Alaska,01,000000,0,2008,"50517000  ",Telecommunications,4300,4300,4300,4300,4400,4400,4500,4400,4500,4500,4400,4400,4400
Alaska,01,000000,0,2008,"55000000  ","Financial Activities",11900,12000,12100,12100,12500,12500,12700,12600,12400,12000,11900,11900,12200
Alaska,01,000000,0,2008,"60000000  ","Professional & Business Svcs",25600,26100,26200,27100,28600,29600,29800,29800,29100,27900,27400,27500,27900
Alaska,01,000000,0,2008,"65000000  ","Educational & Health Services",38300,38800,39000,39000,39200,39000,39200,39200,39000,39300,39500,39800,39100
Alaska,01,000000,0,2008,"65620013  ","Health Care",27400,27700,27700,27700,27800,27800,28100,28000,27700,27900,28000,28100,27800
Alaska,01,000000,0,2008,"70000000  ","Leisure & Hospitality",27000,27400,27800,29000,34800,38900,40300,39900,36200,29200,28300,28100,32200
Alaska,01,000000,0,2008,"70721000  ",Accommodation,6000,6200,6400,6700,9100,11200,12100,12100,10300,6800,6500,6400,8300
Alaska,01,000000,0,2008,"70722000  ","Food Svcs & Drinking Places",17400,17400,17700,18300,20500,22000,22300,22100,20800,18500,18000,17900,19400
Alaska,01,000000,0,2008,"80000000  ","Other Services",10900,11100,11200,11200,11400,11500,11500,11500,11400,11500,11300,11200,11300
Alaska,01,000000,0,2008,"90000000  ",Government,80400,82400,82700,84000,82900,82100,77300,78700,83500,84000,83800,83300,82100
Alaska,01,000000,0,2008,"90910000  ","Federal Government",16100,16200,16400,16500,17400,17800,18000,17700,17300,16500,16300,16400,16900
Alaska,01,000000,0,2008,"90920000  ","State Government",24100,25100,25300,25700,23900,24100,24100,24300,25600,25700,25600,25200,24900
Alaska,01,000000,0,2008,"90921611  ","State Education",7000,7900,8000,8000,5900,5700,5400,5700,7500,8000,8000,7700,7100
Alaska,01,000000,0,2008,"90930000  ","Local Government",40200,41100,41000,41800,41600,40200,35200,36700,40600,41800,41900,41700,40300
Alaska,01,000000,0,2008,"90931611  ","Local Education",23300,24100,24000,24100,23800,21700,16500,18000,22800,24100,24500,24400,22600
Alaska,01,000000,0,2008,"90931150  ","Tribal Government",3300,3300,3300,3400,3600,3700,4000,4000,3600,3500,3400,3300,3500
Alaska,01,000000,0,2007,"00000000  ","Total Nonfarm",296200,302900,305700,309700,321900,336500,339600,340300,332000,315200,308000,304600,317700
Alaska,01,000000,0,2007,"06000000  ","Goods Producing",38100,39800,40100,40600,42100,50100,57300,56300,50500,44900,40200,36900,44700
Alaska,01,000000,0,2007,"07000000  ",Service-Providing,258100,263100,265600,269100,279800,286400,282300,284000,281500,270300,267800,267700,273000
Alaska,01,000000,0,2007,"10000000  ","Mining and Logging",12500,13000,13100,13300,13400,13900,14200,14400,14400,14300,14100,14200,13700
Alaska,01,000000,0,2007,"10210000  ",Mining,12300,12800,12800,13100,13100,13500,13800,14100,14100,14000,13800,13900,13400
Alaska,01,000000,0,2007,"10210013  ","Oil & Gas",11100,11500,11500,11700,11400,11700,11700,11900,11900,11900,11700,12000,11700
Alaska,01,000000,0,2007,"20000000  ",Construction,14700,15000,15100,16300,18200,20400,20900,21300,20400,19300,16800,15600,17800
Alaska,01,000000,0,2007,"30000000  ",Manufacturing,10900,11800,11900,11000,10500,15800,22200,20600,15700,11300,9300,7100,13200
Alaska,01,000000,0,2007,"32311700  ","Seafood Processing",7100,8000,8100,7100,6400,11500,17900,16300,11500,7300,5400,3400,9200
Alaska,01,000000,0,2007,"40000000  ","Trade, Transportation, Utilities",59800,59700,60300,61700,65800,68600,69200,69400,66900,62900,62000,62300,64100
Alaska,01,000000,0,2007,"41000000  ","Wholesale Trade",6300,6300,6400,6500,6600,6900,6900,7000,6700,6500,6400,6400,6600
Alaska,01,000000,0,2007,"42000000  ","Retail Trade",34200,33700,34100,34800,36400,37700,38100,37800,36700,35600,35700,36100,35900
Alaska,01,000000,0,2007,"42445000  ","Food & Beverage Stores",6300,6200,6200,6300,6500,6800,6900,6800,6500,6200,6100,6400,6400
Alaska,01,000000,0,2007,"42452000  ","General Merchandise Stores",8800,8600,8900,8800,9100,9200,9400,9500,9400,9400,9600,9800,9200
Alaska,01,000000,0,2007,"43000000  ",Trans/Warehouse/Utilities,19300,19700,19800,20400,22800,24000,24200,24600,23500,20800,19900,19800,21600
Alaska,01,000000,0,2007,"43481000  ","Air Transportation",5900,5900,6000,6000,6400,6800,6800,6700,6600,6300,6100,6100,6300
Alaska,01,000000,0,2007,"50000000  ",Information,6900,6900,6900,6800,6900,7000,7000,7000,7000,6900,6900,6900,6900
Alaska,01,000000,0,2007,"50517000  ",Telecommunications,4200,4200,4200,4200,4200,4300,4300,4300,4300,4300,4300,4300,4300
Alaska,01,000000,0,2007,"55000000  ","Financial Activities",12000,12200,12300,12300,12600,13000,12900,13100,12700,12500,12300,12300,12500
Alaska,01,000000,0,2007,"60000000  ","Professional & Business Svcs",24600,25100,25300,25900,27300,28300,28100,28200,27700,26300,26100,25900,26600
Alaska,01,000000,0,2007,"65000000  ","Educational & Health Services",38000,38600,38800,38800,38800,38600,38200,38400,38000,38200,38300,38500,38400
Alaska,01,000000,0,2007,"65620013  ","Health Care",27100,27500,27600,27500,27500,27500,27400,27600,27300,27400,27400,27500,27400
Alaska,01,000000,0,2007,"70000000  ","Leisure & Hospitality",26800,27300,27900,29300,33800,39000,39800,39600,35900,29100,28300,28100,32100
Alaska,01,000000,0,2007,"70721000  ",Accommodation,5900,6000,6200,6700,8900,11300,11900,11900,9900,6700,6500,6400,8200
Alaska,01,000000,0,2007,"70722000  ","Food Svcs & Drinking Places",17300,17600,17900,18500,20200,22200,22300,22200,21000,18600,18200,18100,19500
Alaska,01,000000,0,2007,"80000000  ","Other Services",11100,11400,11500,11200,11500,11400,11400,11400,11300,11200,11200,11200,11300
Alaska,01,000000,0,2007,"90000000  ",Government,78900,81900,82600,83100,83100,80500,75700,76900,82000,83200,82700,82500,81100
Alaska,01,000000,0,2007,"90910000  ","Federal Government",16400,16400,16600,16500,16900,17400,17600,17400,17000,16700,16400,16500,16800
Alaska,01,000000,0,2007,"90920000  ","State Government",22700,25000,25300,25600,25500,23700,24000,23700,25200,25200,25300,25100,24700
Alaska,01,000000,0,2007,"90921611  ","State Education",6100,7900,8000,8100,7700,5600,5600,5600,7500,7900,8000,8000,7200
Alaska,01,000000,0,2007,"90930000  ","Local Government",39800,40500,40700,41000,40700,39400,34100,35800,39800,41300,41000,40900,39600
Alaska,01,000000,0,2007,"90931611  ","Local Education",23200,23800,23900,23900,23700,21600,16400,17800,22300,23600,23700,23700,22300
Alaska,01,000000,0,2007,"90931150  ","Tribal Government",3200,3300,3300,3300,3500,3600,3800,3900,3700,3700,3500,3400,3500
Alaska,01,000000,0,2006,"00000000  ","Total Nonfarm",291200,297900,302300,307200,319600,336600,337500,337200,330000,311100,304700,301600,314700
Alaska,01,000000,0,2006,"06000000  ","Goods Producing",36400,38300,39400,40100,41700,50500,56500,54700,49200,43500,39100,35800,43800
Alaska,01,000000,0,2006,"07000000  ",Service-Providing,254800,259600,262900,267100,277900,286100,281000,282500,280800,267600,265600,265800,271000
Alaska,01,000000,0,2006,"10000000  ","Mining and Logging",10500,10900,11000,11600,11900,12300,12100,12300,12400,12200,12300,12400,11800
Alaska,01,000000,0,2006,"10210000  ",Mining,10400,10600,10600,11100,11400,11800,11700,11900,12000,11800,12000,12200,11500
Alaska,01,000000,0,2006,"10210013  ","Oil & Gas",9400,9600,9900,10300,10400,10600,10400,10700,10900,10800,10800,10900,10400
Alaska,01,000000,0,2006,"20000000  ",Construction,15000,15200,15800,17100,19300,21500,22000,22100,21500,20400,17900,16600,18700
Alaska,01,000000,0,2006,"30000000  ",Manufacturing,10900,12200,12600,11400,10500,16700,22400,20300,15300,10900,8900,6800,13200
Alaska,01,000000,0,2006,"32311700  ","Seafood Processing",7300,8600,8900,7500,6500,12500,18200,16100,11300,7000,5100,3000,9300
Alaska,01,000000,0,2006,"40000000  ","Trade, Transportation, Utilities",59300,58800,59900,61500,65700,68500,68900,68900,66400,62100,61700,61800,63600
Alaska,01,000000,0,2006,"41000000  ","Wholesale Trade",6200,6200,6300,6300,6600,6800,7000,7000,6800,6500,6300,6400,6500
Alaska,01,000000,0,2006,"42000000  ","Retail Trade",34200,33500,33900,34800,36400,37800,37700,37400,36400,35300,35400,35600,35700
Alaska,01,000000,0,2006,"42445000  ","Food & Beverage Stores",6100,6000,6100,6200,6500,6800,6900,6800,6600,6400,6300,6400,6400
Alaska,01,000000,0,2006,"42452000  ","General Merchandise Stores",9000,8600,8700,8700,8900,9000,9100,9200,8900,8900,9200,9300,9000
Alaska,01,000000,0,2006,"43000000  ",Trans/Warehouse/Utilities,18900,19100,19700,20400,22700,23900,24200,24500,23200,20300,20000,19800,21400
Alaska,01,000000,0,2006,"43481000  ","Air Transportation",5900,5800,5900,6100,6400,6800,6900,6900,6700,6200,6000,6100,6300
Alaska,01,000000,0,2006,"50000000  ",Information,6900,7000,7000,6900,7000,7100,7000,7100,7000,7000,7000,7000,7000
Alaska,01,000000,0,2006,"50517000  ",Telecommunications,4000,4100,4100,4100,4100,4200,4200,4200,4200,4300,4300,4300,4200
Alaska,01,000000,0,2006,"55000000  ","Financial Activities",12200,12200,12300,12400,12700,13000,13000,13100,12800,12500,12400,12400,12600
Alaska,01,000000,0,2006,"60000000  ","Professional & Business Svcs",23500,24200,24600,25100,26300,27500,27400,27400,27000,25400,24900,25100,25700
Alaska,01,000000,0,2006,"65000000  ","Educational & Health Services",37600,38200,38300,38500,38800,38900,38600,38600,38500,38100,38300,38400,38400
Alaska,01,000000,0,2006,"65620013  ","Health Care",26300,26700,26700,26900,27000,27400,27500,27500,27300,27000,27200,27200,27100
Alaska,01,000000,0,2006,"70000000  ","Leisure & Hospitality",25800,26500,27200,28500,32900,37900,38800,38900,35700,29000,28100,28200,31500
Alaska,01,000000,0,2006,"70721000  ",Accommodation,5800,5800,6100,6400,8500,10800,11700,11600,9800,6600,6100,6300,8000
Alaska,01,000000,0,2006,"70722000  ","Food Svcs & Drinking Places",16500,17000,17300,18100,19700,21800,21800,22000,21100,18700,18400,18200,19200
Alaska,01,000000,0,2006,"80000000  ","Other Services",10900,11000,11200,11000,11200,11200,11400,11300,11400,11400,11400,11300,11200
Alaska,01,000000,0,2006,"90000000  ",Government,78600,81700,82400,83200,83300,82000,75900,77200,82000,82100,81800,81600,81000
Alaska,01,000000,0,2006,"90910000  ","Federal Government",16200,16300,16400,16400,16800,17500,17500,17300,17100,16400,16200,16400,16700
Alaska,01,000000,0,2006,"90920000  ","State Government",22400,24700,25000,25300,25100,24900,23800,23600,25200,25100,25100,24900,24600
Alaska,01,000000,0,2006,"90921611  ","State Education",5700,7900,8000,8100,7600,5700,5600,5400,7400,7800,7900,8000,7100
Alaska,01,000000,0,2006,"90930000  ","Local Government",40000,40700,41000,41500,41400,39600,34600,36300,39700,40600,40500,40300,39700
