X,Y,OBJECTID,CommunityID,CommunityName,Location,Latitude,Longitude,Sq_Mi_Land,Sq_Mi_Water,Section,Township,Range,Meridian,Climate,AsOfDate,IsMostRecent,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-162.887063947,59.9594387400001,229,{833744EB-91EC-4A96-AD90-A5E91FAB1250},Kongiganak,"Kongiganak is located on the west shore of Kuskokwim Bay, west of the mouth of the Kuskokwim River. It lies 70 miles southwest of Bethel and 451 miles west of Anchorage.",59.9594,-162.8871,,,32,002S,079W,S,"Kongiganak falls within the western transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers.",2018/09/17 08:00:00+00,1,{7F9518AA-C35E-4FF5-9169-AEDD2516C146},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-163.55653659,63.0331139910001,230,{9A6475BE-BEC0-49DA-8979-2C6E5FFF39CB},Kotlik,"Kotlik is located on the east bank of the Kotlik Slough, 35 miles northeast of Emmonak in the Yukon-Kuskokwim Delta. It lies 165 air miles northwest of Bethel and 460 miles from Anchorage.",63.0316,-163.5549,3.8,0.8,25,028S,026W,K,"Kotlik falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. High winds and poor visibility are common during fall and winter. Norton Sound and the Yukon are ice-free from mid-June through October.",2018/09/17 08:00:00+00,1,{CC12B828-6D54-47A5-B261-D5EFE6208CD2},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-162.592989329,66.896675418,231,{209A76C3-F9A4-4015-987C-78C5A44BE669},Kotzebue,"Kotzebue is on the Baldwin Peninsula in Kotzebue Sound, on a 3-mile long spit, which ranges in width from 1,100 to 3,600 feet. It is located near the discharges of the Kobuk, Noatak, and Selawick Rivers, 549 air miles northwest of Anchorage and 26 miles above the Arctic Circle.",66.8959,-162.5869,27,1.7,3,017N,018W,K,"Kotzebue falls within the arctic climate zone, characterized by seasonal extremes in temperature. Winters are long and harsh, and summers are short but warm. Kotzebue Sound is ice-free from early July until early October.",2018/09/17 08:00:00+00,1,{62084322-62EF-4CC8-99E3-653D9E6752B8},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-161.164873629,64.930661306,232,{DF841D28-31A1-4978-A650-B56C189E60FD},Koyuk,"Koyuk is located at the mouth of the Koyuk River, at the northeastern end of Norton Bay on the Seward Peninsula, 90 air miles northeast of Nome.",64.932,-161.1572,4.7,,29,006S,012W,K,"Koyuk falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. Extremes from -49 to 87 °F have been recorded. Norton Bay is usually ice-free from May to October.",2018/09/17 08:00:00+00,1,{1823EBA0-F0EC-4E5B-B12A-BF7388F3CE01},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-157.702701847,64.881788779,233,{25A4F514-7ADF-4F62-873B-6D2F16141D13},Koyukuk,"Koyukuk is located on the Yukon River near the mouth of the Koyukuk River, 30 miles west of Galena and 290 air miles west of Fairbanks. It lies adjacent to the Koyukuk National Wildlife Refuge and the Innoko National Wildlife Refuge.",64.8816,-157.7043,6.2,0.1,17,007S,006E,K,"Koyukuk falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. Sustained temperatures of -40 °F are common during winter. Extreme temperatures have been measured from -64 to 92 °F. The river is ice-free from mid-May through mid-October.",2018/09/17 08:00:00+00,1,{A15CD009-25DC-47B3-89C5-2F15556197A9},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-132.977704148,56.8166953580001,234,{3F03290E-B081-4B92-9E0F-33F6E0CD513B},Kupreanof,"Kupreanof is located on the northeast shore of Kupreanof Island, across the Wrangell Narrows from Petersburg and Mitkof Island. It lies about 120 miles south of Juneau and 120 miles north of Ketchikan.",56.8144,-132.9806,4,2.1,28,058S,079E,C,"Kupreanof falls within the southeast maritime climate zone, characterized by cool summers, mild winters and heavy rain throughout the year.",2018/09/17 08:00:00+00,1,{96360209-E606-4D49-8858-D1A942549DC1},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-161.437546735,60.8112283680001,235,{FF083E35-08C8-468F-B328-F69992F18FB7},Kwethluk,Kwethluk is a Yup'ik community located 12 air miles east of Bethel on the Kwethluk River at the junction with the Kuskokuok Slough of the Kuskokwim River. It is the second largest community along the Lower Kuskokwim River.,60.8122,-161.4358,10,1.7,5,008N,069W,S,"Kwethluk falls within the western transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. The Kuskokwim is typically ice-free from June through October.",2018/09/17 08:00:00+00,1,{73E54AA5-AD2A-4933-B76A-2F7C49A8BE86},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-163.157618386,59.877096668,236,{67C5F12A-3F7F-4EAB-88E0-136D880F8DD0},Kwigillingok,Kwigillingok is on the western shore of Kuskokwim Bay near the mouth of the Kuskokwim River. It lies 77 miles southwest of Bethel and 388 miles west of Anchorage. The village of Kongiganak is nearby.,59.8771,-163.1576,,,35,003S,081W,S,"Kwigillingok falls within the western transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers.",2018/09/17 08:00:00+00,1,{6BA8CFFC-8585-49F0-8960-E5290F3F6A0E},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-156.856636949,58.0622961540001,237,{08965FEC-CECD-4B69-9010-FEC9535D56A9},Lake and Peninsula Borough,"The Lake & Peninsula Borough is located on the Alaska Peninsula, southwest of Anchorage. It is comprised of 17 communities, including 6 incorporated cities. It is bordered on the west by Bristol Bay and on the east by the Gulf of Alaska.",59.6212,-155.0427,23782,7125,27,006S,034W,S,"The Lake and Peninsula Borough is split between the transitional and maritime climate zones. The region experiences long, cold winters and short, cool summers. The transitional part of the borough is more arid, with around 23 inches of rain per year, while the southern part of the borough has a maritime climate.",2018/09/17 08:00:00+00,1,{84311305-3071-4085-B220-51675604792E},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-146.588256479,62.299861891,238,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F},Lake Louise,"Lake Louise lies 32 miles northwest of Glennallen, on the western border of the Mat-Su Borough, north of the Glenn Highway. Lake Louise Road is 19.3 miles long, from mile 159.8 of the Glenn Highway.",62.2762,-146.529,,,28,006N,007W,C,"Lake Louise falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{56504686-A396-43B9-8BB9-F096F3D8853B},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-152.314686967,63.882610056,239,{3087F3EA-5475-4180-9982-992F736DFD19},Lake Minchumina,Lake Minchumina is located north of Mount McKinley in Interior Alaska.,63.8828,-152.3122,,,8,012S,024W,F,"Lake Minchumina falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{6496A313-3326-47F7-9E64-BEFDB6C2A4F2},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-149.296445695,61.5911199390001,240,{1A5924D4-515F-4E65-8236-07D030FB3C05},Lakes,"Lakes lies east of Wasilla, between Wasilla and Gateway, off the Glenn Highway. The area includes Bogard Road, Trunk Road, and the Palmer-Wasilla Highway. Lakes in the area include Neklason, Kings, Wolf, Hart, Kennedy, Cottonwood, Finger, and Memory Lakes.",61.5911,-149.2964,,,4,017N,001E,S,"Lakes falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{15B0FC70-01D7-453D-8290-C652CC996B37},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-148.548500481,65.5228139770001,241,{0A72A6CB-FAC9-4A65-9C48-A47E796CCA85},Livengood,"Livengood lies 50 miles northwest of Fairbanks on the Dalton Highway, at its junction with the Elliott Highway.",65.5228,-148.5485,,,15,008N,005W,F,"Livengood falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{23515605-6A21-47D2-B051-2B44923EB1B3},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-131.637398899,55.602817423,242,{CA4E1D93-D6D4-4CA8-8FC7-F518777BE58C},Loring,The community is located in the Ketchikan Gateway Borough,55.6028,-131.6374,,,29,072S,090E,C,"Loring falls within the southeast maritime climate zone, characterized by cool summers, mild winters and heavy rain year-round.",2018/09/17 08:00:00+00,1,{682AAA62-7EED-42C6-A0A7-711027F8943F},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-149.4411111,60.0725,243,{338A7ACA-098D-4B9F-A871-233477997E11},Lowell Point,"Lowell Point is 2 miles south of the Seward Highway terminus. It is situated on the northwest side of Resurrection Bay, at the foot of Bear Mountain, 125 highway miles south of Anchorage.",60.0725,-149.4411,,,22,001S,001W,S,"Lowell Point falls within the gulf coast maritime climate zone, characterized by a rainy atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{ABD8B27C-7B88-4FB6-980F-BE5E6C8FCD25},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-153.981435303,57.537068333,244,{9F0EF727-1805-4199-AD1B-40C49AF1B61C},Larsen Bay,"Larsen Bay is located on Larsen Bay, on the northwest coast of Kodiak Island. It is 60 miles southwest of the City of Kodiak and 283 miles southwest of Anchorage.",57.5374,-153.9806,5.4,2.2,32,030S,029W,S,"Larsen Bay falls within the gulf coast maritime climate zone, characterized by a rainy atmosphere, long, cold winters, and mild summers. This zone lacks prolonged periods of freezing weather at low altitudes and is characterized by cloudiness and frequent fog. The combination of heavy precipitation and low temperatures at high altitudes in the coastal mountains of southern Alaska accounts for the numerous mountain glaciers. There is little to no freezing weather, moderate precipitation, occasional high winds, and frequent cloud cover and fog. Severe storms are common from December through February.",2018/09/17 08:00:00+00,1,{3A41C3C9-7482-4535-856B-C918EBF4C5E0},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-149.045998438,61.628330229,245,{2F86B48B-D348-47DD-ABED-46CE01770ECC},Lazy Mountain,"The community lies at the base of 3,720-foot Lazy Mountain, 3 miles east of Palmer in the Mat-Su Borough. It lies east of the Matanuska River, off the Old Glenn Highway. It is approximately 45 miles from Anchorage.",61.6283,-149.046,,,26,018N,002E,S,"Lazy Mountain falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{5233D6EF-20F7-450D-A626-CCDB1DEF4868},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-156.857501853,59.1124631860001,246,{C99D0CCC-0034-4A9E-8A97-37B371CDC3CF},Levelock,"Levelock is located on the west bank of the Kvichak River, 10 miles inland from Kvichak Bay. It lies 40 miles north of Naknek and 278 air miles southwest of Anchorage. It is located near the Alagnak Wild and Scenic River Corridor.",59.1125,-156.8575,,,28,012S,045W,S,"Levelock falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. Fog and low clouds are common during the summer. The river is ice-free from June through mid-November.",2018/09/17 08:00:00+00,1,{A5A24D81-C2B2-469D-82A3-4DB6CAAD1568},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-149.02684282,63.904802552,247,{8D2D74F6-118D-486C-BC0B-34FDBC4A6140},Lignite,,63.9048,-149.0268,,,1,012S,008W,F,"Lignite falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{2F726CC8-6829-4DF2-805A-F80FE074ECD3},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-155.437022581,61.3553888810001,248,{A4767A4D-9554-40BC-9D6F-F4FDD3C05647},Lime Village,"Lime Village is located on the south bank of the Stony River, 50 miles southeast of its junction with the Kuskokwim River. The village is 111 air miles south of McGrath, 137 miles east of Aniak, and 185 miles west of Anchorage.",61.3554,-155.437,,,30,015N,034W,S,"Lime Village falls within the western transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. The Kuskokwim and Stony Rivers are ice-free from mid-June through October.",2018/09/17 08:00:00+00,1,{B419865C-832A-45F4-B279-F805F30FFC10},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-152.829149492,58.081556645,249,{A2B31C8E-4D68-4FB7-9435-DFBA7CC39ED5},Litnik,"Litnik is located on the west side of Afognak Bay, which is near the southern tip of Afognak Island. ",58.0816,-152.8291,,,23,024S,022W,S,"Litnik falls within the gulf coast maritime climate zone, characterized by a rainy atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{B82F4130-1457-49FB-90B4-7AC05F2C1568},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-160.364401669,61.5123629730001,250,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC},Lower Kalskag,"Lower Kalskag is located on the north bank of the Kuskokwim River, 2 miles downriver from Upper Kalskag. It lies 26 miles west of Aniak, 89 miles northeast of Bethel, and 350 miles west of Anchorage.",61.5121,-160.3615,1.3,0.4,2,016N,062W,S,"Lower Kalskag falls within the western transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers.",2018/09/17 08:00:00+00,1,{4395D90C-D9C0-46B8-9B06-12B9CC5A0A3D},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-135.546203804,59.3130136680001,251,{EA2C7BBD-7821-4F3C-9291-9F797D30FF7B},Lutak,"Lutak lies just north of Haines, near Lutak Inlet and Chilkoot Lake, in the Haines Borough.",59.313,-135.5462,,,31,029S,059E,C,"Lutak falls within the southeast maritime climate zone, characterized by cool summers, mild winters and heavy rain throughout the year.",2018/09/17 08:00:00+00,1,{07371377-74FD-4187-A702-A681B3286E02},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-150.637165177,64.995886827,252,{DFE91156-E4B0-4DC7-B3F9-6A61A37FF0D4},Manley Hot Springs,"Manley Hot Springs is located about 5 miles north of the Tanana River on Hot Springs Slough, at the end of the Elliott Highway, 160 road miles west of Fairbanks.",64.9959,-150.6372,,,17,002N,015W,F,"Manley Hot Springs falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. The worst flood in the history of the community was in May 1956. Other floods occurred in 1961, 1962, and 1982.",2018/09/17 08:00:00+00,1,{DF208A4E-D32D-4162-A18D-6A5D713F9062},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-159.054929977,58.979541865,253,{3DF92237-DB7B-4CEB-88DE-A1481F4072AD},Manokotak,Manokotak is located 25 miles southwest of Dillingham on the Igushik River. It lies 347 miles southwest of Anchorage.,58.9828,-159.0531,36.4,0.9,12,014S,059W,S,"Manokotak falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. Fog and high winds occur periodically through the year. The river is ice-free from June through mid-November.",2018/09/17 08:00:00+00,1,{869C17F9-9E3E-4A5F-BE04-1CC166B91D2D},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-162.088169482,61.8814414280001,254,{2F8EE675-06A4-4B7A-9275-369FEB17B896},Marshall,"Marshall is located on the north bank of Polte Slough, north of Arbor Island, on the east bank of the Yukon River in the Yukon-Kuskokwim Delta. It lies on the northeastern boundary of the Yukon Delta National Wildlife Refuge.",61.8791,-162.087,4.7,0,27,021N,070W,S,"Marshall falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. Heavy winds in the fall and winter often limit air accessibility. The Lower Yukon is ice-free from mid-June through October.",2018/09/17 08:00:00+00,1,{70284958-BEE0-4BE3-9568-97B24B947F04},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-165.063820256,65.147322826,255,{7C5736EA-AF6B-411E-BA1E-2A602B84E4E9},Mary's Igloo,"Mary's Igloo is located on the northwest bank of the Kuzitrin River, on the Seward Peninsula, northeast of Nome. It lies 40 miles southeast of Teller.",65.1473,-165.0638,,,17,004S,031W,K,"Mary's Igloo falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers.",2018/09/17 08:00:00+00,1,{739423E0-88F6-4FEA-8A87-E93562D714C4},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-149.108368917,61.5997112700001,256,{851E4746-8FE8-4393-9369-E3F9F1633855},Matanuska-Susitna Borough,"The borough is comprised of the lush farmlands of the Matanuska and Susitna Valleys, approximately 40 miles northeast of Anchorage.",61.6811,-149.0913,24681.5,578.3,4,018N,002E,S,"Matanuska-Susitna Borough falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{98051D54-752C-45D4-83D3-4285FB1DCDE0},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-142.923700237,61.4328796730001,257,{878A4A85-1B32-43DD-9856-7A7FE62F6DE6},McCarthy,"McCarthy lies 61 miles east of Chitina off the Edgerton Highway. It is on the Kennicott River at the mouth of McCarthy Creek, 12 miles northeast of the junction of the Nizina and Chitina Rivers, in the heart of the Wrangell-St. Elias National Park and Preserve.",61.4331,-142.9101,,,16,005S,014E,C,"McCarthy falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{9A84DAE4-F0B4-43AC-960B-920861BF7C84},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-155.588353147,62.9501408470001,258,{44BA33DB-984D-44E1-BF2D-7E1A353E586D},McGrath,"McGrath is located 221 miles northwest of Anchorage and 269 miles southwest of Fairbanks in Interior Alaska. It is adjacent to the Kuskokwim River, directly south of its confluence with the Takotna River.",62.9534,-155.5961,48.9,5.7,18,033N,033W,S,"McGrath falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. The Kuskokwim River is generally ice-free from June through October.",2018/09/17 08:00:00+00,1,{70C3D07F-5EF5-426D-8359-8EAF4CEAB746},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-148.916866753,63.732320074,259,{10BA1AD9-39AC-440F-BCE9-40BC75DAD436},Denali Park,"Denali Park is on the George Parks Highway at the entrance to Denali National Park. The park is home to Denali, formally recognized as Mt. McKinley until 2015 when a naming dispute was resolved by the federal government. At 20,320 feet, Denali is the highest mountain on the North American continent.",63.7323,-148.9169,,,4,014S,007W,F,"Denali Park falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers. Temperature extremes are greater in the Continental zone than in the other climatic zones. Ice fog is common during the winter.",2018/09/17 08:00:00+00,1,{98801577-CE43-45B2-A0C8-70EF7FE1024D},,,EJCALDWELL,2019/05/23 00:56:02+00
-149.603551936,61.6242575430001,260,{2DB58EF7-4C06-407F-9B11-35502BBDB0CC},Meadow Lakes,"Meadow Lakes lies between the Little Susitna River and the Alaska Railroad, off of the George Parks Highway. It is west of Wasilla, continuing east and northeast of Houston. It is accessed by Pittman Road, Church Road, and Schrock Road. It is approximately 45 miles from Anchorage.",61.6243,-149.6036,,,27,018N,002W,S,"Meadow Lakes falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{0682D4CA-EFEB-49BD-AE97-D7CFB0D07463},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-154.699207386,63.105404036,261,{A1B3B81A-671B-4A5B-A00F-994664870019},Medfra,"Medfra is located on the north bank of the Kuskokwim river, about 30 miles northwest of Nikolai.",63.1054,-154.6992,,,32,027S,022E,K,"Medfra falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{81ECF5C1-2BF3-4A93-8C9A-F4D6EC7B3D7B},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-166.192861205,60.3864940780001,262,{06A5691A-049B-426D-85BC-73439735D4DB},Mekoryuk,Mekoryuk is at the mouth of Shoal Bay on the north shore of Nunivak Island in the Bering Sea. The island lies 30 miles off the coast. It is 149 air miles west of Bethel and 553 miles west of Anchorage. Mekoryuk is part of the Yukon Delta National Wildlife Refuge.,60.3864,-166.1891,7.4,0.1,31,004N,097W,S,"Mekoryuk falls within the western transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers.",2018/09/17 08:00:00+00,1,{7BCB4B53-9E74-446F-83D9-B5D3730E5E98},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-146.5383,62.0494,263,{E3BABD89-94E5-4656-A111-C38FD33CFD08},Mendeltna,"The community is at milepost 154 of the Glenn Highway near Mendeltna River, 30 miles southwest of Glennallen.",62.0494,-146.5383,,,8,003N,007W,C,"Mendeltna falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{E460BC48-9DF4-44E0-949E-9BD0AB35C394},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-143.797581782,62.9293987780001,264,{138A74FA-943C-4AC3-B538-9484C09C2AD1},Mentasta Lake,"Mentasta Lake is located 6 miles off the Tok-Slana Cutoff of the Glenn Highway on the west side of Mentasta Pass, 38 miles southwest of Tok Junction.",62.9294,-143.7976,,,1,013N,008E,C,"Mentasta Lake falls within the transitional climate zone, characterized by a semi-arid atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{2CE8B721-CC66-4EBA-B627-0885DCE95675},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-164.507135209,60.818879843,265,{52F580FF-4AE6-48D4-920A-DD72272CB458},Mertarvik,Relocation site for Newtok,60.811,-164.4991,,,2,008N,087W,S,"Mertarvik falls within the western transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers.",2018/09/17 08:00:00+00,1,{6149D3B0-9431-4AC3-BFA7-313CC83B1936},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-131.573307047,55.126073906,266,{179D4B3A-A5AC-43B1-9AE0-6F7B6B7A3CB3},Metlakatla,"Metlakatla is located at Port Chester on the west coast of Annette Island, 15 miles south of Ketchikan. By air, it is 3.5 hours from Anchorage and 1.5 hours from Seattle.",55.1262,-131.5773,,,8,078S,092E,C,"Metlakatla falls within the southeast maritime climate zone, characterized by cool summers, mild winters and heavy rain throughout the year.",2018/09/17 08:00:00+00,1,{8555603D-45CB-43DF-82BD-CEF75CC7A146},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-132.256260824,55.7392588970001,267,{7B03C441-97CF-473F-9627-87B41A283668},Meyers Chuck,Meyers Chuck is located along Clarence Strait on the northwest tip of Cleveland Peninsula. It lies 40 miles northwest of Ketchikan.,55.7393,-132.2563,,,5,071S,086E,C,"Meyers Chuck falls within the southeast maritime climate zone, characterized by cool summers, mild winters and heavy rain year-round.",2018/09/17 08:00:00+00,1,{45AD773B-2099-4238-AD25-1FD8EB49CDE1},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-151.443579699,59.665919038,268,{7610BE6A-1E27-4A96-8927-51578A86CEF9},Millers Landing,"Miller Landing is along Kachemak Bay, between Homer and Kachemak.",59.6659,-151.4436,,,11,006S,013W,S,"Millers Landing falls within the gulf coast maritime climate zone, characterized by a rainy atmosphere, long, cold winters, and mild summers.",2018/09/17 08:00:00+00,1,{418C036A-CB96-4996-B5D6-96276D7AC77A},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-149.348260083,65.1521483380001,269,{D3D709DB-0DF6-43DD-ACE0-FAF53A544273},Minto,"Minto is located on the west bank of the Tolovana River, 130 miles northwest of Fairbanks. It lies on an 11-mile spur road off of the Elliott Highway.",65.1522,-149.3483,,,22,004N,009W,F,"Minto falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{3C4A78E3-8F4E-40AB-941F-69CB33F93C48},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-147.150530139,64.7086230690001,270,{7656A688-D4F7-4599-B494-E946C7AC2CF6},Moose Creek,"Moose Creek lies along Richardson Highway, 6 miles south of the City of North Pole and 20 miles southeast of Fairbanks.",64.7086,-147.1505,,,28,002S,003E,F,"Moose Creek falls within the continental climate zone, characterized by extreme temperature differences. The continental climate zone encompasses most of the central part of the state and experiences extremely cold winters and warm summers.",2018/09/17 08:00:00+00,1,{18674D0B-6DB4-4DD7-881E-3BCC57685BC0},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-149.368277052,60.4864352800001,271,{9A5F6C32-F2B9-425E-86F6-1C856BB6FFA8},Moose Pass,"Moose Pass is located 26 miles north of Seward on the Kenai Peninsula. It is on the southwest shore of Upper Trail Lake, off the Seward Highway, at mile 29.3 of the Alaska Railroad.",60.4864,-149.3683,,,36,005N,001W,S,"Moose Pass falls within the gulf coast maritime climate zone, characterized by a rainy atmosphere, long, cold winters, and mild summers. This zone lacks prolonged periods of freezing weather at low altitudes and is characterized by cloudiness and frequent fog. The combination of heavy precipitation and low temperatures at high altitudes in the coastal mountains of southern Alaska accounts for the numerous mountain glaciers. There is little to no freezing weather, moderate precipitation, occasional high winds, and frequent cloud cover and fog. Severe storms are common from December through February.",2018/09/17 08:00:00+00,1,{5AA7825B-A2CE-418B-88EA-8883857E576F},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-136.031454703,59.446506254,272,{4D3AB901-46B6-47E7-B8D1-D6869F97799F},Mosquito Lake,"The settlement is on the shore of Mosquito Lake, on the southwest side of the Chilkat River, 30 miles north of Haines in the Haines Borough.",59.4465,-136.0315,,,15,028S,055E,C,"Mosquito Lake falls within the southeast maritime climate zone, characterized by cool summers, mild winters and heavy rain throughout the year.",2018/09/17 08:00:00+00,1,{60AD159E-5298-4D7F-AF02-15318AEBC7A5},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
-131.534737768,55.2971708790001,273,{35E47179-ADC8-467E-B2F2-DC1D79FF2BDD},Mountain Point,"Mountain Point is located on the eastern point of the entrance to Carroll Inlet on the south coast of Revillagigedo Island, within the boundaries of the Ketchikan Gateway Borough.",55.2972,-131.5347,,,11,076S,091E,C,"Mountain Point falls within the southeast maritime climate zone, characterized by cool summers, mild winters and heavy rain year-round.",2018/09/17 08:00:00+00,1,{74EE30F4-7D95-4E0D-86F6-8AA065849122},,,GIS_OWNER_CDO,2023/09/27 06:20:30+00
-163.726275621,62.0895414130001,274,{EDB9EEBA-7A73-42DB-9658-44DA2280EBE3},Mountain Village,"Mountain Village is on the north bank of the Yukon River, approximately 20 miles west of St. Mary's and 470 miles northwest of Anchorage. It is at the foot of the 500' Azachorok Mountain, the first mountain encountered by those traveling up the Yukon.",62.0891,-163.7286,4.3,,14,023N,079W,S,"Mountain Village falls within the transitional climate zone, characterized by tundra interspersed with boreal forests, and weather patterns of long, cold winters and shorter, warm summers. The Lower Yukon is ice-free from mid-June to October.",2018/09/17 08:00:00+00,1,{28EE8B64-E7FD-4386-B899-1D2525844B4D},,,GIS_OWNER_CDO,2018/09/18 03:39:50+00
