X,Y,OBJECTID,PCECommunity,CommunityName,EntityName,DataYear,Population,ReportedPeriods,ResidentialCustomers,CommunityFacilitiesCustomers,OtherCustomers,ResidentialkWhEligibleforPCE,FacilitieskWhEligibleforPCE,TotalkWhEligibleforPCECredit,TotalkWhSold,TotalDieselFuelUsed,TotalCostOfFuel,AveragePriceOfFuelPerGallon,TotalNonFuelExpenses,YearToDatePCEDisbursements,TotalDieselGeneratedkWh,TotalNonDieselGeneratedkWh,TotalPurchasedkWhs,ResidentialRateBasedOn500kWh,PCERateApplied,EffectiveResidentialRate,Notes,IsMostRecent,CommunityAggRowPos
-76595.5868569749,1264712.55935681,1600,Lime Village PCE,Lime Village,Lime Village Electric Utility,2014,27,12,17,5,3,12381,13718,26099,51643,7558,64199,8.49,18710,21242,74195,0,0,1.7748,0.8164,0.9584,,,1
-76595.5868569749,1264712.55935681,1601,Lime Village PCE,Lime Village,Lime Village Electric Utility,2013,29,12,17,5,3,15112,12333,27445,53790,7720,59543,7.71,56516,22397,74896,0,0,1.7748,0.8142,0.9606,,,1
-76595.5868569749,1264712.55935681,1602,Lime Village PCE,Lime Village,Lime Village Electric Utility,2012,29,12,18,6,2,15100,13314,28414,51049,7480,,,51331,21573,69873,0,0,1.7122,0.8133,0.8989,Fuel cost information not available,,1
-76595.5868569749,1264712.55935681,1603,Lime Village PCE,Lime Village,Lime Village Electric Utility,2010,15,,17,5,,15736,1689,17425,50365,9581,0,0,66000,10167,67409,0,0,1.516,0.5835,0.9325,Fuel Cost and Price/Gal. not reported,,1
-76595.5868569749,1264712.55935681,1604,Lime Village PCE,Lime Village,Lime Village Electric Utility,2006,34,,16,5,,23982,13289,37271,90096,107567,50975.21,4.73,48654.37,11807.14,107567,,,0.8,0.3848,0.4152,,,1
-76595.5868569749,1264712.55935681,1605,Lime Village PCE,Lime Village,Lime Village Electric Company,2001,62,,15,3,,22629,19071,41700,69503,11746,36412.6,3.1,50599.43,15778.9,77034,,,0.8003,0.2847,0.5156,,,1
-337064.437875804,1297603.52884566,1606,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2023,262,12,78,6,12,379463,76040,455503,662184,0,0,,169044,165192,0,0,0,0.6571,0.4044,0.2527,Receives power from Upper Kalskag via intertie,1,1
-337064.437875804,1297603.52884566,1607,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2022,297,12,82,4,15,316259,23827,340086,641365,0,0,,127535,89370,0,0,0,0.5327,0.2807,0.252,Receives power from Upper Kalskag via intertie,,1
-337064.437875804,1297603.52884566,1608,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2021,288,12,81,4,15,303267,40453,343720,675116,0,,,133115,91947,0,0,0,0.5095,0.2487,0.2608,Power Is From Upper Kalskag Via Intertie.  See Upper Kalskag For Fuel Cost.,,1
-337064.437875804,1297603.52884566,1609,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2020,275,12,86,7,11,285350,79844,365194,685801,0,,,144435,106470,0,0,0,0.5474,0.2847,0.2627,Power Is From Upper Kalskag Via Intertie.  See Upper Kalskag For Fuel Cost.,,1
-337064.437875804,1297603.52884566,1610,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2019,275,12,86,7,10,290436,88300,378736,660697,0,,,139393,106560,0,0,0,0.5367,0.2958,0.2409,,,1
-337064.437875804,1297603.52884566,1611,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2018,288,12,83,7,11,292133,91111,383244,647616,0,,,141311,103056,0,0,0,0.5011,0.262,0.2391,See Kalskag for generation data,,1
-337064.437875804,1297603.52884566,1612,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2017,284,12,84,7,13,269370,81723,351093,609334,0,,,120257,110496,0,0,0,0.5152,0.2977,0.2175,,,1
-337064.437875804,1297603.52884566,1613,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2016,281,12,84,7,14,262881,79125,342006,532728,0,,,151348,119545,0,0,0,0.5569,0.3373,0.2196,Power is from Upper Kalskag via intertie.  See Upper Kalskag for fuel cost,,1
-337064.437875804,1297603.52884566,1614,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2015,302,12,77,7,14,258363,94153,352516,508748,0,,,125101,139683,0,0,0,0.6176,0.3959,0.2217,Power is from Upper Kalskag via intertie.  See Upper Kalskag for fuel cost.,,1
-337064.437875804,1297603.52884566,1615,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2014,306,12,78,7,8,250382,78305,328687,480543,0,,,112513,133375,0,0,0,0.6042,0.4021,0.2021,Power is from Upper Kalskag via intertie.  See Upper Kalskag for fuel cost.,,1
-337064.437875804,1297603.52884566,1616,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2013,287,12,85,7,5,251701,91210,342911,491852,0,,,134869,136849,0,0,0,0.614,0.4187,0.1953,Power is from Upper Kalskag via intertie.  See Upper Kalskag for fuel cost.,,1
-337064.437875804,1297603.52884566,1617,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2012,282,12,81,6,6,263376,94511,357887,498354,0,,,136402,144095,0,0,0,0.6534,0.4327,0.2207,Power is from Upper Kalskag via intertie.  See Upper Kalskag for fuel cost.,,1
-337064.437875804,1297603.52884566,1618,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2011,251,,86,6,,268625,102277,370902,540372,0,0,0,137155,132287,0,0,0,0.5844,0.3755,0.2089,Power is from Upper Kalskag via intertie.  See Upper Kalskag for fuel cost.,,1
-337064.437875804,1297603.52884566,1619,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2010,256,,86,6,,276661,97461,374122,547118,0,0,0,138768,120520,0,0,0,0.5194,0.3046,0.2148,Power is from Upper Kalskag via intertie.  See Upper Kalskag for fuel cost.,,1
-337064.437875804,1297603.52884566,1620,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2006,262,,92,6,,274678,82408,357086,515644,,,,,75772.38,,,,0.4607,0.266,0.1947,Inluded with Upper Kalskag data. Non-fuel expenses for all AVEC locations are reported with Wales as a total. Average Price of Fuel and Total Diesel Generated kWh calculations could not be made due to lack of data or other circumstances.,,1
-337064.437875804,1297603.52884566,1621,Lower Kalskag PCE,Lower Kalskag,Alaska Village Electric Cooperative,2001,297,,85,9,,257888,109618,367506,519946,86880,104933.37,1.21,,80610.76,1188273,,,0.4126,0.1772,0.2354,Includes Upper Kalskag's information. Operating expenses for the AVEC communities are reported as a total for the utility in the community of Wales.,,1
158600.182562796,1674612.23033107,1622,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2023,98,12,78,11,23,149727,29224,178951,505523,45819,209460,4.57,315907,136682,616782,0,0,1.2938,0.7662,0.5276,,1,1
158600.182562796,1674612.23033107,1623,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2022,106,12,76,12,23,147396,29870,177266,493299,46820,130558,2.79,318870,133912,593078,0,0,1.1956,0.7597,0.4359,,,1
158600.182562796,1674612.23033107,1624,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2021,104,12,83,11,22,147468,34352,181820,448668,45351,112617,2.48,169859,127431,566865,0,0,1.0222,0.7206,0.3016,Non-Fuel Costs = 6 Months,,1
158600.182562796,1674612.23033107,1625,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2020,114,12,80,17,16,144082,41414,185496,449984,45240,129605,2.86,,140281,572339,0,0,0.9904,0.7289,0.2615,Non-Fuel Costs Not Reported,,1
158600.182562796,1674612.23033107,1626,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2019,112,12,82,14,17,139406,32045,171451,429163,43494,119710,2.75,314407,116016,526933,0,0,1.042,0.7686,0.2734,,,1
158600.182562796,1674612.23033107,1627,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2018,127,12,85,7,21,163974,31566,195540,454707,44088,101788,2.31,237205,116365,558735,0,0,0.8041,0.5045,0.2996,,,1
158600.182562796,1674612.23033107,1628,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2017,130,12,91,7,16,165556,30829,196385,500152,48950,120743,2.47,312696,108143,585316,0,0,0.7322,0.5376,0.1946,,,1
158600.182562796,1674612.23033107,1629,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2016,117,12,92,6,17,152873,35260,188133,404367,38414,109091,2.84,273947,97892,487241,0,0,0.6605,0.4848,0.1757,,,1
158600.182562796,1674612.23033107,1630,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2015,127,12,90,6,17,145257,50688,195945,410103,36360,137733,3.79,194194,137690,484436,0,0,0.7626,0.3293,0.4333,,,1
158600.182562796,1674612.23033107,1631,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2014,116,12,87,6,16,145998,7780,153778,375324,40739,152998,3.76,113782,112802,440077,0,0,0.8285,0.6647,0.1638,,,1
158600.182562796,1674612.23033107,1632,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2013,91,12,90,3,17,158320,5411,163731,401150,37399,150040,4.01,213714,96761,462269,0,0,0.9653,0.6707,0.2946,,,1
158600.182562796,1674612.23033107,1633,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2012,89,12,87,3,16,150548,5546,156094,392929,37585,139568,3.71,70149,87517,458162,0,0,0.7641,0.6081,0.156,Aug 11 & Sep 11 kWh generated per reported to RCA,,1
158600.182562796,1674612.23033107,1634,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2011,81,,81,3,,91471,5495,96966,236196,24569,112200.79,4.57,47388,54121,313508,0,0,0.356,0.2121,0.1439,"02/11 thru 04/11 not reported;  Non fuel $ not reported for 07/10.",,1
158600.182562796,1674612.23033107,1635,Manley Hot Springs PCE,Manley Hot Springs,TDX Manley Generating LLC,2010,77,,79,3,,101962,6125,108087,285858,30858,120938.57,3.92,112952,82557,351708,0,0,0.9985,0.7638,0.2347,,,1
158600.182562796,1674612.23033107,1636,Manley Hot Springs PCE,Manley Hot Springs,Manley Utility Company ,2006,73,,76,3,,111982,5487,117469,241058,294336,61233.11,2.18,97810.48,37279.17,294336,,,0.6981,0.3848,0.3133,,,1
158600.182562796,1674612.23033107,1637,Manley Hot Springs PCE,Manley Hot Springs,Manley Utility Company ,2001,88,,66,1,,94596,2973,97569,212513,27584,28927.41,1.05,104553.93,36873.97,292680,,,0.6132,0.2847,0.3285,,,1
-289403.787693261,1009209.22031295,1638,Manokotak PCE,Manokotak,Manokotak Power Company,2023,477,12,127,5,33,591663,62138,653801,1202322,93595,279912,2.99,192607,130236,1204677,0,0,0.6,0.2522,0.3478,No Powerhouse Consumption Reported,1,1
-289403.787693261,1009209.22031295,1639,Manokotak PCE,Manokotak,Manokotak Power Company,2022,490,12,127,5,35,509045,46147,555192,1225022,87596,232845,2.66,319597,127457,343298,0,0,0.6,0.1679,0.4321,"Reported diesel kWh gen = 3 months, Reported pwrhse kWh = 4 months",,1
-289403.787693261,1009209.22031295,1640,Manokotak PCE,Manokotak,Manokotak Power Company,2021,483,8,136,5,41,353896,51940,405836,755286,60597,198905,3.28,199164,81873,901660,0,0,0.6,0.2141,0.3859,Utility Only Reported Data For 8 Months.,,1
-289403.787693261,1009209.22031295,1641,Manokotak PCE,Manokotak,Manokotak Power Company,2020,508,12,135,5,38,521063,60067,581130,1077046,85711,243888,2.85,363187,131373,1231141,0,0,0.6,0.2101,0.3899,kWh's Generated & Powerhouse Consumption = 11 Months,,1
-289403.787693261,1009209.22031295,1642,Manokotak PCE,Manokotak,Manokotak Power Company,2019,487,9,163,5,35,398271,51132,449403,943063,66874,185682,2.78,148113,102554,808681,0,0,0.55,0.2282,0.3218,Only submitted 9 monthly reports. kWh Gen & Non-fuel = 7 months.,,1
-289403.787693261,1009209.22031295,1643,Manokotak PCE,Manokotak,Manokotak Power Company,2018,496,12,152,5,35,512887,63959,576846,1192005,107244,298531,2.78,250901,140091,1265745,0,0,0.55,0.2418,0.3082,,,1
-289403.787693261,1009209.22031295,1644,Manokotak PCE,Manokotak,Manokotak Power Company,2017,482,12,148,7,36,543902,56481,600383,1251772,114113,292884,2.57,34976,139150,1393228,0,0,0.55,0.2245,0.3255,Plant metering issues Jul-Oct,,1
-289403.787693261,1009209.22031295,1645,Manokotak PCE,Manokotak,Manokotak Power Company,2016,500,12,143,7,39,519394,27572,546966,1224255,104454,339051,3.25,178811,129545,1472733,0,0,0.55,0.2582,0.2918,"Estimated Jul, Aug diesel generation; Only 10 mo's pwrhse cons reported",,1
-289403.787693261,1009209.22031295,1646,Manokotak PCE,Manokotak,Manokotak Power Company,2015,492,12,144,6,39,483699,15668,499367,1265794,126456,491248,3.88,57691,134976,769734,0,0,0.55,0.2261,0.3239,Pwrhse generation and consumption data unavailable Jan - Jun,,1
-289403.787693261,1009209.22031295,1647,Manokotak PCE,Manokotak,Manokotak Power Company,2014,449,12,148,5,40,467616,5510,473126,1305342,113206,473153,4.18,42816,136819,1056361,0,0,0.55,0.2796,0.2704,Only reported 9 months kWh generation,,1
-289403.787693261,1009209.22031295,1648,Manokotak PCE,Manokotak,Manokotak Power Company,2013,450,12,141,5,48,440902,8037,448939,1256315,109352,439668,4.02,27431,114669,0,0,0,0.55,0.2718,0.2782,kWh generated not reported due to failing meter sceens. Screens replaced Oct 13.,,1
-289403.787693261,1009209.22031295,1649,Manokotak PCE,Manokotak,Manokotak Power Company,2012,442,12,148,5,46,427626,6440,434066,1340053,112829,398298,3.53,38261,113302,1436297,0,0,0.55,0.2383,0.3117,Feb 12 & Mar 12 kWh genereated  and Feb 12 fuel usage per reported to RCA,,1
-289403.787693261,1009209.22031295,1650,Manokotak PCE,Manokotak,Manokotak Power Company,2011,438,,146,5,,408733,6250,414983,1230588,102227,362057.12,3.54,38789,120254,1260465,0,0,0.55,0.2727,0.2773,,,1
-289403.787693261,1009209.22031295,1651,Manokotak PCE,Manokotak,Manokotak Power Company,2010,430,,134,5,,421070,6420,427490,1202490,104800,382876.47,3.65,66913,117486,1371666,0,0,0.55,0.2937,0.2563,,,1
-289403.787693261,1009209.22031295,1652,Manokotak PCE,Manokotak,Manokotak Power Company,2006,405,,123,5,,275030,25308,300338,1184785,,43594.42,,112695.1,22076.04,,,,0.34,0.074,0.266,Average Price of Fuel and Total Diesel Generated kWh calculations could not be made due to lack of data or other circumstances.,,1
-289403.787693261,1009209.22031295,1653,Manokotak PCE,Manokotak,Manokotak Power Company,2001,405,,98,4,,346390,92057,438447,857291,92128,134954.92,1.46,69024.4,78108.23,898079,,,0.34,0.1459,0.1941,,,1
-422939.120937902,1348502.57937497,1654,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2023,468,12,106,18,26,577380,202982,780362,1492075,93132,368643,3.96,380900,251926,1576857,0,0,0.6479,0.3957,0.2522,,1,1
-422939.120937902,1348502.57937497,1655,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2022,447,12,104,18,25,489406,200184,689590,1487415,108908,295423,2.71,295771,169077,1574330,0,0,0.5179,0.2667,0.2512,,,1
-422939.120937902,1348502.57937497,1656,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2021,471,12,107,18,21,482346,207659,690005,1431848,106801,249011,2.33,282322,159449,1520155,0,0,0.4732,0.2142,0.259,,,1
-422939.120937902,1348502.57937497,1657,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2020,437,12,102,19,21,475870,196672,672542,1393963,118256,343203,2.9,293580,191736,1486540,0,0,0.534,0.272,0.262,,,1
-422939.120937902,1348502.57937497,1658,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2019,449,12,107,19,19,450516,229065,679581,1399475,106517,309422,2.9,295259,187644,1501269,0,0,0.5388,0.2978,0.241,,,1
-422939.120937902,1348502.57937497,1659,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2018,459,12,106,19,21,475545,167472,643017,1367883,110404,265605,2.41,298474,158657,1455817,0,0,0.4884,0.2499,0.2385,,,1
-422939.120937902,1348502.57937497,1660,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2017,462,12,108,19,23,501076,176606,677682,1423292,106279,235358,2.21,280899,175460,1505136,0,0,0.4623,0.2475,0.2148,,,1
-422939.120937902,1348502.57937497,1661,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2016,444,12,110,19,22,488388,166647,655035,1434731,111395,308486,2.77,407607,209752,1510149,0,0,0.4925,0.2762,0.2163,,,1
-422939.120937902,1348502.57937497,1662,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2015,473,12,106,15,28,466897,181755,648652,1429103,99214,369534,3.72,351416,256849,1500228,0,0,0.6078,0.3866,0.2212,,,1
-422939.120937902,1348502.57937497,1663,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2014,414,12,105,16,27,464649,184431,649080,1475852,114655,429854,3.75,345553,264350,1551721,0,0,0.6135,0.411,0.2025,,,1
-422939.120937902,1348502.57937497,1664,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2013,407,12,113,15,24,460054,219778,679832,1597989,131656,477979,3.63,438179,248595,1687602,0,0,0.5877,0.3937,0.194,,,1
-422939.120937902,1348502.57937497,1665,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2012,414,12,110,16,24,467620,195669,663289,1568961,126625,408268,3.22,399130,227075,1643535,0,0,0.5816,0.3645,0.2171,,,1
-422939.120937902,1348502.57937497,1666,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2011,414,,110,16,,453302,218142,671444,1577808,111482,318674.98,2.86,400474,174492,1670501,0,0,0.4862,0.2822,0.204,,,1
-422939.120937902,1348502.57937497,1667,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2010,417,,106,18,,452702,187271,639973,1318331,96111,272222.59,2.83,334375,220021,1390598,0,0,0.4608,0.2489,0.2119,,,1
-422939.120937902,1348502.57937497,1668,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2006,358,,108,13,,410634,163179,573813,1148339,1210077,161364.91,1.8541,,124901.8,1210077,,,0.4658,0.2708,0.195,Non-fuel expenses for all AVEC locations are reported with Wales as a total.,,1
-422939.120937902,1348502.57937497,1669,Marshall PCE,Marshall,Alaska Village Electric Cooperative,2001,340,,92,9,,398257,181542,579799,989636,75552,91077.56,1.21,,121568.46,1044111,,,0.4016,0.1695,0.2321,Operating expenses for the AVEC communities are reported as a total for the utility in the community of Wales.,,1
-80396.1108252345,1443158.11815246,1670,McGrath PCE,McGrath,McGrath Light & Power,2023,274,12,191,14,87,492144,178124,670268,2077312,166429,680295,4.09,0,284344,2383260,0,0,0.8487,0.4481,0.4006,Non-Fuel Costs Not Reported,1,1
-80396.1108252345,1443158.11815246,1671,McGrath PCE,McGrath,McGrath Light & Power,2022,307,12,186,14,91,453996,174173,628169,1935933,155909,538442,3.45,0,232163,2214682,0,0,0.7068,0.368,0.3388,Non-Fuel Costs Not Reported,,1
-80396.1108252345,1443158.11815246,1672,McGrath PCE,McGrath,McGrath Light & Power,2021,321,12,192,14,93,449186,174465,623651,1881326,153370,524610,3.42,,229648,2163067,0,0,0.7813,0.3672,0.4141,Non-Fuel Costs Not Reported,,1
-80396.1108252345,1443158.11815246,1673,McGrath PCE,McGrath,McGrath Light & Power,2020,310,12,171,13,82,460846,176111,636957,1969124,165414,588971,3.56,,246595,2252330,0,0,0.7877,0.3884,0.3993,Non-Fuel Costs Not Reported,,1
-80396.1108252345,1443158.11815246,1674,McGrath PCE,McGrath,McGrath Light & Power,2019,295,12,191,15,87,459539,164534,624073,1933447,153663,510024,3.32,,222370,2195423,0,0,0.771,0.3734,0.3976,Non-fuel costs not reported,,1
-80396.1108252345,1443158.11815246,1675,McGrath PCE,McGrath,McGrath Light & Power,2018,302,12,179,15,88,448264,192923,641187,1943680,152818,487299,3.19,,223822,2185495,0,0,0.7871,0.3356,0.4515,Non-fuel costs not provided by utility,,1
-80396.1108252345,1443158.11815246,1676,McGrath PCE,McGrath,McGrath Light & Power,2017,327,12,186,16,87,487491,224528,712019,2103056,161939,573039,3.54,,283600,2338272,0,0,0.7621,0.388,0.3741,Non-Fuel costs not provided by utility,,1
-80396.1108252345,1443158.11815246,1677,McGrath PCE,McGrath,McGrath Light & Power,2016,315,12,184,15,90,473147,227405,700552,2125618,171046,742003,4.34,,320252,2388536,0,0,0.804,0.4269,0.3771,Non-Fuel costs not reported,,1
-80396.1108252345,1443158.11815246,1678,McGrath PCE,McGrath,McGrath Light & Power,2015,320,12,188,14,91,529158,219970,749128,2257220,170840,797254,4.67,,366477,2507123,0,0,0.8581,0.4863,0.3718,Non-Fuel costs not reported,,1
-80396.1108252345,1443158.11815246,1679,McGrath PCE,McGrath,McGrath Light & Power,2014,343,12,184,14,96,536097,244234,780331,2337307,180739,821337,4.54,321138,361555,2619660,0,0,0.7303,0.4884,0.2419,Only reported 5 months of non fuel costs,,1
-80396.1108252345,1443158.11815246,1680,McGrath PCE,McGrath,McGrath Light & Power,2013,341,12,186,15,95,562767,265817,828584,2480699,191784,862768,4.5,945595,337304,2754364,0,0,0.7283,0.4098,0.3185,,,1
-80396.1108252345,1443158.11815246,1681,McGrath PCE,McGrath,McGrath Light & Power,2012,346,12,184,15,101,587914,253279,841193,2562254,190507,674329,3.54,545776,300184,2822317,0,0,0.5428,0.3737,0.1691,,,1
-80396.1108252345,1443158.11815246,1682,McGrath PCE,McGrath,McGrath Light & Power,2011,322,,195,14,,558901,261863,820764,2568752,199814,731543.46,3.66,421206,310016,2714098,0,0,0.4807,0.3227,0.158,,,1
-80396.1108252345,1443158.11815246,1683,McGrath PCE,McGrath,McGrath Light & Power,2010,317,,174,17,,550828,263561,814389,2546680,203879,862515.64,4.23,392804,346209,2816000,0,0,0.6056,0.4112,0.1944,,,1
-80396.1108252345,1443158.11815246,1684,McGrath PCE,McGrath,McGrath Light & Power,2006,367,,161,15,,581027,270899,851926,2553936,2838800,433191.16,2.0048,520235.86,189812.71,2838800,,,0.4423,0.2918,0.1505,,,1
-80396.1108252345,1443158.11815246,1685,McGrath PCE,McGrath,McGrath Light & Power,2001,408,,176,11,,677109,276299,953408,2780409,220913,323814.27,1.47,678959.76,198261.61,3237044,,,0.3637,0.1563,0.2074,,,1
-666097.80139643,1216835.65731049,1686,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2023,195,12,87,10,32,318943,97288,416231,812976,70627,259336,3.67,207538,135495,892473,6931,0,0.6678,0.4062,0.2616,,1,1
-666097.80139643,1216835.65731049,1687,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2022,194,12,89,10,31,281053,122922,403975,853933,59483,155119,2.61,169804,101761,918460,40691,0,0.5236,0.2654,0.2582,,,1
-666097.80139643,1216835.65731049,1688,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2021,206,12,90,12,31,279569,86922,366491,796427,60396,160411,2.66,157034,92571,863575,37824,0,0.5226,0.2545,0.2681,,,1
-666097.80139643,1216835.65731049,1689,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2020,223,12,87,12,28,272470,100436,372906,794250,65572,197069,3.01,167275,113173,848795,38066,0,0.5664,0.2872,0.2792,,,1
-666097.80139643,1216835.65731049,1690,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2019,208,12,88,12,28,289527,84768,374295,783485,65509,195064,2.98,165298,106166,821148,63248,0,0.5754,0.3088,0.2666,,,1
-666097.80139643,1216835.65731049,1691,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2018,215,12,89,12,25,290836,87772,378608,782495,54617,148819,2.72,170742,107830,734939,173946,0,0.5213,0.2575,0.2638,,,1
-666097.80139643,1216835.65731049,1692,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2017,222,12,85,13,23,291930,107651,399581,845356,63957,192683,3.01,166838,123935,863811,100101,0,0.558,0.3146,0.2434,,,1
-666097.80139643,1216835.65731049,1693,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2016,210,12,90,14,24,297282,102964,400246,826823,56165,195092,3.47,234900,131792,785547,150453,0,0.5808,0.3413,0.2395,,,1
-666097.80139643,1216835.65731049,1694,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2015,201,12,86,11,29,286706,95994,382700,819969,55539,221187,3.98,201630,141754,685840,280283,0,0.6025,0.3662,0.2363,,,1
-666097.80139643,1216835.65731049,1695,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2014,210,12,87,11,26,272922,105198,378120,837240,59461,226334,3.81,196030,137758,765238,209553,0,0.5671,0.3669,0.2002,,,1
-666097.80139643,1216835.65731049,1696,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2013,215,12,91,10,27,278154,151370,429524,896600,61864,232495,3.76,245853,142655,825971,186660,0,0.5517,0.3595,0.1922,,,1
-666097.80139643,1216835.65731049,1697,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2012,191,12,94,11,24,280803,148465,429268,940004,62234,233824,3.76,268961,138389,834370,227314,0,0.5358,0.321,0.2148,,,1
-666097.80139643,1216835.65731049,1698,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2011,174,,94,10,,281386,125651,407037,810560,59741,203723.28,3.41,205734,140225,834234,120914,0,0.5597,0.3521,0.2076,,,1
-666097.80139643,1216835.65731049,1699,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2010,195,,86,9,,273328,112666,385994,832029,66784,234553.4,3.51,211032,152704,895311,2657,0,0.5776,0.3599,0.2177,,,1
-666097.80139643,1216835.65731049,1700,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2006,198,,94,8,,282080,110720,392800,920037,981281,128636.78,1.8301,,84944.92,981281,,,0.4668,0.2718,0.195,Non-fuel expenses for all AVEC locations are reported with Wales as a total.,,1
-666097.80139643,1216835.65731049,1701,Mekoryuk PCE,Mekoryuk,Alaska Village Electric Cooperative,2001,191,,87,8,,264933,84681,349614,739727,57962,71142.71,1.23,,75566.89,805766,,,0.4113,0.1763,0.235,Operating expenses for the AVEC communities are reported as a total for the utility in the community of Wales.,,1
514789.763027999,1479498.63086065,1702,Mentasta Lake PCE,Mentasta Lake,Alaska Power Company,2023,118,12,58,7,16,154997,24405,179402,441664,0,0,,0,93196,0,0,0,0.656,0.359,0.297,See Slana for power generation. No Non-Fuel Expenses Reported,1,1
514789.763027999,1479498.63086065,1703,Mentasta Lake PCE,Mentasta Lake,Alaska Power Company,2022,122,12,51,4,24,143997,18368,162365,521428,0,0,,0,59880,0,0,0,0.8201,0.4968,0.3233,See Slana for power generation,,1
514789.763027999,1479498.63086065,1704,Mentasta Lake PCE,Mentasta Lake,Alaska Power Company,2021,122,12,49,4,19,144689,20813,165502,419141,0,,,,36717,0,0,0,0.6172,0.2614,0.3558,See Slana For Power Generation,,1
514789.763027999,1479498.63086065,1705,Mentasta Lake PCE,Mentasta Lake,Alaska Power Company,2020,128,12,48,4,20,132630,18113,150743,393909,0,,,,45231,0,0,0,0.5602,0.261,0.2992,See Slana For Power Generation,,1
514789.763027999,1479498.63086065,1706,Mentasta Lake PCE,Mentasta Lake,Alaska Power Company,2019,121,12,47,4,20,126518,16535,143053,367730,0,,,,45750,0,0,0,0.5867,0.2735,0.3132,,,1
514789.763027999,1479498.63086065,1707,Mentasta Lake PCE,Mentasta Lake,Alaska Power Company,2018,113,12,48,5,20,132127,20702,152829,373092,0,,,,46341,0,0,0,0.6592,0.356,0.3032,See Slana for generation data,,1
