X,Y,OBJECTID,CommunityName,IncorporationType,Population,Source,DataYear,CommunityAreaTypeName
163608.883228636,1092933.49138899,3542,Kachemak Selo,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2012,Community
14234.2529236914,761503.273809106,3543,Kaguyak,Locality,0,Kaguyak was an Alutiiq village and is now used as a fish camp. It is not inhabited year round.,2012,Place of Interest
998315.769773143,1183440.908127,3544,Klehini Valley,Locality,0,Population is counted as part of the Haines Borough.,2012,Community
-474061.201249554,1400485.3909225,3545,Kusilvak Census Area,Census Area,7669,Department of Labor and Workforce Development Estimate,2012,Place of Interest
68864.0624594596,898442.096402447,3546,Litnik,Locality,0,Population is counted as part of the Kodiak Island Borough.,2012,Place of Interest
-35211.6663119477,1459733.88239547,3547,Medfra,Locality,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2012,Place of Interest
1340263.82217466,857844.527167459,3548,Meyers Chuck,Locality,0,Population is counted as part of Wrangell.,2012,Place of Interest
143512.14636795,1077693.77914102,3549,Millers Landing,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2012,Place of Interest
1399401.84643797,826178.254818378,3550,Mountain Point,Locality,0,Population is counted as part of the Ketchikan Gateway Borough.,2012,Place of Interest
-250637.01568748,1293060.03126829,3551,Napaimute,Unincorporated,2,Department of Labor and Workforce Development Estimate (ANVSA),2012,Place of Interest
60118.9745235551,1843047.65798742,3552,New Allakaket,Unincorporated Census Designated Place,0,Population data is not available.,2012,Place of Interest
-484804.031108125,1689943.88211859,3553,Nome Census Area,Census Area,9841,Department of Labor and Workforce Development Estimate,2012,Place of Interest
247686.56602269,1302044.91652816,3554,North Lakes,Locality,0,Population is counted as part of the Lakes CDP.,2012,Place of Interest
-682492.868786429,1187495.08875961,3555,Nunivak Island,Unincorporated,0,The main population center of Nunivak Island is the village of Mekoryuk.,2012,Place of Interest
-415497.986743595,1312212.10929474,3556,Ohogamiut,Unincorporated,0,Department of Labor and Workforce Development Estimate (ANVSA),2012,Place of Interest
156528.584541288,2284192.21151051,3557,Oliktok,Locality,0,Population is counted as part of the North Slope Borough.,2012,Place of Interest
-126770.972818501,1466265.08243776,3558,Ophir,Unincorporated,0,Ophir is an abandoned mining town.,2012,Place of Interest
-621045.111079703,1357895.68851394,3559,Paimiut,Unincorporated,0,Department of Labor and Workforce Development Estimate (ANVSA),2012,Place of Interest
-563048.986264424,530495.95346518,3560,Pauloff Harbor,Locality,0,Pauloff Harbor is an unincorporated community with no year round population,2012,Place of Interest
1392816.0366468,826701.072453731,3561,Pennock Island,Locality,0,Population is counted as part of the Ketchikan Gateway Borough.,2012,Place of Interest
242077.415410458,1278552.19966647,3562,Peters Creek,Locality,0,Population is counted as part of the Municipality of Anchorage.,2012,Place of Interest
1261352.90442571,957668.925320374,3563,Petersburg Census Area,Census Area,3242,Department of Labor and Workforce Development Estimate,2012,Place of Interest
6463.09000476653,1087715.12051677,3564,Pile Bay,Locality,0,Pile Bay is a former village site that is no longer populated.,2012,Place of Interest
-75332.726510139,1571495.68200594,3565,Poorman,Locality,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2012,Place of Interest
-409230.958411459,684418.583075316,3566,Port Moller,Locality,0,Population is counted as part of the Aleutians East Borough.,2012,Place of Interest
82325.7308088415,944400.541230653,3567,Port William,Locality,0,Population data is not available.,2012,Place of Interest
271483.1005377,1215610.88053585,3568,Portage,Unincorporated Census Designated Place,0,Population is counted as part of the Municipality of Anchorage.,2012,Place of Interest
128538.282957619,1026443.58474295,3569,Portlock,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2012,Place of Interest
1314672.95187114,811274.193785043,3570,Prince of Wales-Hyder Census Area,Census Area,6462,Department of Labor and Workforce Development Estimate,2012,Place of Interest
-498236.544903423,1661292.52273176,3571,Solomon,Unincorporated,0,Department of Labor and Workforce Development Estimate (ANVSA),2012,Place of Interest
252711.073205021,1552964.00664946,3572,Suntrana,Locality,0,Population is counted as part of the Denali Borough.,2012,Place of Interest
1134575.56750193,1087146.72223376,3573,Thane,Locality,0,Population is counted as part of Juneau.,2012,Place of Interest
286747.317014755,1663572.23732084,3574,Ptarmigan Heights,Locality,0,Population is counted as part of the Fairbanks North Star Borough.,2012,Community
224358.892549942,1240678.30733776,3575,Rabbit Creek,Locality,4110,Department of Labor and Workforce Development Estimate (Census Tract),2012,Place of Interest
163035.556565656,1094929.2977381,3576,Razdolna Village,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2012,Community
-802803.216135668,1595268.96523195,3577,Saint Lawrence Island,Unincorporated,0,"St. Lawrence Island has two second class cities, Gambell and Savoonga where most people live.",2012,Place of Interest
-570019.239009967,534184.888456916,3578,Sanak,Locality,0,Population is counted as part of the Aleutians East Borough.,2012,Place of Interest
247675.329728972,1298589.0087848,3579,South Lakes,Locality,4884,Department of Labor and Workforce Development Estimate (Census Tract),2012,Place of Interest
526857.724192418,1587264.40703566,3580,Southeast Fairbanks Census Area,Census Area,7190,Department of Labor and Workforce Development Estimate,2012,Place of Interest
-415910.672728012,601517.075516733,3581,Squaw Harbor,Locality,0,Population is counted as part of the Aleutians East Borough.,2012,Place of Interest
35951.3089463507,1490860.42772542,3582,Telida,Unincorporated,2,Department of Labor and Workforce Development Estimate (ANVSA),2012,Place of Interest
1331658.50920262,906621.0009735,3583,Thoms Place,Locality,0,Thom's Place is currently uninhabited.,2012,Place of Interest
34434.4992979836,853439.058727912,3584,Uganik,Locality,0,Uganik is an abandoned village on Uganik Island. See ANCSA information.,2012,Place of Interest
74168.1483244948,2156796.71469605,3585,Umiat,Locality,0,Population is counted as part of the North Slope Borough.,2012,Place of Interest
-609994.321572468,1219519.85430933,3586,Umkumiute,Unincorporated,0,Umkumiute is a seasonal fish camp located on Nelson Island.,2012,Place of Interest
-1537201.88387456,470990.318946767,3587,Adak Station,Unincorporated ,0,Adak Station is the site of a former navy base.,2011,Place of Interest
72479.8654524013,890170.146505548,3588,Afognak,Locality,0,Afognak is the site of a former native village.,2011,Place of Interest
246212.519868801,1284301.80779528,3589,Eklutna,Locality,55,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
-262418.110486748,988920.947579179,3590,Ekuk,Unincorporated ,2,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
281271.202207753,1670197.90042519,3591,Ester Dome,Locality,0,Population is counted as part of the Ester CDP.,2011,Community
-1643891.01219699,521139.662729592,3592,Aleutians West Census Area,Census Area,5521,Department of Labor and Workforce Development Estimate,2011,Place of Interest
180876.508184967,1275095.24060441,3593,Alexander Creek,Locality,0,Population is counted as part of the Matanuska-Susitna Borough.,2011,Place of Interest
117645.098348606,2265293.89029625,3594,Alpine,Locality,0,Population is counted as part of the North Slope Borough.,2011,Place of Interest
-477712.097885299,1374362.05538067,3595,Andreafsky,Unincorporated,87,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
-2130973.65341576,850222.492292333,3596,Attu Station,Unincorporated Census Designated Place,0,Department of Labor and Workforce Development Estimate,2011,Place of Interest
1111715.48386166,1093027.75701739,3597,Auke Bay,Locality,4933,Department of Labor and Workforce Development Estimate (Census Tract),2011,Place of Interest
-32214.2680463598,799243.933737288,3598,Ayakulik,Locality,0,Ayakulik is an abandoned village and is currently uninhabited.,2011,Place of Interest
-511524.460849439,594822.571008507,3599,Belkofski,Locality,0,"Belkofski is a summer fishing camp, used by King Cove residents. (ANVSA estimate)",2011,Place of Interest
-331961.161306367,1231572.97756733,3600,Bethel Census Area,Census Area,17439,Department of Labor and Workforce Development Estimate,2011,Place of Interest
-493205.06019154,1478597.59141131,3601,Bill Moore's Slough,Unincorporated,0,This is a Yup'ik subsistence-use camp that is used during summer.  (ANVSA Estimate),2011,Place of Interest
515773.75991873,1956293.81472257,3602,Canyon Village,Unincorporated,0,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
-494155.097245773,2147218.7024928,3603,Cape Lisburne,Locality,0,Population is counted as part of the North Slope Borough.,2011,Place of Interest
638542.298566229,1175806.58275841,3604,Cape Yakataga,Locality,0,Cape Yakataga is currently uninhabited.,2011,Place of Interest
210114.047613531,1344237.75330284,3605,Caswell,Locality,0,Caswell is located within the Matanuska-Susitna Borough.,2011,Place of Interest
237714.956695097,1273503.93961185,3606,Chugiak,Locality,5259,Department of Labor and Workforce Development Estimate (Census Tract),2011,Place of Interest
-513363.957257602,1481049.59792884,3607,Chuloonawick,Locality,0,Chuloonawick is a summer fish camp for Emmonak residents. Population data is not available.,2011,Place of Interest
232701.948772181,1596422.70968707,3608,Clear,Locality,0,Population is counted as part of the Denali Borough.,2011,Place of Interest
-456575.14463536,1692668.33983796,3609,Council,Locality,0,Council is primarily a summer fish camp site for Nome residents. (ANVSA estimate),2011,Place of Interest
1121863.61783256,1046072.54024004,3610,Cube Cove,Locality,0,Site of a former logging camp.,2011,Place of Interest
432582.925356386,1755425.63557511,3611,Circle Hot Springs,Locality,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2011,Place of Interest
260015.924167796,1295081.82706796,3612,Circle View Stampede,Locality,0,Population is counted as part of the Matanuska-Susitna Borough.,2011,Place of Interest
446095.644358939,1372723.74711367,3613,Copperville,Locality,0,Population is counted as part of Tazlina CDP.,2011,Place of Interest
1129707.37880928,1087835.34840785,3614,Douglas,Locality,5474,Department of Labor and Workforce Development Estimate (Census Tract),2011,Place of Interest
1038666.2924795,1200901.70967077,3615,Dyea,Locality,0,Population is counted as part of the Municipality of Skagway.,2011,Place of Interest
237524.244665623,1267348.55477258,3616,Eagle River,Locality,5947,Department of Labor and Workforce Development Estimate (Census Tract),2011,Place of Interest
456374.663768268,1199932.15296536,3617,Eyak,Unincorporated,131,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
-920052.431420392,471174.601723346,3618,Fort Glenn,Unincorporated,0,Fort Glenn is a former military base that  is no longer in use.,2011,Place of Interest
301241.113702664,1666283.81935231,3619,Fort Wainwright,Locality,8143,Department of Labor and Workforce Development Estimate (Census Tract),2011,Place of Interest
-196791.799579654,1329098.74237597,3620,Georgetown,Unincorporated,2,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
262652.259891966,1230166.81364902,3621,Girdwood,Locality,2570,Department of Labor and Workforce Development Estimate (Census Tract),2011,Place of Interest
-499904.206109331,1473465.86998113,3623,Hamilton,Unincorporated,0,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
298804.985135988,1699080.40930863,3624,Haystack,Locality,0,Population is counted as part of the Fairbanks North Star Borough.,2011,Community
1092079.59872,1053000.44385487,3625,Hoonah-Angoon Census Area,Census Area,2152,Department of Labor and Workforce Development Estimate,2011,Place of Interest
-209993.489544494,1403300.68328789,3626,Iditarod,Unincorporated,0,Iditarod is currently uninhabited.,2011,Place of Interest
139052.86774118,1055138.24848882,3627,Jakolof Bay,Locality,0,Jakolof Bay is a recreational area with a few cabins. Population data is not available.,2011,Place of Interest
224054.971298151,1259961.69232816,3628,Joint Base Elmendorf-Richardson,Locality,13937,Department of Labor and Workforce Development Estimate (Census Tract),2011,Place of Interest
163608.883228636,1092933.49138899,3629,Kachemak Selo,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2011,Community
14234.2529236914,761503.273809106,3630,Kaguyak,Locality,0,Kaguyak was an Alutiiq village and is now used as a fish camp. It is not inhabited year round.,2011,Place of Interest
-121501.563291323,842308.143623146,3631,Kanatak,Locality,0,Population data is not available.,2011,Place of Interest
-659022.677792937,1736713.2713765,3632,King Island,Unincorporated,0,King Island is a former native village.,2011,Place of Interest
998315.769773143,1183440.908127,3633,Klehini Valley,Locality,0,Population is counted as part of the Haines Borough.,2011,Community
227089.505104538,1283133.0178375,3634,Knik,Locality,0,Knik is no longer populated.,2011,Place of Interest
-474061.201249554,1400485.3909225,3635,Kusilvak Census Area,Census Area,7670,Department of Labor and Workforce Development Estimate,2011,Place of Interest
243534.881446219,1557971.62684599,3636,Lignite,Locality,0,Population is counted as part of the Denali Borough.,2011,Place of Interest
68864.0624594596,898442.096402447,3637,Litnik,Locality,0,Population is counted as part of the Kodiak Island Borough.,2011,Place of Interest
-516807.165479186,1730626.80726666,3638,Mary's Igloo,Unincorporated,0,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
-35211.6663119477,1459733.88239547,3639,Medfra,Locality,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2011,Place of Interest
1340263.82217466,857844.527167459,3640,Meyers Chuck,Locality,0,Population is counted as part of Wrangell.,2011,Place of Interest
143512.14636795,1077693.77914102,3641,Millers Landing,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2011,Place of Interest
1399401.84643797,826178.254818378,3642,Mountain Point,Locality,0,Population is counted as part of the Ketchikan Gateway Borough.,2011,Place of Interest
-250637.01568748,1293060.03126829,3643,Napaimute,Unincorporated,2,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
-484804.031108125,1689943.88211859,3644,Nome Census Area,Census Area,9709,Department of Labor and Workforce Development Estimate,2011,Place of Interest
247686.56602269,1302044.91652816,3645,North Lakes,Locality,0,Population is counted as part of the Lakes CDP.,2011,Place of Interest
60118.9745235551,1843047.65798742,3646,New Allakaket,Unincorporated Census Designated Place,0,Population data is not available.,2011,Place of Interest
-682492.868786429,1187495.08875961,3647,Nunivak Island,Unincorporated,0,The main population center of Nunivak Island is the village of Mekoryuk.,2011,Place of Interest
-415497.986743595,1312212.10929474,3648,Ohogamiut,Unincorporated,0,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
156528.584541288,2284192.21151051,3649,Oliktok,Locality,0,Population is counted as part of the North Slope Borough.,2011,Place of Interest
-126770.972818501,1466265.08243776,3650,Ophir,Unincorporated,0,Ophir is an abandoned mining town.,2011,Place of Interest
-621045.111079703,1357895.68851394,3651,Paimiut,Unincorporated,0,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
-563048.986264424,530495.95346518,3652,Pauloff Harbor,Locality,0,Pauloff Harbor is an unincorporated community with no year round population,2011,Place of Interest
1392816.0366468,826701.072453731,3653,Pennock Island,Locality,0,Population is counted as part of the Ketchikan Gateway Borough.,2011,Place of Interest
242077.415410458,1278552.19966647,3654,Peters Creek,Locality,0,Population is counted as part of the Municipality of Anchorage.,2011,Place of Interest
1261352.90442571,957668.925320374,3655,Petersburg Census Area,Census Area,3291,Department of Labor and Workforce Development Estimate,2011,Place of Interest
6463.09000476653,1087715.12051677,3656,Pile Bay,Locality,0,Pile Bay is a former village site that is no longer populated.,2011,Place of Interest
-75332.726510139,1571495.68200594,3657,Poorman,Locality,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2011,Place of Interest
-409230.958411459,684418.583075316,3658,Port Moller,Locality,0,Population is counted as part of the Aleutians East Borough.,2011,Place of Interest
82325.7308088415,944400.541230653,3659,Port William,Locality,0,Population data is not available.,2011,Place of Interest
271483.1005377,1215610.88053585,3660,Portage,Unincorporated Census Designated Place,0,Population is counted as part of the Municipality of Anchorage.,2011,Place of Interest
128538.282957619,1026443.58474295,3661,Portlock,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2011,Place of Interest
1314672.95187114,811274.193785043,3662,Prince of Wales-Hyder Census Area,Census Area,6460,Department of Labor and Workforce Development Estimate,2011,Place of Interest
286747.317014755,1663572.23732084,3663,Ptarmigan Heights,Locality,0,Population is counted as part of the Fairbanks North Star Borough.,2011,Community
224358.892549942,1240678.30733776,3664,Rabbit Creek,Locality,4020,Department of Labor and Workforce Development Estimate (Census Tract),2011,Place of Interest
163035.556565656,1094929.2977381,3665,Razdolna Village,Locality,0,Population is counted as part of the Kenai Peninsula Borough.,2011,Community
-802803.216135668,1595268.96523195,3666,Saint Lawrence Island,Unincorporated,0,"St. Lawrence Island has two second class cities, Gambell and Savoonga where most people live.",2011,Place of Interest
-570019.239009967,534184.888456916,3667,Sanak,Locality,0,Population is counted as part of the Aleutians East Borough.,2011,Place of Interest
-498236.544903423,1661292.52273176,3668,Solomon,Unincorporated,0,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
247675.329728972,1298589.0087848,3669,South Lakes,Locality,4831,Department of Labor and Workforce Development Estimate (Census Tract),2011,Place of Interest
526857.724192418,1587264.40703566,3670,Southeast Fairbanks Census Area,Census Area,7103,Department of Labor and Workforce Development Estimate,2011,Place of Interest
-415910.672728012,601517.075516733,3671,Squaw Harbor,Locality,0,Population is counted as part of the Aleutians East Borough.,2011,Place of Interest
252711.073205021,1552964.00664946,3672,Suntrana,Locality,0,Population is counted as part of the Denali Borough.,2011,Place of Interest
35951.3089463507,1490860.42772542,3673,Telida,Unincorporated,3,Department of Labor and Workforce Development Estimate (ANVSA),2011,Place of Interest
1134575.56750193,1087146.72223376,3674,Thane,Locality,0,Population is counted as part of Juneau.,2011,Place of Interest
1331658.50920262,906621.0009735,3675,Thoms Place,Locality,0,Thom's Place is currently uninhabited.,2011,Place of Interest
34434.4992979836,853439.058727912,3676,Uganik,Locality,0,Uganik is an abandoned village on Uganik Island. See ANCSA information.,2011,Place of Interest
74168.1483244948,2156796.71469605,3677,Umiat,Locality,0,Population is counted as part of the North Slope Borough.,2011,Place of Interest
-609994.321572468,1219519.85430933,3678,Umkumiute,Unincorporated,0,Umkumiute is a seasonal fish camp located on Nelson Island.,2011,Place of Interest
-410420.502445733,612521.25493188,3691,Aleutians East Borough,2nd Class Borough,2938,DCCED Certified,2019,Community
-529658.010371663,593925.062444231,3692,King Cove,1st Class City,919,DCCED Certified,2019,Community
-411468.071384623,612220.112308554,3693,Sand Point,1st Class City,897,DCCED Certified,2019,Community
-766481.088033544,525927.941681311,3694,Akutan,2nd Class City,990,DCCED Certified,2019,Community
-553099.206449505,613456.321491174,3695,Cold Bay,2nd Class City,60,DCCED Certified,2019,Community
-602751.944810066,580773.162306054,3696,False Pass,2nd Class City,42,DCCED Certified,2019,Community
-447901.542750638,689960.63172887,3697,Nelson Lagoon,Census Designated Place,30,DCCED Certified,2019,Community
-1643891.01219699,521139.662729592,3698,Aleutians West Census Area,Census Area,5579,DCCED Certified,2019,Place of Interest
-821103.117607516,506511.585367918,3699,Unalaska,1st Class City,4592,DCCED Certified,2019,Community
-1537201.88387456,470990.318946767,3700,Adak,2nd Class City,298,DCCED Certified,2019,Community
-1366063.79757625,452267.170700528,3701,Atka,2nd Class City,50,DCCED Certified,2019,Community
-944351.012307502,843619.589031185,3702,Saint George,2nd Class City,59,DCCED Certified,2019,Community
-974186.387616933,910524.356455918,3703,Saint Paul,2nd Class City,385,DCCED Certified,2019,Community
-993848.111335208,436840.972370498,3704,Nikolski,Unincorporated Census Designated Place,17,DCCED Certified,2019,Community
-390088.939894051,1235043.39515902,3705,Akiak,2nd Class City,420,DCCED Certified,2019,Community
-292240.212580172,1301035.4502126,3706,Aniak,2nd Class City,477,DCCED Certified,2019,Community
-420709.46987438,1225426.25546842,3707,Bethel,2nd Class City,6259,DCCED Certified,2019,Community
-566472.040459798,1173895.45756847,3708,Chefornak,2nd Class City,457,DCCED Certified,2019,Community
-277208.32474227,1299382.0395778,3709,Chuathbaluk,2nd Class City,100,DCCED Certified,2019,Community
-442314.158471233,1163545.02028242,3710,Eek,2nd Class City,349,DCCED Certified,2019,Community
-431809.410641146,1038370.52998029,3711,Goodnews Bay,2nd Class City,284,DCCED Certified,2019,Community
-402443.958757316,1225580.47820934,3712,Kwethluk,2nd Class City,814,DCCED Certified,2019,Community
-337065.636257072,1297603.6353303,3713,Lower Kalskag,2nd Class City,288,DCCED Certified,2019,Community
-666098.967390566,1216835.77501392,3714,Mekoryuk,2nd Class City,206,DCCED Certified,2019,Community
-432828.293904382,1215958.57830796,3715,Napakiak,2nd Class City,351,DCCED Certified,2019,Community
-420789.472216209,1216092.39865664,3716,Napaskiak,2nd Class City,440,DCCED Certified,2019,Community
-585243.431821837,1213354.21877197,3717,Nightmute,2nd Class City,286,DCCED Certified,2019,Community
-456126.242470982,1241722.19411346,3718,Nunapitchuk,2nd Class City,560,DCCED Certified,2019,Community
-446429.983732929,1027721.74376969,3719,Platinum,2nd Class City,48,DCCED Certified,2019,Community
-441453.044196578,1110782.94761139,3720,Quinhagak,2nd Class City,716,DCCED Certified,2019,Community
-604708.940679213,1222203.06208921,3721,Toksook Bay,2nd Class City,667,DCCED Certified,2019,Community
-334223.240936744,1300232.63111299,3722,Upper Kalskag,2nd Class City,220,DCCED Certified,2019,Community
-401781.971546647,1237051.74614264,3723,Akiachak,Unincorporated Census Designated Place,724,DCCED Certified,2019,Community
-446971.034695754,1236062.1002801,3724,Atmautluak,Unincorporated Census Designated Place,338,DCCED Certified,2019,Community
-215168.893662071,1328137.49475481,3725,Crooked Creek,Unincorporated Census Designated Place,80,DCCED Certified,2019,Community
-459493.036753183,1241856.72899398,3726,Kasigluk,Unincorporated Census Designated Place,627,DCCED Certified,2019,Community
-556950.421676264,1147348.56010866,3727,Kipnuk,Unincorporated Census Designated Place,700,DCCED Certified,2019,Community
-493157.205972101,1140801.35265554,3728,Kongiganak,Unincorporated Census Designated Place,544,DCCED Certified,2019,Community
-509342.605634276,1133719.75625607,3729,Kwigillingok,Unincorporated Census Designated Place,374,DCCED Certified,2019,Community
-76596.8081681895,1264712.66721315,3730,Lime Village,Unincorporated Census Designated Place,15,DCCED Certified,2019,Community
-571662.17131996,1262920.14789905,3731,Newtok,Unincorporated Census Designated Place,339,DCCED Certified,2019,Community
-421582.787178627,1217808.78826865,3732,Oscarville,Unincorporated Census Designated Place,74,DCCED Certified,2019,Community
-175288.312258999,1316026.27963292,3733,Red Devil,Unincorporated Census Designated Place,16,DCCED Certified,2019,Community
-167086.034700021,1306714.056421,3734,Sleetmute,Unincorporated Census Designated Place,95,DCCED Certified,2019,Community
-136054.6819512,1314824.03626823,3735,Stony River,Unincorporated Census Designated Place,39,DCCED Certified,2019,Community
-373149.436221529,1254734.12369385,3736,Tuluksak,Unincorporated Census Designated Place,361,DCCED Certified,2019,Community
-475946.828570827,1181762.56330012,3737,Tuntutuliak,Unincorporated Census Designated Place,464,DCCED Certified,2019,Community
-611414.696738958,1229766.58859209,3738,Tununak,Unincorporated Census Designated Place,376,DCCED Certified,2019,Community
-567220.171676952,1248842.14219408,3739,Mertarvik,Unincorporated Census Designated Place,0,DCCED Certified,2019,Place of Interest
-174132.730783473,973954.708374513,3740,Bristol Bay Borough,2nd Class Borough,869,DCCED Certified,2019,Community
-154173.067110536,967957.922090339,3741,King Salmon,Census Designated Place,301,DCCED Certified,2019,Community
-174280.650938381,974060.04566549,3742,Naknek,Census Designated Place,488,DCCED Certified,2019,Community
-173607.166245054,972356.878521707,3743,South Naknek,Census Designated Place,80,DCCED Certified,2019,Community
1128713.59693205,1089945.06693488,3744,City and Borough of Juneau,Unified Home Rule Borough,31986,DCCED Certified,2019,Community
1115220.67484787,940259.297605514,3745,City and Borough of Sitka,Unified Home Rule Borough,8532,DCCED Certified,2019,Community
1306627.05562116,932518.414710322,3746,City and Borough of Wrangell,Unified Home Rule Borough,2400,DCCED Certified,2019,Community
796586.766796008,1148740.88735429,3747,City and Borough of Yakutat,Non-Unified Home Rule Borough,540,DCCED Certified,2019,Community
244849.960668467,1554216.33053856,3748,Denali Borough,Non-Unified Home Rule Borough,1860,DCCED Certified,2019,Community
231978.883433856,1606209.63576818,3749,Anderson,2nd Class City,282,DCCED Certified,2019,Community
254354.328064305,1501399.51140176,3750,Cantwell,Census Designated Place,190,DCCED Certified,2019,Community
244849.960668467,1554216.33053856,3751,Healy,Census Designated Place,1093,DCCED Certified,2019,Community
250382.860466904,1539173.91577385,3752,Denali Park,Census Designated Place,186,DCCED Certified,2019,Community
238268.74664755,1570151.81382958,3753,Ferry,Census Designated Place,27,DCCED Certified,2019,Place of Interest
-260201.898998241,1009902.96921265,3754,Dillingham Census Area,Census Area,4922,DCCED Certified,2019,Place of Interest
-255125.567695575,1013454.46873694,3755,Dillingham,1st Class City,2327,DCCED Certified,2019,Community
-262309.821977796,1040822.31335393,3756,Aleknagik,2nd Class City,243,DCCED Certified,2019,Community
-261538.012610842,990939.377471944,3757,Clark's Point,2nd Class City,69,DCCED Certified,2019,Community
-197057.061222871,1044795.06400626,3758,Ekwok,2nd Class City,100,DCCED Certified,2019,Community
-289404.995552482,1009209.35286284,3759,Manokotak,2nd Class City,483,DCCED Certified,2019,Community
-187052.448134996,1055625.21469234,3760,New Stuyahok,2nd Class City,476,DCCED Certified,2019,Community
-364121.721021177,1024741.90872815,3761,Togiak,2nd Class City,873,DCCED Certified,2019,Community
-184087.954435105,1086250.13841146,3762,Koliganek,Unincorporated Census Designated Place,195,DCCED Certified,2019,Community
-358379.619633952,1025834.46710817,3763,Twin Hills,Unincorporated Census Designated Place,89,DCCED Certified,2019,Community
-213526.505118015,995860.150287589,3764,Portage Creek,Unincorporated Census Designated Place,1,DCCED Certified,2019,Place of Interest
297181.768003018,1667834.61966346,3765,Fairbanks North Star Borough,2nd Class Borough,95898,DCCED Certified,2019,Community
285218.615036364,1667877.30889756,3766,Ester,Census Designated Place,2436,DCCED Certified,2019,Community
301045.198390144,1680858.32666,3767,Fox,Census Designated Place,416,DCCED Certified,2019,Community
289076.708212433,1676280.02625755,3768,Goldstream,Census Designated Place,3615,DCCED Certified,2019,Community
325900.225947539,1655381.74661724,3769,Moose Creek,Census Designated Place,627,DCCED Certified,2019,Community
337875.673896086,1675612.38921171,3770,Pleasant Valley,Census Designated Place,714,DCCED Certified,2019,Community
336780.097800654,1631148.60229834,3771,Salcha,Census Designated Place,980,DCCED Certified,2019,Community
329248.314254255,1674644.17117778,3772,Two Rivers,Census Designated Place,645,DCCED Certified,2019,Community
297449.874534081,1667250.60630432,3773,Fairbanks,Home Rule City,30955,DCCED Certified,2019,Community
315854.710836704,1659546.15141432,3774,North Pole,Home Rule City,2091,DCCED Certified,2019,Community
312412.153918985,1664768.74230384,3775,Badger,Census Designated Place,18913,DCCED Certified,2019,Place of Interest
285878.175035597,1664626.53109691,3776,Chena Ridge,Census Designated Place,6244,DCCED Certified,2019,Place of Interest
293418.917309213,1668798.36797388,3777,College,Census Designated Place,12202,DCCED Certified,2019,Place of Interest
329640.274857573,1651455.33846349,3778,Eielson AFB,Census Designated Place,2446,DCCED Certified,2019,Place of Interest
295066.927091761,1672639.33763185,3779,Farmers Loop,Census Designated Place,4761,DCCED Certified,2019,Place of Interest
356206.463215781,1620815.95660496,3780,Harding-Birch Lakes,Census Designated Place,320,DCCED Certified,2019,Place of Interest
295954.87213965,1663903.45837786,3781,South Van Horn,Census Designated Place,538,DCCED Certified,2019,Place of Interest
307883.230256119,1674157.82003169,3782,Steele Creek,Census Designated Place,6857,DCCED Certified,2019,Place of Interest
1041545.37663449,1173105.06431145,3783,Haines Borough,Non-Unified Home Rule Borough,2516,DCCED Certified,2019,Community
1007107.40951449,1181897.81569748,3784,Covenant Life,Census Designated Place,63,DCCED Certified,2019,Place of Interest
1067005.80161576,1085346.5263133,3785,Excursion Inlet,Census Designated Place,16,DCCED Certified,2019,Place of Interest
1033754.65854322,1180028.39876018,3786,Lutak,Census Designated Place,48,DCCED Certified,2019,Place of Interest
1003258.19631202,1186954.58182795,3787,Mosquito Lake,Census Designated Place,268,DCCED Certified,2019,Place of Interest
1047828.83314496,1166265.20728616,3788,Mud Bay,Census Designated Place,199,DCCED Certified,2019,Place of Interest
1092079.59872,1053000.44385487,3789,Hoonah-Angoon Census Area,Census Area,2150,DCCED Certified,2019,Place of Interest
1076330.60426869,1052302.48637569,3790,Hoonah,1st Class City,782,DCCED Certified,2019,Community
1036361.46970473,1023818.04317454,3791,Pelican,1st Class City,69,DCCED Certified,2019,Community
1144735.21044678,1001399.40699281,3792,Angoon,2nd Class City,404,DCCED Certified,2019,Community
