X,Y,OBJECTID,CommunityName,EntityName,EntityType,Address,City,State,Zip,Phone,Fax,AsOfDate,LocationID,CommunityID,EntityID
-157.007061,58.729785,169,Naknek,Naknek Post Office,Post Office,1/2 School Rd,Naknek,AK,99633-9800,+ 1 (907) 246-4205,+ 1 (907) 246-8407,2023/08/25 08:00:00+00,1374355,{BECA4B02-6040-43FA-93A9-D551AD5AB86B},{616D25F5-5884-4972-9537-BB5B9BCE4608}
-161.981407,60.6964620000001,170,Napakiak,Napakiak Post Office,Post Office,50 Maraq Rd,Napakiak,AK,99634-9800,+ 1 (907) 589-2912,+ 1 (907) 589-2033,2023/08/25 08:00:00+00,1374378,{16F1264E-DF67-4828-9E72-1AB821AB3F99},{080A27B9-1E9E-492E-B71B-50149714F388}
-161.768306,60.773469,171,Napaskiak,Napaskiak Post Office,Post Office,6198 Napaskiak Rd,Napaskiak,AK,99559-9803,+ 1 (907) 737-7539,,2023/08/25 08:00:00+00,1439422,{6D864316-582B-4749-A178-D9BAD04003D1},{73B8E266-3FF2-469D-B873-60D2A238614A}
-133.203005,55.8711230000001,172,Naukati Bay,Naukati Bay Contract Postal Unit,Contract Postal Unit,9995 Naukati Rd,Naukati Bay,AK,99901-9805,+ 1 (907) 629-4104,,2023/08/25 08:00:00+00,1432983,{D95D0788-C59A-4F16-AB72-3A049B1E1AFC},{29C09C19-648C-4786-B3AF-119670C55E47}
-161.207784,56.0004950000001,173,Nelson Lagoon,Nelson Lagoon Contract Postal Unit,Contract Postal Unit,9998 Nelson Lagoon Rd,Nelson Lagoon,AK,99571-9801,+ 1 (907) 532-2464,,2023/08/25 08:00:00+00,1439423,{AFAD8F2B-A3E7-42E7-A5D7-3AC28A5988D4},{A028D583-5F54-4A10-A866-1ADCE6DFF98C}
-149.094525,64.5635800000001,174,Nenana,Nenana Post Office,Post Office,803 Market St,Nenana,AK,99760-9800,+ 1 (907) 832-5545,+ 1 (907) 832-5405,2023/08/25 08:00:00+00,1374569,{3AC29D09-E0DD-4840-9E31-13F575B4BFF4},{F2EAB2AF-07BA-43E1-8EC7-757F5E7C9703}
-157.317698,59.4513040000001,175,New Stuyahok,New Stuyahok Post Office,Post Office,100 Wallace St,New Stuyahok,AK,99636-9800,+ 1 (907) 693-3180,,2023/08/25 08:00:00+00,1374877,{0C233779-E987-4620-A2DB-33C5FF299964},{ECB4215C-24C2-49B5-B4EA-2603E5C79392}
-164.637395,60.93701,176,Newtok,Newtok Post Office,Post Office,5598 Newtok Rd,Newtok,AK,99559-9804,+ 1 (907) 237-2625,,2023/08/25 08:00:00+00,1439424,{258C640B-3DF8-425C-8445-188CD6A6A660},{88E621A5-BE8F-4B25-B099-5626966207D8}
-164.717577,60.4776190000001,177,Nightmute,Nightmute Post Office,Post Office,9690 Nightmute Rd,Nightmute,AK,99690-9800,+ 1 (907) 647-6325,,2023/08/25 08:00:00+00,1439425,{A83F4C9F-FA93-4FC6-974A-39BA917BA023},{93C642A2-0E18-4763-A770-504A9DEAD499}
-151.304821,60.728638,178,Nikiski,Nikiski Post Office,Post Office,51708 Kenai Spur Hwy Ste B,Nikiski,AK,99635-9800,+ 1 (907) 776-5258,,2023/08/25 08:00:00+00,1439426,{18EF53D7-2321-4285-A7D2-2F20CC22AEE6},{CC75FEB8-AF2E-4534-ABA5-FD0CDD090B7B}
-151.606555,59.811111,179,Nikolaevsk,Nikolaevsk Contract Postal Unit,Contract Postal Unit,64540 Nikolaevsk Rd,Nikolaevsk,AK,99556-9102,+ 1 (907) 235-8419,,2023/08/25 08:00:00+00,1439427,{8CB3E4E0-D9F5-4B0C-93D8-C436A193A465},{9A906083-E159-4BD5-8C87-8B60575C2EA9}
-154.374044,63.0127150000001,180,Nikolai,Nikolai Post Office,Post Office,9691 Nikolai Rd,Nikolai,AK,99691-9800,+ 1 (907) 293-2127,,2023/08/25 08:00:00+00,1439428,{A9A591D6-DAB0-4694-9B95-1A56A7F5914D},{AC877B85-D18C-4089-865A-48D86B576C87}
-168.861022,52.939581,181,Nikolski,Nikolski Post Office,Post Office,9998 Nikolski Rd,Nikolski,AK,99638-9800,+ 1 (907) 576-2223,+ 1 (907) 576-2223,2023/08/25 08:00:00+00,1375105,{4B756DDD-55AC-49E9-AD29-8868DF25D4E3},{E0586753-5533-4742-A4F4-5616AE25303F}
-151.666393,60.0442410000001,182,Ninilchik,Ninilchik Post Office,Post Office,15700 Kingsley Rd,Ninilchik,AK,99639-9759,+ 1 (907) 567-3401,+ 1 (907) 567-1069,2023/08/25 08:00:00+00,1375121,{95A8CBA5-6323-4734-AA72-89B097FBD56F},{13787D78-0417-4F00-8096-EB65701F3DC9}
-162.968805,67.5706290000001,183,Noatak,Noatak Post Office,Post Office,9998 Noatak Rd,Noatak,AK,99761-9800,+ 1 (907) 485-2122,,2023/08/25 08:00:00+00,1375143,{03C93982-6D21-4D8C-B2D5-1090F45A812A},{FD43E5D0-25BD-4DCB-ADD4-80B138948E13}
-165.405559,64.497126,184,Nome,Nome Post Office,Post Office,113 W Front St,Nome,AK,99762-9800,+ 1 (907) 443-2401,+ 1 (907) 443-4167,2023/08/25 08:00:00+00,1375170,{72E9842F-ABE0-4390-9A93-917EDB1CF17B},{14EC02CD-2D2C-4735-A093-03F4586E875A}
-154.851335,59.9700710000001,185,Nondalton,Nondalton Post Office,Post Office,101 Main St,Nondalton,AK,99640-9800,+ 1 (907) 294-2246,+ 1 (907) 294-2213,2023/08/25 08:00:00+00,1375172,{C36AA39B-6B83-4B74-A7C0-A5500A611AFB},{E47DE90E-7CAA-433F-A35C-C4BAB4A8E7D5}
-161.047002,66.8326850000001,186,Noorvik,Noorvik Post Office,Post Office,9998 Fireweed Ln,Noorvik,AK,99763-9800,+ 1 (907) 636-2175,+ 1 (907) 636-2143,2023/08/25 08:00:00+00,1375176,{E4853413-2729-4F25-AE7D-845D797872A7},{EF726122-602B-4B50-BAF9-3D1553C9EFD5}
-147.566717,64.817863,187,North Pole,Badger Contract Postal Unit,Contract Postal Unit,771 Badger Rd,North Pole,AK,99705-5710,+ 1 (907) 488-2788,+ 1 (907) 488-2050,2023/08/25 08:00:00+00,1439375,{CD260976-029D-40A9-8CC4-1ECF3F63EEFC},{EC9CC5E4-CA53-4736-805D-758F82662D15}
-147.354276,64.7529000000001,188,North Pole,North Pole Post Office,Post Office,325 S Santa Claus Ln,North Pole,AK,99705-9998,+ 1 (907) 488-1376,+ 1 (907) 488-3189,2023/08/25 08:00:00+00,1439429,{CD260976-029D-40A9-8CC4-1ECF3F63EEFC},{ED91ABCF-83A1-4E76-B66B-1FA0ABA6AB09}
-141.932178,62.9624160000001,189,Northway,Northway Post Office,Post Office,6650 Northway Rd,Northway,AK,99764-9800,+ 1 (907) 778-2255,+ 1 (907) 778-2286,2023/08/25 08:00:00+00,1375566,{F89998A2-A9FA-47B5-9FAB-810B69A3E21F},{01692493-D60B-4E3C-8131-094C54AB5B43}
-150.995426,70.214503,190,Nuiqsut,Nuiqsut Post Office,Post Office,301 Pausanna St,Nuiqsut,AK,99789-9800,+ 1 (907) 480-6529,,2023/08/25 08:00:00+00,1439430,{E24B0E44-1B59-4C79-8A8F-F7A2113EFF2F},{03773349-5CE2-4031-8A7D-4AEC2C438854}
-158.113941,64.7322050000001,191,Nulato,Nulato Post Office,Post Office,250 Nikaghun St,Nulato,AK,99765-9800,+ 1 (907) 898-2244,+ 1 (907) 898-2371,2023/08/25 08:00:00+00,1375666,{95F04BB3-8B3B-4FFF-841A-95C8338ED9C6},{0705D3BD-99F0-483E-916F-C9A532889BD6}
-164.842133,62.523824,192,Nunam Iqua,Nunam Iqua Post Office,Post Office,9666 Nunam Iqua Rd,Nunam Iqua,AK,99666-9800,+ 1 (907) 498-4314,,2023/08/25 08:00:00+00,1439442,{9E739177-0E1D-4131-A1AD-63F6A6F5E677},{8FE1555B-8C99-4077-837B-65B9F6C737FD}
-162.45923,60.8966120000001,193,Nunapitchuk,Nunapitchuk Post Office,Post Office,9998 Nunapitchuk Rd,Nunapitchuk,AK,99641-9800,+ 1 (907) 527-5702,,2023/08/25 08:00:00+00,1375670,{8D2790CB-3234-4141-9014-F2DED1D38D0C},{46F931F2-0812-4BC7-B9CC-09BE62E5D395}
-153.304951,57.2047180000001,194,Old Harbor,Old Harbor Post Office,Post Office,9998 Three Saints Ave,Old Harbor,AK,99643-9800,+ 1 (907) 286-2227,+ 1 (907) 286-2219,2023/08/25 08:00:00+00,1376015,{126AE679-2933-4FD0-B985-FB1844FFBCA3},{D3F75DA8-F456-4D6E-8A42-5ECE381FB9FA}
-152.50571,57.9212880000001,195,Ouzinkie,Ouzinkie Post Office,Post Office,200 2nd And E St,Ouzinkie,AK,99644-9800,+ 1 (907) 680-2252,,2023/08/25 08:00:00+00,1376457,{758654AC-720A-4314-AC3E-4F1FC39187C4},{9B27CAF2-1D73-4858-8C80-6B6833E84F44}
-149.119722,61.6023630000001,196,Palmer,Palmer Post Office,Post Office,500 S Cobb St,Palmer,AK,99645-9998,+ 1 (907) 745-5051,+ 1 (907) 746-3556,2023/08/25 08:00:00+00,1376656,{EDA8ED1A-C25C-4FF0-8681-021AAF1072C9},{D8C16926-8A2E-4BCC-A507-12A32DF0CE4F}
-154.119507,59.7841440000001,197,Pedro Bay,Pedro Bay Post Office,Post Office,9998 Pedro Bay Rd,Pedro Bay,AK,99647-9800,+ 1 (907) 850-2330,,2023/08/25 08:00:00+00,1439432,{EC18C954-9E22-45E3-BD54-DD7AF4302791},{01EAA3AA-A4B6-4F38-A9A3-B2745750CE7D}
-136.23136,57.959958,198,Pelican,Pelican Post Office,Post Office,171 A Salmon Way,Pelican,AK,99832-9800,+ 1 (907) 735-2248,+ 1 (907) 735-2511,2023/08/25 08:00:00+00,1377100,{ED8A6F74-E397-4BA1-8052-EEF92A6C4F8B},{3D5AC153-26B4-4329-887F-B452C2754158}
-159.154016,55.913886,199,Perryville,Perryville Post Office,Post Office,16 N Brook Access Rd,Perryville,AK,99648-9800,+ 1 (907) 853-2216,+ 1 (907) 853-2258,2023/08/25 08:00:00+00,1377274,{4C04DC5F-DBC0-42D6-BFF7-62C40E838EAA},{516759B3-93A2-4E50-92D3-B754AFF310ED}
-132.939411,56.8089440000001,200,Petersburg,Petersburg Post Office,Post Office,1201 Haugen Dr,Petersburg,AK,99833-9800,+ 1 (907) 772-3121,+ 1 (907) 772-3299,2023/08/25 08:00:00+00,1377316,{BCB15849-7466-46EB-920C-2A9FAE9E93C5},{02B60473-0422-4256-BD8D-00FBEFF36C2D}
-157.570705869,57.5679515320001,201,Pilot Point,Pilot Point Post Office,Post Office,600 Airplane Lake Rd,Pilot Point,AK,99649-9800,+ 1 (907) 797-2269,+ 1 (907) 797-2269,2023/08/25 08:00:00+00,1439433,{6C3B7B41-3AE1-40AB-AA91-33A20E34131E},{B328DD53-6AD9-40A4-93C6-3CC0E53B205E}
-162.887164,61.9374080000001,202,Pilot Station,Pilot Station Post Office,Post Office,4 Building Airport Rd,Pilot Station,AK,99650-9800,+ 1 (907) 549-3348,+ 1 (907) 549-3684,2023/08/25 08:00:00+00,1377504,{E1D5467A-F8D6-443B-B722-DE5C4F46B5F8},{25CD9488-1831-48CE-831D-FF42405CD9E6}
-161.818709,59.0133930000001,203,Platinum,Platinum Post Office,Post Office,1 Main St,Platinum,AK,99651-9800,+ 1 (907) 979-8312,+ 1 (907) 979-8323,2023/08/25 08:00:00+00,1377748,{B31B12CB-15A8-477A-A113-F6ACBD1D3120},{4A5AC192-1B54-40C9-9206-114F1BD9B564}
-133.621283,56.3533620000001,204,Point Baker,Point Baker Post Office,Post Office,9998 State Float,Point Baker,AK,99927-9800,+ 1 (907) 559-2203,+ 1 (907) 559-2203,2023/08/25 08:00:00+00,1377912,{406CA174-D318-4E54-BB1E-2B47EE0719E4},{07EEEBC1-217E-4D34-8CF4-B55D78B251FE}
-166.733801,68.349744,205,Point Hope,Point Hope Post Office,Post Office,655 Tikigaq Ave,Point Hope,AK,99766-9800,+ 1 (907) 368-2133,+ 1 (907) 368-8775,2023/08/25 08:00:00+00,1377920,{717918EA-EB98-4319-B4C9-D70D262F7CE2},{138B9F23-BD26-4DCB-823F-CD7E4A0D4E11}
-163.004014,69.7415090000001,206,Point Lay,Point Lay Post Office,Post Office,218 Qigalik St,Point Lay,AK,99759-9800,+ 1 (907) 833-2812,,2023/08/25 08:00:00+00,1439435,{ACCCEEDB-EFD5-4240-87ED-B1D77CEB08B8},{8376DE5E-FADF-4B66-8474-979DFB1E8E60}
-134.647125,56.247918,207,Port Alexander,Port Alexander Post Office,Post Office,206 Main St,Port Alexander,AK,99836-9800,+ 1 (907) 568-2311,,2023/08/25 08:00:00+00,1439436,{5A7529F3-5CC9-423D-AF30-9EE44F9D5E43},{CD1B0FA7-01AD-4164-B191-59D4706A25B8}
-154.328717,60.1972220000001,208,Port Alsworth,Port Alsworth Post Office,Post Office,1 Flight Line Rd Ste C,Port Alsworth,AK,99653-9801,+ 1 (907) 781-2289,,2023/08/25 08:00:00+00,1378050,{2C14D0F5-3E1B-4BEC-ABCB-6AEED5368B0C},{D4B6FD7C-CD7C-4785-A483-008424E406D7}
-158.635175,56.9443620000001,209,Port Heiden,Port Heiden Post Office,Post Office,2 Jacks Cul De Sac Rd,Port Heiden,AK,99549-9800,+ 1 (907) 887-2234,,2023/08/25 08:00:00+00,1439438,{58FEECD6-E89F-44AF-B707-E2BF0B91605A},{38EC0C35-647A-43CB-B85E-28C868211D84}
-152.880005,57.8667970000001,210,Port Lions,Port Lions Post Office,Post Office,520 Main St,Port Lions,AK,99550-9800,+ 1 (907) 454-2217,,2023/08/25 08:00:00+00,1378091,{DDC4A50C-4C3E-4DEF-B660-9185BACAD8C5},{8D95CF8A-A7B7-4989-806B-403943D09200}
-148.405461,70.2087430000001,211,Prudhoe Bay,Prudhoe Bay Contract Postal Unit,Contract Postal Unit,9734 Brooks Range Napa St,Prudhoe Bay,AK,99734-9800,+ 1 (907) 659-2669,,2023/08/25 08:00:00+00,1439439,{A86C2FBC-0704-4117-9A7E-E4A3DD3415BD},{DF96DE67-6C7E-4AC8-A770-CFFA103D84E2}
-161.904703,59.7495930000001,212,Quinhagak,Quinhagak Post Office,Post Office,101 Qanirtuuq Rd,Quinhagak,AK,99655-9800,+ 1 (907) 556-8827,+ 1 (907) 556-8166,2023/08/25 08:00:00+00,1378647,{B6E9CAAD-60A0-4BA0-9CA6-A849C3DAFC42},{ED2AE94C-0A03-4714-AC38-80F4B03AA65D}
-150.16133,65.508879,213,Rampart,Rampart Post Office,Post Office,9767 Front St,Rampart,AK,99767-9800,+ 1 (907) 358-3114,+ 1 (907) 358-3114,2023/08/25 08:00:00+00,1439440,{6202BDF2-C7DB-4E68-839D-27ED74C85EA2},{C48966F9-F513-45C6-90F5-75D1686263D8}
-157.337788,61.7826360000001,214,Red Devil,Red Devil Post Office,Post Office,40 River Rd,Red Devil,AK,99656-9800,+ 1 (907) 447-3228,+ 1 (907) 447-3228,2023/08/25 08:00:00+00,1378943,{60E24BB4-83DC-44A8-9CFE-7E855DA6622B},{081F14F9-364C-4CE3-85FB-01A8B1707869}
-155.49062,64.7383610000001,215,Ruby,Ruby Post Office,Post Office,9998 Wildberry Rd,Ruby,AK,99768-9800,+ 1 (907) 468-4414,+ 1 (907) 468-4442,2023/08/25 08:00:00+00,1380052,{E0D07527-6185-42A6-87A3-465F20FDF512},{45662E1C-5412-47DC-B9F8-D259438CEB08}
-161.323152,61.7842850000001,216,Russian Mission,Russian Mission Post Office,Post Office,500 Ayak Loop,Russian Mission,AK,99657-9800,+ 1 (907) 584-5610,+ 1 (907) 584-5736,2023/08/25 08:00:00+00,1380146,{8DA86262-15AB-46C9-B997-7983A9FF34AB},{5F4868E5-43D3-4C17-B212-EB3771653147}
-169.545336,56.6014220000001,217,Saint George,Saint George Island Post Office,Post Office,1 Main St,Saint George Island,AK,99591-9800,+ 1 (907) 859-2222,,2023/08/25 08:00:00+00,1380333,{55AFA1A4-5677-44A5-A22C-9F9D370747CE},{600F321F-A2F3-40F7-994F-AB191E8EA715}
-163.192525,62.0481080000001,218,Saint Mary's,Saint Mary's Post Office,Post Office,101 Alstrom St,Saint Marys,AK,99658-9800,+ 1 (907) 438-2314,+ 1 (907) 438-2580,2023/08/25 08:00:00+00,1380407,{8AB67F75-EAB7-4DEB-8885-83230D155E9C},{5C0232A4-F0F3-4A47-BAF1-BC2131859E3B}
-162.112424,63.4843220000001,219,Saint Michael,Saint Michael Post Office,Post Office,1 Postal Way,Saint Michael,AK,99659-9800,+ 1 (907) 923-3531,+ 1 (907) 923-3010,2023/08/25 08:00:00+00,1380420,{9BB36ABC-66B2-4E89-99FA-C2128E2AFCC9},{2006A616-2C33-420A-8677-44C3C7E34E7A}
-170.273895,57.1244290000001,220,Saint Paul,Saint Paul Island Post Office,Post Office,2000 Polovina Tpke,Saint Paul Island,AK,99660-9800,+ 1 (907) 546-2270,+ 1 (651) 994-3480,2023/08/25 08:00:00+00,1380432,{B7D914E8-D125-49F0-B374-8AE610E5DBC7},{DCE3275A-2509-42A4-9742-B8C96ED9725A}
-146.913105,64.454937,221,Salcha,Salcha Post Office,Post Office,9162 Richardson Hwy,Salcha,AK,99714-9676,+ 1 (907) 488-2233,+ 1 (907) 488-2233,2023/08/25 08:00:00+00,1439441,{3AAD6031-4B4D-40A2-86B3-B59C6AE4046D},{8799F533-BF48-4E21-9533-B1C6F80E2B32}
-160.490635,55.3353940000001,222,Sand Point,Sand Point Post Office,Post Office,9998 Main St,Sand Point,AK,99661-9800,+ 1 (907) 383-2955,+ 1 (907) 383-5915,2023/08/25 08:00:00+00,1380674,{BCCD0BE5-1002-4368-A664-108C425C91DD},{3D30EC85-DB89-4F05-96A9-142BD949F7A9}
-170.473786,63.6961650000001,223,Savoonga,Savoonga Post Office,Post Office,9769 Savoonga Way,Savoonga,AK,99769-9800,+ 1 (907) 984-6213,+ 1 (907) 984-6821,2023/08/25 08:00:00+00,1380882,{72DFDB08-C634-4DC3-BA13-8C7F1E889436},{849B26BC-50EC-4310-A833-51A0A7414CFD}
-165.579932,61.842428,224,Scammon Bay,Scammon Bay Post Office,Post Office,102 Johnson Rd,Scammon Bay,AK,99662-9800,+ 1 (907) 558-5114,+ 1 (907) 558-5113,2023/08/25 08:00:00+00,1380915,{95BD0825-5CB3-4695-B177-4D026DA5894C},{7C496A3F-2AC1-491C-BC80-6DF5061A1FE6}
-160.009547,66.598644,225,Selawik,Selawik Post Office,Post Office,78 Selawik Rd,Selawik,AK,99770-9800,+ 1 (907) 484-2141,+ 1 (907) 484-2141,2023/08/25 08:00:00+00,1381167,{E0F2C831-698F-4BCE-8AC1-4162BE7D6DCD},{76742C15-D04A-4578-AEAC-A81A78C09FC6}
-151.714977,59.4387,226,Seldovia,Seldovia Post Office,Post Office,251 Main St,Seldovia,AK,99663-9800,+ 1 (907) 234-7831,,2023/08/25 08:00:00+00,1381173,{A8F5B7D5-CE39-47C3-BAB5-4BA4EDCEF514},{A93C4FF1-4065-47A7-AB9B-B7B8D87F27AB}
-149.437952,60.106232,227,Seward,Seward Post Office,Post Office,507 Madison Ave,Seward,AK,99664-9800,+ 1 (907) 224-3001,+ 1 (907) 224-3002,2023/08/25 08:00:00+00,1381260,{86E9E60C-762A-4D26-A7CC-57DC74916D5B},{A379ACB4-A8D8-481B-A249-9DA80C6956F9}
-159.528659,62.6552270000001,228,Shageluk,Shageluk Post Office,Post Office,500 Main St,Shageluk,AK,99665-9800,+ 1 (907) 473-8240,,2023/08/25 08:00:00+00,1381300,{C1B6F29B-4A04-42DE-9F90-6F108C6C13A9},{16F66A47-9931-433E-B664-3A4840F76B19}
-161.192572,64.353527,229,Shaktoolik,Shaktoolik Post Office,Post Office,123 Main St,Shaktoolik,AK,99771-9800,+ 1 (907) 955-3691,+ 1 (907) 955-2384,2023/08/25 08:00:00+00,1381305,{CEDC63C2-3647-4702-B72B-D9E842E711FE},{720F17A1-8824-4E49-933E-5783CAE39DC7}
-166.070838,66.2551020000001,230,Shishmaref,Shishmaref Post Office,Post Office,123 Main St,Shishmaref,AK,99772-9800,+ 1 (907) 649-3931,+ 1 (907) 349-3931,2023/08/25 08:00:00+00,1381562,{D1F96C65-49BF-4E7B-AA32-F9C4C50BB628},{8F53C5C8-59AD-421A-B5F4-8CFFF5A76DC2}
-157.144577,66.887348,231,Shungnak,Shungnak Post Office,Post Office,9998 Shungnak Rd,Shungnak,AK,99773-9800,+ 1 (907) 437-2158,+ 1 (907) 437-2058,2023/08/25 08:00:00+00,1381603,{9177B2E0-91EE-4644-A900-570CEA299846},{DC2CC298-E5CA-4396-91C0-EB59F6CBD58F}
-135.311298,57.049543,232,Sitka,Sitka Post Office,Post Office,1207 Sawmill Creek Rd,Sitka,AK,99835-9998,+ 1 (907) 747-3381,+ 1 (907) 747-5471,2023/08/25 08:00:00+00,1381757,{99E9981F-255D-4678-9D2E-704DC07798D6},{5A46C1F9-920B-4AC0-B828-44C6B312786F}
-135.314134,59.456216,233,Skagway,Skagway Post Office,Post Office,641 Broadway St,Skagway,AK,99840-9800,+ 1 (907) 983-2330,+ 1 (907) 983-3107,2023/08/25 08:00:00+00,1381770,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9},{B2FC2FD6-B721-4E8E-88ED-DA68F2347BBC}
-151.187586,61.9658830000001,234,Skwentna,Skwentna Post Office,Post Office,100 Main St,Skwentna,AK,99667-9800,+ 1 (907) 733-2814,,2023/08/25 08:00:00+00,1381791,{6F43A244-13B0-42B5-92FB-6D2ACE90ED71},{47B6E15C-A984-42D9-BC31-27FC636146EB}
-143.958312,62.705071,235,Slana,Slana Post Office,Post Office,2 Nabesna Rd,Slana,AK,99586-9802,+ 1 (907) 822-3973,,2023/08/25 08:00:00+00,1439443,{92647992-DE7B-4457-BD55-CB46CE9A4C4E},{57B38A67-6F36-4962-8B5B-429B62E1DE55}
-157.168602,61.7021770000001,236,Sleetmute,Sleetmute Post Office,Post Office,100 Post Office Dr,Sleetmute,AK,99668-9800,+ 1 (907) 449-4204,+ 1 (907) 449-4204,2023/08/25 08:00:00+00,1381827,{0250F433-FD97-4CC6-8D40-1385C394201D},{C2717B6F-06BD-4A0D-8F80-E764D404A303}
-151.07409,60.4909000000001,237,Soldotna,Soldotna Post Office,Post Office,175 N Binkley St,Soldotna,AK,99669-9998,+ 1 (907) 262-4760,+ 1 (907) 262-2378,2023/08/25 08:00:00+00,1381995,{D7CCEBD6-7236-44C6-9E78-19F98183CFFC},{C02C491B-C553-4D5F-9062-342EE6AC3B70}
-157.003004,58.7140420000001,238,South Naknek,South Naknek Post Office,Post Office,500 7th St,South Naknek,AK,99670-9800,+ 1 (907) 246-6531,+ 1 (907) 246-6531,2023/08/25 08:00:00+00,1382219,{8C659093-914F-41E2-BE61-E3576613F3BC},{5D74FBFB-3479-4679-B00D-060D726F55C3}
-162.287624,63.519461,239,Stebbins,Stebbins Post Office,Post Office,100 Main St,Stebbins,AK,99671-9800,+ 1 (907) 934-3391,+ 1 (907) 934-3391,2023/08/25 08:00:00+00,1383479,{28ACD99B-0BF6-4373-A5BA-4F063E34485C},{C023AD78-8238-4689-8A29-9A12976142B7}
-150.740392,60.533421,240,Sterling,Sterling Post Office,Post Office,38161 Midway Dr,Sterling,AK,99672-9800,+ 1 (907) 262-4794,+ 1 (907) 262-2860,2023/08/25 08:00:00+00,1383535,{DC7B95CA-114F-4D3E-95BE-B7965D32E2EF},{5210761C-CF67-4779-BE94-AA7B27BA3824}
-149.094055,66.0057430000001,241,Stevens Village,Stevens Village Post Office,Post Office,9774 Stevens Village Rd,Stevens Village,AK,99774-9800,+ 1 (907) 478-7496,+ 1 (907) 478-7498,2023/08/25 08:00:00+00,1383548,{169CE60B-858B-4A5D-801B-CB9E3179349B},{9470450D-9844-41DD-A71E-39D3E90CE3E3}
-156.587013,61.785985,242,Stony River,Stony River Post Office,Post Office,8998 Stony River Rd,Stony River,AK,99557-9802,+ 1 (907) 675-4314,,2023/08/25 08:00:00+00,1439447,{3C0B8851-31F2-4CA0-B3E0-A7DE145D4BB3},{4EC500BC-8460-4284-9264-072B69BAD28E}
-148.493154,61.776438,243,Chickaloon,Chickaloon Post Office,Post Office,33968 N Glenn Hwy,Sutton,AK,99674-9801,+ 1 (907) 746-0280,,2023/08/25 08:00:00+00,1439381,{CF24E3C4-5B20-4D19-BAA0-498A17870CA8},{76BF7D8B-2A7E-4880-B073-6B36CDA6961B}
-148.87805,61.7105050000001,244,Sutton-Alpine,Sutton Post Office,Post Office,11266 N Chickaloon Way,Sutton,AK,99674-9800,+ 1 (907) 745-3433,+ 1 (907) 745-3494,2023/08/25 08:00:00+00,1384070,{126A149F-F9BD-42EC-8D66-E4883B8016E2},{079A77CC-F2C9-46C1-BD03-C0409FF214F1}
-156.064394,62.988859,245,Takotna,Takotna Post Office,Post Office,9675 Airport Rd,Takotna,AK,99675-9800,+ 1 (907) 298-2000,+ 1 (907) 443-4167,2023/08/25 08:00:00+00,1439448,{85E095CB-FA7C-489E-81CF-7471581BE04A},{545DDE0F-2ED0-463C-8E44-15FE5E2FB792}
-150.111671,62.3225170000001,246,Talkeetna,Talkeetna Post Office,Post Office,13707 E 1st St,Talkeetna,AK,99676-9800,+ 1 (907) 733-2275,+ 1 (907) 733-1721,2023/08/25 08:00:00+00,1384230,{3EC46053-F188-4C9A-B758-A0D57EF8F834},{CAF02B07-5C5D-424A-BCB9-213FF4D6C2ED}
-143.358669,63.3786680000001,247,Tanacross,Tanacross Post Office,Post Office,1000 1st Ave,Tanacross,AK,99776-9800,+ 1 (907) 883-4496,,2023/08/25 08:00:00+00,1439449,{57519FBB-A615-4BD0-A451-9E4C5B1C2E43},{7EAC243F-B64C-430F-A89A-BAB275C1A384}
-152.088127,65.1711940000001,248,Tanana,Tanana Post Office,Post Office,100 Front St,Tanana,AK,99777-9800,+ 1 (907) 366-7250,+ 1 (907) 366-7250,2023/08/25 08:00:00+00,1384274,{52BCEDDA-9254-47D3-9A2A-3B00217A0661},{54A3CB2D-FCD2-4F26-B3CD-5D1711840FD1}
-146.687285,60.8716430000001,249,Tatitlek,Tatitlek Post Office,Post Office,9998 Tatitlek Rd,Tatitlek,AK,99677-9800,+ 1 (907) 325-2357,,2023/08/25 08:00:00+00,1439450,{A47812B1-7D27-455A-A423-CE6015545162},{0B2F2F73-1D92-468C-ADE5-B27A86E6B321}
-166.362695,65.261736,250,Teller,Teller Post Office,Post Office,100 Main St,Teller,AK,99778-9800,+ 1 (907) 642-4261,+ 1 (907) 642-2017,2023/08/25 08:00:00+00,1384388,{FABC6EB5-588F-4AD5-B3AB-A8511EBA408A},{6E035C08-6BD8-4660-B496-D57143C3AFB6}
-135.218001,57.7800490000001,251,Tenakee Springs,Tenakee Springs Post Office,Post Office,108 E Tenakee Ave,Tenakee Springs,AK,99841-9800,+ 1 (907) 736-2236,+ 1 (907) 736-2241,2023/08/25 08:00:00+00,1384422,{E49E42CA-BF94-44E1-9650-6B93C551222E},{4635662F-9B40-4905-A0F0-51785492D3DF}
-132.532457,55.687819,252,Thorne Bay,Thorne Bay Post Office,Post Office,9998 Thorne Bay,Thorne Bay,AK,99919-9800,+ 1 (907) 828-3490,+ 1 (907) 828-8287,2023/08/25 08:00:00+00,1439452,{3F597174-5CB5-4C16-8F4A-786886325C42},{1046EDFD-2EAE-4B5E-A7B5-1F8E8B9942BA}
-160.276676,59.0746560000001,253,Togiak,Togiak Post Office,Post Office,9998 Airport Way,Togiak,AK,99678-9800,+ 1 (907) 493-5228,+ 1 (907) 493-5546,2023/08/25 08:00:00+00,1384760,{5992D3C6-F615-45B1-BE46-B0FF54252CF2},{CE8564ED-DAC1-4E16-9BBF-4973192E445F}
