X,Y,OBJECTID,CommunityName,Coastal,AsOfDate,Description
-459491.849515607,1241856.61615762,281,Kasigluk,No,2018/03/12 00:00:00+00,"A state-owned gravel airstrip provides chartered or private air transportation year-round. Locals use skiffs in the summer and snowmobiles, ATVs, and dogsleds in the winter to travel to Bethel and other nearby villages. Winter trails exist to nearby Nunapitchuk (two and a half miles to the northeast) and Atmautluak (eight miles east), as well as a longer winter trail to Chefornak, a village 83 miles southwest of Kasigluk, near the coast of the Yukon-Kuskokwim Delta on the Kinia River. As of 2011 community leaders reported that no docking facilities are present in Kasigluk, and the only vessels that can be accommodated locally are barges. Barges from Bethel deliver fuel and supplies during summer months. A dock, small boat harbor, and seaplane base are located nearby in Nunapitchuk."
475265.239316729,1339051.7980426,282,Kenny Lake,No,2018/03/12 00:00:00+00,The Edgerton Highway connects Kenny Lake to the entire state road system. Several landing strips are available nearby for small aircraft landings.
-556949.242780928,1147348.43634021,283,Kipnuk,Yes,2018/03/12 00:00:00+00,"Kipnuk offers a gravel airstrip, with scheduled air taxi service and available charter services. A seaplane base is also available. Boats and skiffs are used by residents for local travel during the summer, with snowmobiles in the winter. Winter trails lead to Tuntutuliak (77 miles), Chefornak (20 miles), and Kwigillingok (35 miles). Although there is no dock, barges from Bethel deliver cargo each summer."
1012028.66690744,1184048.99283362,284,Klukwan,Yes,2018/03/12 00:00:00+00,"Klukwan is accessible from the Haines Highway, which is connected to the Alcan Highway through Canada. Residents rely on the scheduled air flights, harbor, dock, barge, ferry, and trucking services of Haines."
-184086.739132799,1086250.01456556,285,Koliganek,No,2018/03/12 00:00:00+00,"Boats and ATVs are used in the summer and snow machines in the winter. Locals travel to New Stuyahok frequently. There are no docking facilities; goods are lightered from Dillingham. In a survey conducted in 2011, community leaders reported vessels up to 200 feet long can use moorage in Koliganek but that no dock space is available for public moorage. Community leaders also reported a road system exists in the community. A state-owned gravel runway is available."
-493156.020425217,1140801.22915914,286,Kongiganak,Yes,2018/03/12 00:00:00+00,"A state-owned airstrip is available. Snowmobiles, boats, and skiffs provide local transportation to Bethel and other area villages. Winter trails exist to Kwigillingok (11.1 mi) and Tuntutuliak (29 mi). There are no docking facilities; barges deliver cargo once or twice each summer."
-509341.421585239,1133719.63178881,287,Kwigillingok,Yes,2018/03/12 00:00:00+00,"Kwigillingok has no roads. In summer, residents use skiffs and other boats for travel to Bethel and other nearby villages. Snowmobiles and all-terrain vehicles provide transportation during winter. Winter trails are marked to Kipnuk (38 miles) and Kongiganak (11.1 miles). There are no docking facilities in the village, but there is a state-owned, public-use seaplane base (the Kwigillingok Seaplane Base) located in the Kwigillingok River. No services of any type are provided at the base, but there is a beaching area on the river bank adjacent to the Village. There is a state-owned public-use airport (Kwigillingok Airport) with a gravel airstrip. Improvements are currently underway for this airport to create a gravel runway, taxiway, apron, airport lighting system, and two single bay snow removal equipment buildings."
-76595.5868569749,1264712.55935681,288,Lime Village,No,2018/03/12 00:00:00+00,"Located on the Stony River, Lime Village is dependent on small riverboats and airplanes for transportation. Due to shallow water, barges cannot supply the community. When the river freezes, residents use dog teams and snow machines for ground travel. There is a gravel runway just north of the village that is owned and maintained by the state."
158600.182562796,1674612.23033107,289,Manley Hot Springs,No,2018/03/12 00:00:00+00,"The Elliott Highway is the only road leading to Manley Hot Springs. Goods and fuel are typically delivered by truck. The highway runs through Manley to the Tanana River Landing, three miles southwest. The Tanana River Landing is used to launch boats for fishing or transportation. Barge services are occasionally provided during summer months, but there is no docking facility due to erosion. The state-owned gravel runway is in service year-round."
586268.7780969,1321554.25165022,290,McCarthy,No,2018/03/12 00:00:00+00,"McCarthy is accessible from the Richardson via Edgerton Highways. The 58-mile McCarthy Road starts in Chitina and continues into the Wrangell-St. Elias Park. A footbridge is used to cross the Kennicott River. There are two gravel airstrips in the vicinity, one is owned privately and the other is state owned. DOT performs irregular winter maintenance of the McCarthy airport."
388220.661416283,1363330.25322063,291,Mendeltna,No,2018/03/12 00:00:00+00,The community lies on the Glenn Highway and accesses the statewide road system. There are several air strips in the area that provide air taxi services.
514789.763027999,1479498.63086065,292,Mentasta Lake,No,2018/03/12 00:00:00+00,Mentasta Lake is connected to the Tok Cutoff to the Glenn Highway by a six-mile spur road. There is a small airstrip at Mentasta Lodge.
218083.07061332,1695656.59737064,293,Minto,No,2018/03/12 00:00:00+00,"Minto is located off of the Elliot Highway, about 126 miles northwest of Fairbanks. Minto has a state-maintained public airport with a gravel runway in good condition. The Tolovana River provides boat access to the Tanana and Nenana Rivers. The area is too shallow for barge service. Trucks, cars, snow machines, ATVs, and riverboats are used for transportation, recreation, and subsistence purposes. Minto receives funds from the Essential Air Services program that subsidizes the cost of commercial flights."
1279440.82446425,852898.63754349,294,Naukati Bay,Yes,2018/03/12 00:00:00+00,"A recently constructed harbor includes a small boat launch ramp, floatplane dock, and moorage for small craft in fingered slips. There is 250 feet of moorage space for larger commercial vessels. The community is connected to the Prince of Wales Island road system, which includes both logging and paved roads. A paved highway from Coffman cove extends to 11 miles from Naukati Bay. From there a US forest Service gravel road, is under reconstruction in preparation for paving. "
376474.730287998,1355325.67831851,295,Nelchina,No,2018/03/12 00:00:00+00,The community lies on the Glenn Highway and accesses the statewide road system. There are several air strips in the area. Snow machining is a prevalent local means of transportation.
-571660.995860192,1262920.03622587,296,Newtok,Yes,2018/03/12 00:00:00+00,"Newtok is not connected to the rest of Alaska by road, and is primarily accessible by air or water. A state-owned gravel airstrip provides air access. A seaplane base is also available. Boats, skiffs, and snowmobiles are used for local transportation and subsistence activities. Winter snowmobile trails are marked to nearby villages of Chevak, Tununak, Toksook Bay, Nightmute, and Manaryarapiaq. Barges deliver cargo to Newtok during ice-free summer months."
-993846.955920641,436840.75156824,297,Nikolski,Yes,2018/03/12 00:00:00+00,"Nikolski has a unlighted gravel runway that provides passenger, mail, and cargo service. The airstrip used to be owned by the U.S. Air Force. It has no landing or port facilities for ships. Barges deliver cargo once or twice a year. Goods and passengers are lightered three miles to the beach."
605919.0008297,1500893.72891383,298,Northway Village,No,2018/03/12 00:00:00+00,"It is connected to the Alaska Highway by an unpaved road. Regular buses and truck services are available. There is an asphalt runway at nearby Northway. Regular flights are available to Fairbanks, and charter services are available as well."
-421581.595860075,1217808.67340489,299,Oscarville,No,2018/03/12 00:00:00+00,"Oscarville relies on Napaskiak for passenger, mail, and cargo services. Residents use skiffs to pick up mail in Napaskiak or to shop in Bethel. Barge services deliver goods once a year. The river is an important means of transportation in summer and as an ice road in the winter. During breakup and freezeup, the community can be periodically isolated."
428137.202419773,1478844.69873438,300,Paxson,No,2018/03/12 00:00:00+00,"Paxson Lodge owns and maintains a gravel airstrip, and float planes can land at Summit Lake. Paxson is 175 miles south of Fairbanks. The Richardson Highway provides access to Anchorage or Fairbanks. The Denali Highway provides summer access to Cantwell and the Denali Park."
-482902.084484234,1373351.25797421,301,Pitkas Point,No,2018/03/12 00:00:00+00,"The Yukon River allows easy access by water, and many families own a skiff. There is a 17.7-mile road connecting Mountain Village with the St. Mary's airport and Andreafsky, so residents have access to the transportation facilities at St. Mary's. Snow machines provide local winter transportation."
1238268.67859453,896185.506006416,302,Point Baker,Yes,2018/03/12 00:00:00+00,"Point Baker is accessible by float plane, helicopter, barge, and skiff. A state-owned seaplane base and heliport serve chartered flights from Ketchikan. The community has a dock and boat harbor. Barges deliver cargo from Wrangell. There is no direct access to the Prince of Wales road system, airport, or ferry."
1240070.12839684,893362.20596306,303,Port Protection,Yes,2018/03/12 00:00:00+00,"The community is accessible by float plane and boat. A state-owned seaplane base is available. Skiffs are used for local travel, and there is a boat harbor and launch ramp. Port Protection does not have direct access to the Prince of Wales road system, airport, or ferry service. Mail is delivered by float plane from Ketchikan, and freight arrives by chartered boat or floatplane."
177265.835307035,1732264.22705703,304,Rampart,No,2018/03/12 00:00:00+00,"Rampart is located off of the Elliot Highway and Eureka Road, about 164 miles northwest of Fairbanks. Rampart has a state-maintained public airport with a gravel runway in good condition. Air transportation provides the only year-round access. A 30-mile winter trail exists from the Elliott Highway north to Rampart; it is used only during winter months. The other transportation link is the Yukon River. Fuel and other goods are delivered by barge two or three times each summer. Skiffs and snow machines are used for subsistence hunting and fishing. Rampart receives funds from the Essential Air Services program that subsidizes the cost of commercial flights."
-175287.099591471,1316026.17556781,305,Red Devil,No,2018/03/12 00:00:00+00,"The Kuskokwim River serves as a major transportation link and supply route for bulk supplies and fuel oil during the summer. In the winter, the frozen river is used as an ice road by snow machines for travel to neighboring villages. A gravel airstrip provides year-round access. It is owned and operated by the state. Scheduled weekday service is available."
451200.737331008,1366697.89131631,306,Silver Springs,No,2018/03/12 00:00:00+00,The Richardson Highway connects to all major population areas of the state year-round. Residents use the airport at Glennallen.
509907.186959205,1453550.80144447,307,Slana,No,2018/03/12 00:00:00+00,"Slana has road access to the statewide system via Glenn and Richardson Highways. The nearest public airstrip is to the south at Chistochina, but a private gravel airstrip exists."
-167084.821254186,1306713.95158893,308,Sleetmute,No,2018/03/12 00:00:00+00,The Kuskokwim River provides barges and boat transportation in the summer. Snow machines are used on the frozen river in the winter. The gravel airstrip is owned and maintained by the state. Scheduled weekday service is provided.
223409.289170116,1791220.15498526,309,Stevens Village,No,2018/03/12 00:00:00+00,"Access to Stevens Village is primarily via the state-owned lighted gravel airstrip. Fuel is shipped by barge at least three times each summer; goods are offloaded at the barge landing. Residents use skiffs, ATVs, snow machines, and dog teams for recreation and subsistence fishing and hunting."
-136053.465971829,1314823.93224772,310,Stony River,No,2018/03/12 00:00:00+00,Stony River's location near the confluence of the Kuskokwim and Stony Rivers provides easy access to river transportation during summer and snow machine traffic in winter. Barges deliver cargo and bulk fuel. The gravel/dirt airstrip is state-owned and -operated. Scheduled weekday air services deliver mail and other cargo.
-104230.160828436,1448041.57850457,311,Takotna,No,2018/03/12 00:00:00+00,"Access to Takotna is by air or water. There is a state-owned gravel airstrip and a gravel runway at Tatalina Air Force Station ten miles southeast of town. Cargo is offloaded at Sterling Landing, 24 miles southeast of Takotna. The community has 80 miles of local roads that connect with Tatalina AFS, Sterling Landing, and existing mines. A winter trail is marked to McGrath (20 mi). It is a check point for the Iditarod Trail Sled Dog Race."
528914.501725091,1532292.0107361,312,Tanacross,No,2018/03/12 00:00:00+00,"Tanacross is located on the Alaska Highway, roughly 200 miles southeast of Fairbanks. Tanacross has a federally-maintained public airport with an asphalt runway in poor condition. Tanacross is a mile north of the Alaska Highway. Most residents use cars, trucks, and snow machines for local transportation. Regular air and bus services are available from Tok. The U.S. Bureau of Land Management owns two runways located one mile south of Tanacross and are not maintained in winter."
395313.728565778,1231228.57346929,313,Tatitlek,Yes,2018/03/12 00:00:00+00,"Tatitlek has a state-owned gravel airstrip and a seaplane landing area; air charters are available from Valdez and Cordova. Boats are the primary means of local transportation. In 1996, the Alaska Marine Highway began 'whistle stop' service. After a short charter flight, direct commercial service is available to Anchorage from Valdez and Cordova."
446540.486937791,1370184.46588024,314,Tazlina,No,2018/03/12 00:00:00+00,Tazlina is located on the Richardson Highway. There is a state-owned gravel airstrip and a seaplane facility at Smokey Lake.
574650.660762974,1512987.73354109,315,Tetlin,No,2018/03/12 00:00:00+00,"Tetlin is located along the Tetlin River and the Alaska Highway, about 220 miles southeast of Fairbanks. Tetlin has a state-maintained public airport with a gravel runway in good condition. The village also owns and maintains a turf airstrip. Scheduled and charter flights are available from Tok. Many residents own cars, trucks, skiffs, and snow machines for hunting, fishing, and hauling wood."
547792.116039577,1530825.07227062,316,Tok,No,2018/03/12 00:00:00+00,Tok is located on the Alaska Highway about 200 miles southeast of Fairbanks. Tok has two private airports and one state-maintained public airport with a 2509' x 50' asphalt runway in good condition.
409618.895736735,1371188.85206154,317,Tolsona,No,2018/03/12 00:00:00+00,"The community lies on the Glenn Highway and accesses the statewide road system. There are several air strips in the area, and air taxi services are available. A seaplane base is used on Tolsona Lake."
-373148.240750568,1254734.01287349,318,Tuluksak,No,2018/03/12 00:00:00+00,"It can be accessed by a state-owned wide gravel airstrip year-round. There are no docking facilities, although cargo barges deliver during the summer. In the summer of 2014, the river was too low for barges to travel there. This meant that barges were unable to deliver fuel to the village. Residents use fishing boats, skiffs, snow machines, and ATVs for local transportation."
-475945.642041781,1181762.44420864,319,Tuntutuliak,Yes,2018/03/12 00:00:00+00,"Tuntutuliak relies on air transportation for passengers, mail, and cargo service. A state-owned e gravel runway and a public seaplane base on the Qinaq River are available. Barge services deliver goods approximately six times a year. Boats and snow machines are used for local travel. Winter trails are marked to Kipnuk (77 mi), Toundra (60 mi), and Kongiganak (29 mi)."
-611413.525021059,1229766.47294829,320,Tununak,Yes,2018/03/12 00:00:00+00,"Tununak relies on air transportation for passengers, mail, and cargo service. A state-owned wide gravel airstrip is available. Barges deliver goods two to four times each summer, and goods are lightered to shore. Boats, snow machines, and ATVs are used for local travel."
-358378.418504991,1025834.33468098,321,Twin Hills,No,2018/03/12 00:00:00+00,"Twin Hills is primarily accessible by air and water. Regular and charter flights are dispatched from Dillingham. There is a state-owned lighted gravel runway on a ridge east of the village. Most cargo is delivered by air. There is a boat landing area but no docking facilities; bulk goods must be lightered to shore. Cars, ATVs, and snow machines are used for local transportation. Residents drive along the beach to access the Togiak Fisheries cannery. A winter trail for snow machines connects Twin Hills with Togiak."
331181.261595623,1914361.61081032,322,Venetie,No,2018/03/12 00:00:00+00,"Access to Venetie is almost exclusively by air. The Venetie Tribal Council owns and operates the dirt/gravel airstrip, which was constructed in 2000. The Chandalar River provides limited access by boat from May to October. Barges do not reach the community due to shallow water. Fuel and other goods are shipped into he village by air. Motor bikes, ATVs, snow machines, and dog teams are used for local travel. The tribe recently completed a 3 mile gravel road to Venetie lake."
392914.658593767,1600383.30574964,323,Whitestone,No,2018/03/12 00:00:00+00,"In the summer, the community is only accessible by boat on the Tanana River. Residents and visitors utilize the Alyeska Pipeline boat landing at mile 276 Richardson Highway or the boat dock at Rikas Roadhouse and Landing. During the winter, a road crosses the frozen Delta River for four to six months of the year. During the transitional periods of freeze-up and break-up, access to the community is on foot or by track vehicle. No airstrip is present at this time."
65959.5057005171,889737.633820026,324,Aleneva,Yes,2018/03/12 00:00:00+00,There are no roads to Aleneva. Transportation is provided by float plane or boat from Kodiak.
312413.402713213,1664768.66144981,325,Badger,No,2018/03/12 00:00:00+00,Badger is a CDP in the Fairbanks Northstar Borough and is connected by road to the borough.
158487.061740693,1246918.22514287,326,Beluga,Yes,2018/03/12 00:00:00+00,"Beluga has two private gravel runways. A road connects Beluga to nearby Tyonek. Barges deliver heavy goods to the area, and a dock is available."
285879.42225823,1664626.4506395,327,Chena Ridge,No,2018/03/12 00:00:00+00,Chena Ridge is a CDP that is connected by road to the Fairbanks Northstar Borough. See the borough description for more information.
105905.41525663,847470.810269413,328,Chiniak,Yes,2018/03/12 00:00:00+00,"Local boat owners anchor in Thumb's Up Bay, and a small dock is available. An old airstrip may be used for emergency landings. Chiniak can be reached by road from Kodiak. Although 45 miles away, Kodiak offers jet service, float plane services, ferry service, and boat harbors."
293420.165039597,1668798.2876742,329,College,No,2018/03/12 00:00:00+00,"Fairbanks provides jet service, railroad, and connection to the George Parks and Richardson Highways. The privately-owned Goldstream airstrip lies in College."
1007108.68796088,1181897.71287361,330,Covenant Life,No,2018/03/12 00:00:00+00,"The community is accessible by road from Haines and, from there, to the statewide highway system. The state ferry at Haines provides transportation to Skagway, Juneau, Southeast Alaska, and Seattle. Other transportation facilities are available at Haines."
329641.524476165,1651455.25649912,331,Eielson AFB,No,2018/03/12 00:00:00+00,The base has an airstrip for military craft. Nearby Fairbanks offers jet service and railroad connections. The Richardson Highway connects the base to the statewide road system.
356848.823562538,1347480.28969281,332,Eureka Roadhouse,No,2018/03/12 00:00:00+00,
1067007.08315127,1085346.42276831,333,Excursion Inlet,Yes,2018/03/12 00:00:00+00,The area is not accessible by road. A public seaplane base is available.
256231.649025432,1305085.0355838,334,Farm Loop,No,2018/03/12 00:00:00+00,"Farm Loop is located off of the Glenn Highway. Commercial airlines serve the Anchorage International Airport, but the Palmer Municipal Airport supports private and chartered services. There are several additional privately-owned airstrips in the vicinity. Float planes may land at nearby Finger Lake or Wolf Lake. The Alaska Railroad connects Palmer to Whittier, Seward, or Anchorage for ocean freight delivery."
295068.174974073,1672639.25755778,335,Farmers Loop,No,2018/03/12 00:00:00+00,Farmers Loop is a suburb due north of Fairbanks. It is named for and centered on Farmers Loop Road.
238269.989945074,1570151.72772141,336,Ferry,No,2018/03/12 00:00:00+00,"From the George Parks Highway, road access is available only on privately-owned railroad or university land. Most residents park their cars on a private lot and walk into Ferry, across a railroad bridge and catwalk. Students are taken by ATV across the river to the school bus."
172138.637355531,1099907.03794264,337,Fox River,Yes,2018/03/12 00:00:00+00,"East End Road provides access to Homer, which is 17 miles away. Residents use the Homer docking facilities."
156163.973245726,1070567.11099562,338,Halibut Cove,Yes,2018/03/12 00:00:00+00,There is no road access to Halibut Cove. Boats and float planes are the primary means of transportation. Kachemak Bay Ferry Service provides transportation from Homer.
356207.713993115,1620815.87235197,339,Harding-Birch Lakes,No,2018/03/12 00:00:00+00,"The Richardson Highway provides access to Fairbanks and Anchorage, as well as the lower-48 states."
1216344.43677328,1019553.27160176,340,Hobart Bay,Yes,2018/03/12 00:00:00+00,"Hobart Bay was incorporated as part of the Petersburg Borough in January, 2013. The bay is a destiatnion for sight-seeing, hunting and fishing tour operators and commercial fisherman. Access is by float plane and boat. There is a public dock."
-342253.119186579,668891.461576358,341,Ivanof Bay,Yes,2018/03/12 00:00:00+00,"Ivanof Bay is accessible via air or water, and there is no overland connection. A private gravel airstrip, owned by Bay View, Inc., is present in the community, and float planes can land on Ivanof Bay. There are no scheduled commercial flights to Ivanof Bay; the community is only accessible by charter flights. The nearest port with barge service is Chignik Bay. No public dock or harbor is available in Ivanof Bay. Local residents use ATVs and skiffs as primary modes of transportation."
88868.2011327796,860470.588669438,342,Kodiak Station,Yes,2018/03/12 00:00:00+00,The Coast Guard uses the state-operated Kodiak Airport for transportation of personnel and materials. The station has private docking facilities for large cutters and fishing vessels. The island is also accessible by state ferry.
248656.468726726,1299057.34648475,343,Lakes,No,2018/03/12 00:00:00+00,"The George Parks Highway, Glenn Highway, and other local roads connect the area to Anchorage, the remainder of the state, and Canada. The Alaska Railroad serves the Fairbanks to Seward route. The Wasilla and Palmer airports provide scheduled commuter and air taxi services. Float planes land at Wasilla Lake, Jacobsen Lake, and Lake Lucille. There are ten additional private airstrips in the vicinity. Commercial jet flights are operated out of Ted Stevens Anchorage International Airport."
1382002.87175299,856155.260648082,344,Loring,Yes,2018/03/12 00:00:00+00,
1033755.937641,1180028.29625673,345,Lutak,Yes,2018/03/12 00:00:00+00,"The transportation facilities of Haines are nearby, including a deep water port and dock, airport, state ferry, and road connection."
1003259.47458598,1186954.47905465,346,Mosquito Lake,Yes,2018/03/12 00:00:00+00,"Nearby Haines offers a deep water port and dock, state ferry access, and an airport. The area is accessible by highway to Canada and the remainder of the state."
1047830.11278108,1166265.10473529,347,Mud Bay,Yes,2018/03/12 00:00:00+00,"The transportation facilities of Haines are nearby, including a deep-water port and dock, airport, state ferry, and road connection."
194916.035001071,1233370.1750972,348,Point Possession,Yes,2018/03/12 00:00:00+00,
-28070.7691618467,1062599.92064299,349,Pope-Vannoy Landing,Yes,2018/03/12 00:00:00+00,"Chartered float planes provide air services from Anchorage, Iliamna, and King Salmon. Supplies delivered by barge via the Kvichak River must be lightered to shore. Skiffs, ATVs, and trucks are common forms of local transportation."
217277.130689913,2262085.46202091,350,Prudhoe Bay,Yes,2018/03/12 00:00:00+00,"The airport at nearby Deadhorse is the primary means of public transportation to the North Slope. The state-owned asphalt and gravel airstrip at Deadhorse is 6,500' long by 150' wide. A 5,000' by 100' wide private gravel airstrip is owned and maintained by ConocoPhillips Alaska, Inc. A state-owned heliport is located at Prudhoe Bay. The Dalton Highway is used year-round by trucks to haul cargo to the North Slope. There are no services beyond this point, and the highway is hazardous during winter months."
-371093.040025347,2037130.9505182,351,Red Dog Mine,No,2018/03/12 00:00:00+00,"There is a 55-mile gravel road from the mine to the shallow-water port for staging and exporting zinc and lead ore. The port is ice-free only 100 days a year. The port and road are state-owned. Barges deliver supplies, fuel, and equipment each summer. A private asphalt/gravel lighted runway, operated by NANA Regional Corporation, is available."
146259.342377647,1335446.67730031,352,Skwentna,No,2018/03/12 00:00:00+00,"There is no road access from the George Parks Highway, and residents are dependent upon air travel and snow machines. A state-owned gravel airstrip is available. A private airstrip and float plane access, located at Alexander Lake, exist."
295956.11995334,1663903.37771941,353,South Van Horn,,2018/03/12 00:00:00+00,South Van Horn is a neighborhood just south of Fairbanks. It is about three miles by road from the center of the city.
307884.478915851,1674157.73985496,354,Steele Creek,,2018/03/12 00:00:00+00,
247253.877321166,1219683.79706974,355,Sunrise,Yes,2018/03/12 00:00:00+00,Sunrise has access to Alaska's road system via the Seward highway. A gravel airstrip is available nearby at Hope.
205613.297295645,1356772.61488656,356,Susitna North,No,2018/03/12 00:00:00+00,"The community is accessible from the George Parks Highway. The Talkeetna airstrip is located nearby. A variety of transportation means are available in Wasilla, Palmer, and Anchorage."
243842.042777831,1300864.17626285,357,Tanaina,No,2018/03/12 00:00:00+00,"The George Parks and Glenn Highways and other local roads connect the area Alaska's road system. It lies on the Alaska Railroad. The nearby Wasilla and Palmer airports provide scheduled commuter and air taxi services. Float planes land at Wasilla Lake, Jacobsen Lake, and Lake Lucille. There are ten additional private airstrips in the vicinity. Commercial jet flights are operated out of Anchorage International Airport."
-203120.802868854,839451.471422542,358,Ugashik,No,2018/03/12 00:00:00+00,"Ugashik is accessible by air and water. There is a gravel airstrip at Ugashik Bay, owned by the U.S. Bureau of Land Management, Division of Lands. It is approximately 12 miles from the village of Ugashik. There is a gravel airstrip in the village. There is also a barge landing. Barged freight is brought in from Naknek. ATVs and skiffs are the primary means of local transportation."
84280.0688056048,856731.978623995,359,Womens Bay,Yes,2018/03/12 00:00:00+00,"Womens Bay is accessible by road from Kodiak. Jet services, ferry access, and boat harbors are therefore nearby."
72481.1057280804,890170.012883828,360,Afognak,Yes,2018/03/12 00:00:00+00,Transportation is provided by float plane or boat from Kodiak. Float plane access is found in various areas around the island.
180877.748212484,1275095.13493074,361,Alexander Creek,No,2018/03/12 00:00:00+00,
117646.359142503,2265293.8585107,362,Alpine,,2018/03/12 00:00:00+00,
1111716.766134,1093027.65444088,363,Auke Bay,Yes,2018/03/12 00:00:00+00,"Auke Bay, located approximately 11 miles by road north of Juneau, is accessible only by air and sea. Automobiles are either shipped to Juneau or brought on the Alaska Marine Highway from connections to the highway system in Bellingham, Prince Rupert, Skagway, Haines, and Whittier. Scheduled jet flights and air taxis are available at the municipally-owned Juneau International Airport. The airport has a paved runway and a seaplane landing area. Juneau's state ferry terminal is located in Auke Bay. The Alaska Marine Highway System and cargo barges provide year-round services. Capital Transit provides public transportation from Auke Bay to Downtown Juneau and Douglas Island. There is an extensive network of hiking trails in the Juneau area. Private boats and kayaks are commonly used to reach areas off of the road system."
-32213.032609164,799243.790544822,364,Ayakulik,Yes,2018/03/12 00:00:00+00,
-511523.25954914,594822.391934288,365,Belkofski,Yes,2018/03/12 00:00:00+00,"Belkofski is accessible by boat or seaplane. It has no harbor, dock, boat-landing facilities, airstrip, roads, or vehicles"
239475.154008878,1277980.59331584,366,Birchwood,No,2018/03/12 00:00:00+00,Birchwood is located approximately 18 miles northeast of Anchorage on the Glenn Highway.
-361002.814432681,1794292.97269381,367,Candle,No,2018/03/12 00:00:00+00,
-494153.901226475,2147218.6806878,368,Cape Lisburne,Yes,2018/03/12 00:00:00+00,
638543.564807164,1175806.4753165,369,Cape Yakataga,Yes,2018/03/12 00:00:00+00,
237716.200426471,1273503.83411811,370,Chugiak,No,2018/03/12 00:00:00+00,Chugiak is located approximately 21 miles northeast of Anchorage on the Glenn Highway.
260017.169094229,1295081.72304061,371,Circle View Stampede,No,2018/03/12 00:00:00+00,
232703.191938075,1596422.62540636,372,Clear,No,2018/03/12 00:00:00+00,
1129708.66151453,1087835.24611806,373,Douglas,No,2018/03/12 00:00:00+00,Douglas is an island that is connected by a bridge to Juneau. A road runs approxiamtely nine miles from Sandy Beach to the north end of the island. There are several recreational boat launches available and trails on the island. Douglas harbor offers space for boats. Access to Eaglecrest Ski area is also available from the North Doughlas Highway. The residential areas on the south part of the island are connected to the CBJ public transportation system.
237525.488448193,1267348.44888482,374,Eagle River,No,2018/03/12 00:00:00+00,Eagle River-Chugiak is now part of the Municipality of Anchorage with access to the same transprotation infrastrucure as Anchorage.
246213.764030925,1284301.7030295,375,Eklutna,Yes,2018/03/12 00:00:00+00,"The village lies on the highway between Anchorage and Palmer and therefore has ready access to a variety of transportation services in those communities. Two privately-owned airstrips, as well as the Alaska Railroad system, are located in the area."
301242.361861717,1666283.73876794,376,Fort Wainwright,,2018/03/12 00:00:00+00,The base is connected to the Fairbanks area by road. 
262653.505677014,1230166.70557979,377,Girdwood,Yes,2018/03/12 00:00:00+00,Girdwood has a gravel airstrip. Nearby Anchorage provides a number of transportation options. Girdwood is 38 miles on the Seward highway from Anchorage.
139054.108442029,1055138.12759386,378,Jakolof Bay,Yes,2018/03/12 00:00:00+00,Jakolof Bay is connected by road with Seldovia. There is a rough gravel airstrip on the beach which is underwater during some high tides.
14235.4931720284,761503.129363902,379,Kaguyak,,,
-121500.336311394,842308.001048458,380,Kanatak,Yes,2018/03/12 00:00:00+00,Kanatak is an abandoned native village.
227090.74806451,1283132.91291143,381,Knik,No,2018/03/12 00:00:00+00,
243536.124988443,1557971.53987156,382,Lignite,No,2018/03/12 00:00:00+00,
68865.3022331662,898441.963263172,383,Litnik,,2018/03/12 00:00:00+00,
1340265.11317441,857844.429561254,384,Meyers Chuck,Yes,2018/03/12 00:00:00+00,
143513.386900123,1077693.65983649,385,Millers Landing,,2018/03/12 00:00:00+00,
1399403.13868996,826178.159482937,386,Mountain Point,Yes,2018/03/12 00:00:00+00,
156529.849302708,2284192.17990806,387,Oliktok,Yes,2018/03/12 00:00:00+00,
-563047.787185863,530495.765565473,388,Pauloff Harbor,Yes,2018/03/12 00:00:00+00,Float planes or personal boats from False Pass or King Cove are the primary means of transportation.
1392817.32885793,826700.976868934,389,Pennock Island,Yes,2018/03/12 00:00:00+00,"Pennock Island lies between Gravina Island and Ketchikan at the eastern end of the Tongass Narrows. It is situatied within the Ketchikan Gateway Borough and is part of the Alexander Archipelago. Pennock Island is accessible by small boat or floatplane, although there is no public transportation to the island."
242078.659367518,1278552.09451601,390,Peters Creek,No,2018/03/12 00:00:00+00,Peters Creek is located approximately 20 miles northeast of Anchorage on the Glenn Highway.
1261271.08419403,957469.206997323,391,Petersburg,Yes,2018/03/12 00:00:00+00,"Petersburg is accessed by air and water. It is on the mainline state ferry route and has ferry terminals on the north and south ends of Mitkof Island. The state-owned James A. Johnson Airport has a runway for scheduled jet service and small plane charter services. Lloyd R. Roundtree Seaplane Base (on the Wrangell Narrows) allows for float plane services. Harbor facilities include a petroleum wharf, barge terminals, three boat harbors with moorage for 700 boats, a boat launch, and a boat haul-out. Freight arrives by barge, ferry, or cargo plane. There is no deep-water dock for large ships (such as cruise ships); passengers are lightered to shore. Remote areas of the Borough are served by small state-owned boat docks at Papke's Landing in the Wrangell Narrows, on Kupreanof Island at the City of Kupreanof, and in Hobart Bay. Boat launch ramps are located on the south end of Mitkof Island at Banana Point, Blaquerie Point, and Woodpecker Cove. The state owned Mitkof Highway carries traffic north and south and is paved or chip sealed for 28 miles between the South Mitkof Ferry Terminal and the airport."
6464.32051805284,1087714.99978762,392,Pile Bay,,2018/03/12 00:00:00+00,
-409229.750980643,684418.416931698,393,Port Moller,Yes,2018/03/12 00:00:00+00,
