X,Y,OBJECTID,CommunityID,CommunityName,IncorporationType,AreaType,BoroughCensusArea,ANCSARegionalCorporation,NativeRegionalHealthCarePro,ANCSARegionalNonProfit,SchoolDistrict,DCRAAlaskaRegion,ClimateRegion,EnergyRegion,EconomicRegion,ARDORRegion,RecordersOffice,Section,Township,Range,Meridian,sqMiLand,sqMiWater
-446428.791068836,1027721.60972818,1710,{B31B12CB-15A8-477A-A113-F6ACBD1D3120},Platinum,2nd Class City,Community,Bethel Census Area,Calista Corporation,Bristol Bay Area Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,32,013S,075W,S,44.6,0.1
-526202.60112902,2093518.87211088,1711,{717918EA-EB98-4319-B4C9-D70D262F7CE2},Point Hope,2nd Class City,Community,North Slope Borough,Arctic Slope Regional Corporation,"Arctic Slope Native Association, Limited","Arctic Slope Native Association, Limited",North Slope Borough School District,Northern Region,Arctic,North Slope,Northern Economic Region,,Barrow - 413,14,034N,035W,K,6.3,0.1
1181034.93995372,866617.229405715,1712,{5A7529F3-5CC9-423D-AF30-9EE44F9D5E43},Port Alexander,2nd Class City,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Southeast Island School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Petersburg - 110,7,065S,070E,C,3.8,11.3
-280398.794506824,779012.636349441,1713,{58FEECD6-E89F-44AF-B707-E2BF0B91605A},Port Heiden,2nd Class City,Community,Lake and Peninsula Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Lake and Peninsula Borough School District,Southwest Region,Southwest Maritime,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Kvichak - 310,4,038S,059W,S,50.7,0.7
66076.0433834472,874380.056336525,1714,{DDC4A50C-4C3E-4DEF-B660-9185BACAD8C5},Port Lions,2nd Class City,Community,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,Kodiak Island Borough School District,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,5,027S,022W,S,6.3,3.7
-441451.852918794,1110782.82189395,1715,{B6E9CAAD-60A0-4BA0-9CA6-A849C3DAFC42},Quinhagak,2nd Class City,Community,Bethel Census Area,Calista Corporation,Native Village of Kwinhagak,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,8,005S,074W,S,4.7,0.6
-70886.7990080763,1642768.92037799,1716,{E0D07527-6185-42A6-87A3-465F20FDF512},Ruby,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Nulato - 415,4,009S,017E,K,7.6,
-384325.307776448,1333013.66724658,1717,{8DA86262-15AB-46C9-B997-7983A9FF34AB},Russian Mission,2nd Class City,Community,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Yukon School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,31,020N,066W,S,5.7,0.5
-944349.868773236,843619.420781122,1718,{55AFA1A4-5677-44A5-A22C-9F9D370747CE},Saint George,2nd Class City,Community,Aleutians West Census Area,Aleut Corporation,"Aleutian Pribilof Islands Association, Incorporated","Aleutian Pribilof Islands Association, Incorporated",Pribilof School District,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,29,041S,129W,S,34.8,147.6
-398870.645006686,1525392.61226927,1719,{9BB36ABC-66B2-4E89-99FA-C2128E2AFCC9},Saint Michael,2nd Class City,Community,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Bering Strait School District,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,Bering Strait Development Council,Nome - 201,19,023S,017W,K,21.8,6.3
-974185.249990874,910524.195606546,1720,{B7D914E8-D125-49F0-B374-8AE610E5DBC7},Saint Paul,2nd Class City,Community,Aleutians West Census Area,Aleut Corporation,"Aleutian Pribilof Islands Association, Incorporated","Aleutian Pribilof Islands Association, Incorporated",Pribilof School District,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,25,035S,132W,S,40.3,255.2
-805515.136213651,1625678.78277187,1721,{72DFDB08-C634-4DC3-BA13-8C7F1E889436},Savoonga,2nd Class City,Community,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Bering Strait School District,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,Bering Strait Development Council,Nome - 201,5,021S,061W,K,6.1,0
1394834.30839002,827141.152786474,1722,{19994FB4-B48F-4B91-B7EA-9D86BD4F52BD},Saxman,2nd Class City,Community,Ketchikan Gateway Borough,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Ketchikan Gateway Borough School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,33,075S,091E,C,1,0
-604790.129936927,1371265.24459968,1723,{95BD0825-5CB3-4695-B177-4D026DA5894C},Scammon Bay,2nd Class City,Community,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Yukon School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,,10,020N,090W,S,0.6,
-267001.161616563,1861743.41404769,1724,{E0F2C831-698F-4BCE-8AC1-4162BE7D6DCD},Selawik,2nd Class City,Community,Northwest Arctic Borough,"NANA Regional Corporation, Incorporated",Maniilaq Association,Maniilaq Association,Northwest Arctic Borough School District,Northwest Region,Arctic,Northwest Arctic,Northern Economic Region,Northwest Arctic Borough Economic Development Council,Kotzebue - 215,20,014N,006W,K,2.5,0.9
-282383.760555465,1421013.58135403,1725,{C1B6F29B-4A04-42DE-9F90-6F108C6C13A9},Shageluk,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited",Yukon-Kuskokwim Health Corporation,Tanana Chiefs Conference,Iditarod Area School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Mt McKinley - 411,26,030N,055W,S,10.6,1.4
241929.271485675,1231071.08531704,1728,{4B8ACE5C-5F78-407E-9A85-5F0927EE2028},Indian,Locality,Place of Interest,Municipality of Anchorage,"Cook Inlet Region, Incorporated",Alaska Native Tribal Health Consortium - ANTHC,"Cook Inlet Tribal Council, Incorporated",Anchorage School District,Southcentral Region,Gulf Coast Transitional,Railbelt,Anchorage/Mat-Su Economic Region,Anchorage Economic Development Corporation,Anchorage - 301,,,,,,
245340.214868538,1229431.98961048,1730,{2602E025-8462-49F3-BCA3-9910A76C31B0},Bird Creek,Locality,Place of Interest,Municipality of Anchorage,"Cook Inlet Region, Incorporated",Alaska Native Tribal Health Consortium - ANTHC,"Cook Inlet Tribal Council, Incorporated",Anchorage School District,Southcentral Region,Gulf Coast Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Anchorage - 301,,,,,,
612876.26791444,1505401.73313266,1731,{E9BBD5A8-04BF-4188-BB0D-C5C816F5822E},Northway Junction,Unincorporated,Place of Interest,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Alaska Gateway School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,10,014N,019E,C,,
-596794.084618772,1758159.1450606,1732,{6969DC3C-BFDA-4D1D-B7F5-4BCBF7C5318A},Port Clarence,Unincorporated CDP,Place of Interest,Nome Census Area,Bering Straits Native Corporation,,"Kawerak, Incorporated",,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,Bering Strait Development Council,Nome - 201,3,003S,040W,K,0,0
-213525.290249942,995860.018148084,1733,{23F7C06A-DD1B-40D8-854F-09BE816DD5EB},Portage Creek,Unincorporated CDP,Place of Interest,Dillingham Census Area,Bristol Bay Native Corporation,Southeast Alaska Regional Health Consortium,"Bristol Bay Native Association, Incorporated",Southwest Region School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Bristol Bay - 307,1,015S,051W,S,,
464272.45127877,1328969.74919329,1734,{793D84BA-F572-4A23-A265-0090CCDE0F70},Tonsina,Unincorporated CDP,Place of Interest,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Gulf Coast Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Valdez - 318,26,002S,001E,C,,
1077160.40549148,1050160.33481797,1735,{1026755E-5B75-45B6-98C8-6284B2D3C08B},Whitestone Logging Camp,Unincorporated CDP,Place of Interest,Hoonah-Angoon Census Area,Sealaska Corporation,"Tanana Chiefs Conference, Department of Health Services",Central Council of the Tlingit and Haida Indian Tribes of Alaska,,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Sitka - 103,4,044S,061E,C,,
461935.793690791,1344305.44556952,1736,{4957115F-806A-43E5-BBCE-B3E79864940B},Willow Creek,Unincorporated CDP,Place of Interest,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Gulf Coast Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,11,001S,001E,C,,
167826.697097959,1943992.9572965,1737,{7DC57B05-77B0-4489-8056-CFFC5747990D},Wiseman,Unincorporated CDP,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited",Southcentral Foundation,Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,24,030N,012W,F,,
-2130972.68843085,850222.276556596,1739,{4B169010-F268-45A8-8444-F0B5873ABDEE},Attu Station,Unincorporated CDP,Place of Interest,Aleutians West Census Area,Aleut Corporation,"Aleutian Pribilof Islands Association, Incorporated","Aleutian Pribilof Islands Association, Incorporated",,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,7,085S,263W,S,,
395909.044841519,1600283.06870339,1740,{3DD78FBE-F02D-4634-B206-835BAF4DDD8E},Big Delta,Unincorporated CDP,Community,Southeast Fairbanks Census Area,"Doyon, Limited",,Tanana Chiefs Conference,Delta-Greely School District,Interior Region,Continental,Railbelt,Interior Economic Region,,Fairbanks - 401,8,009S,010E,F,,
584807.021745509,1620860.55338054,1741,{0C46910A-CF22-422A-A69E-499EC6219D46},Chicken,Unincorporated CDP,Place of Interest,Southeast Fairbanks Census Area,"Doyon, Limited",Southcentral Foundation,Tanana Chiefs Conference,Alaska Gateway School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,32,027N,018E,C,0,0
620242.684819761,1398669.27984144,1742,{6DF664D4-9279-4A4A-9BF8-BCA1A2EF6222},Chisana,Unincorporated CDP,Place of Interest,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,,Gulf Coast Region,Gulf Coast Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Fairbanks - 401,12,003N,018E,C,,
165268.751059972,1926764.27617386,1743,{1210EAEB-20DF-40DD-8BAB-A09C48AE9887},Coldfoot,Unincorporated CDP,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited","Eastern Aleutian Tribes, Incorporated",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,16,028N,012W,F,37,
490071.142611037,1557800.75447036,1744,{4B63BED6-48D5-4881-B4C0-D73B0D2651F2},Dot Lake Village,Unincorporated CDP,Community,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Alaska Gateway School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,27,022N,007E,C,,
109597.858504399,1887280.71970875,1745,{FF9ACB36-15C3-4C3B-831F-7686F69D80ED},Evansville,Unincorporated CDP,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,8,024N,018W,F,0,0
-206089.138868699,1392911.96511534,1746,{3C695476-5C5E-4120-9E30-BF42C37A0EAF},Flat,Unincorporated CDP,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited",Southcentral Foundation,Tanana Chiefs Conference,,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Mt McKinley - 411,4,027N,047W,S,,
403401.069467337,1583732.90025987,1747,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739},Fort Greely,Unincorporated CDP,Community,Southeast Fairbanks Census Area,"Doyon, Limited",Southcentral Foundation,Tanana Chiefs Conference,Delta-Greely School District,Interior Region,Continental,Railbelt,Interior Economic Region,,Fairbanks - 401,2,011S,010E,F,,
1074354.85656595,1045499.28033585,1748,{6506427D-91A9-4004-B55F-B5D8AC6ECBEC},Game Creek,Unincorporated CDP,Place of Interest,Hoonah-Angoon Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Hoonah City School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Sitka - 103,18,044S,061E,C,,
82661.9981316436,1547419.56113277,1749,{3087F3EA-5475-4180-9982-992F736DFD19},Lake Minchumina,Unincorporated CDP,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited",,Tanana Chiefs Conference,Iditarod Area School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,8,012S,024W,F,,
252112.607847958,1739671.10112257,1750,{0A72A6CB-FAC9-4A65-9C48-A47E796CCA85},Livengood,Unincorporated CDP,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited",,Tanana Chiefs Conference,Yukon Flats School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,15,008N,005W,F,,
-567218.99555468,1248842.02906127,1751,{52F580FF-4AE6-48D4-920A-DD72272CB458},Mertarvik,Unincorporated CDP,Place of Interest,Bethel Census Area,Calista Corporation,Mt. Sanford Tribal Consortium,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,2,008N,087W,S,,
564353.117288903,1424358.90369303,1752,{8DFCE93A-8EBA-43DF-B553-ABE121D98529},Nabesna,Unincorporated CDP,Place of Interest,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Gulf Coast Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,21,007N,013E,C,,
60120.2104678997,1843047.59464275,1753,{D37AAF42-E59A-4EC3-9C18-99E9434C4112},New Allakaket,Unincorporated,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,23,020N,024W,F,,
607202.995889011,1498808.08882307,1754,{F89998A2-A9FA-47B5-9FAB-810B69A3E21F},Northway,Unincorporated CDP,Community,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Alaska Gateway School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,26,014N,018E,C,,
-121500.336311394,842308.001048458,1755,{EB87DB2C-4CDC-4E89-859B-615181119A8D},Kanatak,Locality,Place of Interest,Bristol Bay Borough,Bristol Bay Native Corporation,"Tanana Chiefs Conference, Department of Health Services","Bristol Bay Native Association, Incorporated",,Southwest Region,Western Transitional,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,25,030S,042W,S,,
227090.74806451,1283132.91291143,1756,{756E4FDB-9CB2-4269-86D8-1D5B767239A4},Knik,Locality,Place of Interest,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southeast Alaska Regional Health Consortium,"Cook Inlet Tribal Council, Incorporated",,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,,,,,,
243536.124988443,1557971.53987156,1757,{8D2D74F6-118D-486C-BC0B-34FDBC4A6140},Lignite,Locality,Place of Interest,Denali Borough,"Doyon, Limited",Bristol Bay Area Health Corporation,Tanana Chiefs Conference,,Interior Region,Continental,Railbelt,Interior Economic Region,,Nenana - 414,1,012S,008W,F,,
68865.3022331662,898441.963263172,1758,{A2B31C8E-4D68-4FB7-9435-DFBA7CC39ED5},Litnik,Locality,Place of Interest,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,23,024S,022W,S,,
1340265.11317441,857844.429561254,1759,{7B03C441-97CF-473F-9627-87B41A283668},Meyers Chuck,Locality,Place of Interest,City and Borough of Wrangell,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,5,071S,086E,C,0,0
143513.386900123,1077693.65983649,1760,{7610BE6A-1E27-4A96-8927-51578A86CEF9},Millers Landing,Locality,Place of Interest,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",Southeast Alaska Regional Health Consortium,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Maritime,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Homer - 309,11,006S,013W,S,,
1399403.13868996,826178.159482937,1761,{35E47179-ADC8-467E-B2F2-DC1D79FF2BDD},Mountain Point,Locality,Place of Interest,Ketchikan Gateway Borough,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Ketchikan Gateway Borough School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,11,076S,091E,C,,
156529.849302708,2284192.17990806,1762,{6F7F7E27-8A83-4AB1-BE94-8D95B7106953},Oliktok,Locality,Place of Interest,North Slope Borough,Arctic Slope Regional Corporation,"Arctic Slope Native Association, Limited","Arctic Slope Native Association, Limited",,Northern Region,Arctic,North Slope,Northern Economic Region,,Barrow - 413,8,013N,009E,U,,
-563047.787185863,530495.765565473,1763,{81521823-08F8-4CA6-8DB4-7E4F7263C002},Pauloff Harbor,Locality,Place of Interest,Aleutians East Borough,Aleut Corporation,"Aleutian Pribilof Islands Association, Incorporated","Aleutian Pribilof Islands Association, Incorporated",,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,21,066S,090W,S,,
1392817.32885793,826700.976868934,1764,{73B41658-55EE-4E44-B21B-50F5D5DFDBF2},Pennock Island,Locality,Place of Interest,Ketchikan Gateway Borough,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Ketchikan Gateway Borough School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,31,075S,091E,C,,
242078.659367518,1278552.09451601,1765,{429C5FAE-BA2A-438B-8238-B2A9B4C12838},Peters Creek,Locality,Place of Interest,Municipality of Anchorage,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Anchorage School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,Anchorage Economic Development Corporation,Anchorage - 301,3,015N,001W,S,0,0
1261271.08419403,957469.206997323,1766,{BCB15849-7466-46EB-920C-2A9FAE9E93C5},Petersburg,CDP,Place of Interest,Petersburg Borough,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Petersburg Borough School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Petersburg - 110,27,058S,079E,C,43.9,2.2
6464.32051805284,1087714.99978762,1767,{D94A9514-00A6-408A-81D7-C255E1D5B983},Pile Bay,Locality,Place of Interest,Lake and Peninsula Borough,Bristol Bay Native Corporation,Southcentral Foundation,"Bristol Bay Native Association, Incorporated",,Southwest Region,Southwest Maritime,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Iliamna - 320,22,005S,028W,S,,
-409229.750980643,684418.416931698,1768,{0171F9D8-7C44-4712-ABC3-3803E4B09A49},Port Moller,Locality,Place of Interest,Aleutians East Borough,Aleut Corporation,"Aleutian Pribilof Islands Association, Incorporated","Aleutian Pribilof Islands Association, Incorporated",,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,31,048S,072W,S,0,0
82326.9702487032,944400.411622134,1769,{A4CDBE28-3AB2-46EF-86F7-F5EE0286586A},Port William,Locality,Place of Interest,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,33,019S,020W,S,,
271484.34705581,1215610.77163573,1770,{83695BF1-4D27-4C4A-9B1B-BA6F0E0CFB2B},Portage,Locality,Place of Interest,Municipality of Anchorage,"Cook Inlet Region, Incorporated",Southeast Alaska Regional Health Consortium,"Cook Inlet Tribal Council, Incorporated",Anchorage School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,Anchorage Economic Development Corporation,Anchorage - 301,31,009N,003E,S,,
128539.523576058,1026443.46172486,1771,{75E44D8E-7156-485D-AC51-21E01C4EB498},Portlock,Locality,Place of Interest,Kenai Peninsula Borough,Chugach Alaska Corporation,Chugachmiut,Chugachmiut,,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,,Seldovia - 313,24,011S,015W,S,,
224360.135791117,1240678.19966157,1772,{89986F72-9A6B-4DDD-BF4D-8930D0A1ACF3},Rabbit Creek,Locality,Place of Interest,Municipality of Anchorage,"Cook Inlet Region, Incorporated",Native Village of Kwinhagak,"Cook Inlet Tribal Council, Incorporated",Anchorage School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,Anchorage Economic Development Corporation,Anchorage - 301,33,012N,003W,S,,
-570018.040818266,534184.700596148,1773,{1BECD06F-D53F-43D8-BAF3-32AC978D0E27},Sanak,Locality,Place of Interest,Aleutians East Borough,Aleut Corporation,"Aleutian Pribilof Islands Association, Incorporated","Aleutian Pribilof Islands Association, Incorporated",,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,11,066S,091W,S,,
86655.5623414888,951819.343675232,1774,{DA178CFC-0A5C-4599-83B4-D8855FF01E3D},Shuyak Island,Locality,Place of Interest,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,1,019S,020W,S,,
-415909.462429639,601516.901294254,1775,{0B747030-0A9A-4421-8EE6-E0B1DD8E6BAD},Squaw Harbor,Locality,Place of Interest,Aleutians East Borough,Aleut Corporation,Bristol Bay Area Health Corporation,"Aleutian Pribilof Islands Association, Incorporated",,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,17,057S,074W,S,,
252712.317287962,1552963.91925356,1776,{6A1DCF5A-8681-42C4-BCAE-F47535429352},Suntrana,Locality,Place of Interest,Denali Borough,"Doyon, Limited",Yukon-Kuskokwim Health Corporation,Tanana Chiefs Conference,,Interior Region,Continental,Railbelt,Interior Economic Region,,Nenana - 414,24,012S,007W,F,,
1134576.8503073,1087146.62003219,1777,{52C316A4-C26F-4D85-A9F1-53052ACADB8C},Thane,Locality,Place of Interest,City and Borough of Juneau,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Juneau Borough School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Juneau - 101,5,042S,068E,C,,
1331659.79876167,906620.902989972,1778,{CFBF383A-68E8-4345-B6D8-7729D62336C8},Thoms Place,Locality,Place of Interest,City and Borough of Wrangell,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Wrangell - 104,5,066S,086E,C,0,0
34435.7379449168,853438.921480794,1779,{108A3E28-F870-4E59-A0C0-E4AD3078C8C4},Uganik,Locality,Place of Interest,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,22,028S,025W,S,,
74169.3988122847,2156796.67566244,1780,{F7151BB4-DDDE-4160-8F1A-5CDA567A345F},Umiat,Locality,Place of Interest,North Slope Borough,Arctic Slope Regional Corporation,"Arctic Slope Native Association, Limited","Arctic Slope Native Association, Limited",,Northern Region,Arctic,North Slope,Northern Economic Region,,Barrow - 413,9,001S,001W,U,,
-413713.627585073,594748.63386947,1781,{80B8C711-3DBA-4718-8147-ECDCA472623C},Unga,Locality,Place of Interest,Aleutians East Borough,Aleut Corporation,"Aleutian Pribilof Islands Association, Incorporated","Aleutian Pribilof Islands Association, Incorporated",,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,3,058S,074W,S,286.64,
256268.324633774,1554469.2956292,1782,{BDD6F083-947B-49D1-8373-99EB4FAC1EAD},Usibelli,Locality,Place of Interest,Denali Borough,"Doyon, Limited",Yukon-Kuskokwim Health Corporation,Tanana Chiefs Conference,Denali Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,,Nenana - 414,20,012S,006W,F,,
-96.3103919649821,848156.651402393,1783,{3E03E869-3A79-459E-A5A7-8D7A21B1F018},Uyak,Locality,Place of Interest,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,30,029S,029W,S,,
