X,Y,CommunityName,ReportingPeriod,ReportingYear,GasRetailGal,EntityName,ReportingSeason,ReportingDate,AsOfDate,OBJECTID
505210.692464188,1318323.26146793,Chitina,Jul,2021,4.25,Wrangell View Store (Gas) / Crowley (HF/P),Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3053
-227607.668616794,2305095.9767901,Wainwright,Jan,2022,5.11,Olgoonik Corporation,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3197
-227607.668616794,2305095.9767901,Wainwright,Jul,2021,5.11,Olgoonik Corporation,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3097
-227607.668616794,2305095.9767901,Wainwright,Jul,2023,7.87,Olgoonik Corporation,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3497
-227607.668616794,2305095.9767901,Wainwright,Jan,2023,7.87,Olgoonik Corporation,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3397
-227607.668616794,2305095.9767901,Wainwright,Jul,2022,5.11,Olgoonik Corporation,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3297
-944349.868773236,843619.420781122,Saint George,Jul,2023,8.94,Delta Western,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3477
-944349.868773236,843619.420781122,Saint George,Jul,2022,8.11,Delta Western,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3277
-944349.868773236,843619.420781122,Saint George,Jan,2023,8.11,Delta Western,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3377
-944349.868773236,843619.420781122,Saint George,Jan,2022,,Delta Western,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3177
-944349.868773236,843619.420781122,Saint George,Jul,2021,7.38,Delta Western,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3077
297451.122482249,1667250.52584127,Fairbanks,Jul,2022,5.49,Alaska Petroleum (HF)/University Chevron (Gas/P),Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3226
297451.122482249,1667250.52584127,Fairbanks,Jul,2021,3.75,Alaska Petroleum (HF)/University Chevron (Gas/P),Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3063
297451.122482249,1667250.52584127,Fairbanks,Jan,2022,3.85,Alaska Petroleum (HF)/University Chevron (Gas/P),Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3126
297451.122482249,1667250.52584127,Fairbanks,Jul,2023,4.49,University Chevron,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3426
297451.122482249,1667250.52584127,Fairbanks,Jan,2023,3.49,Alaska Petroleum,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3326
-255124.356889429,1013454.33727143,Dillingham,Jul,2021,5.17,Delta Western (HF/G) / Bristol Alliance Fuel (P),Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3060
-255124.356889429,1013454.33727143,Dillingham,Jan,2022,5.06,Delta Western (HF/G) / Bristol Alliance Fuel (P),Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3123
-255124.356889429,1013454.33727143,Dillingham,Jul,2023,6.76,Delta Western,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3423
-255124.356889429,1013454.33727143,Dillingham,Jul,2022,6.48,Delta Western (HF/G) / Bristol Alliance Fuel (P),Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3223
-255124.356889429,1013454.33727143,Dillingham,Jan,2023,6.44,Delta Western,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3323
-130178.283503762,2281005.01007065,Atqasuk,Jan,2023,6.78,North Slope Borough,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3311
-130178.283503762,2281005.01007065,Atqasuk,Jul,2022,6.78,North Slope Borough,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3211
-130178.283503762,2281005.01007065,Atqasuk,Jan,2022,4.1,North Slope Borough,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3111
-130178.283503762,2281005.01007065,Atqasuk,Jul,2021,4.1,North Slope Borough,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3048
-130178.283503762,2281005.01007065,Atqasuk,Jul,2023,9.02,North Slope Borough,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3411
399600.549366245,2270028.55604022,Kaktovik,Jul,2021,5.5,Kaktovik Inupiat Corporation,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3009
399600.549366245,2270028.55604022,Kaktovik,Jul,2023,7.5,Kaktovik Inupiat Corporation,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3443
399600.549366245,2270028.55604022,Kaktovik,Jan,2023,7.5,Kaktovik Inupiat Corporation,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3343
399600.549366245,2270028.55604022,Kaktovik,Jul,2022,5.5,Kaktovik Inupiat Corporation,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3243
399600.549366245,2270028.55604022,Kaktovik,Jan,2022,5.5,Kaktovik Inupiat Corporation,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3143
-447900.339245922,689960.464606835,Nelson Lagoon,Jul,2023,6.54,Nelson Lagoon Enterprises,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3458
-447900.339245922,689960.464606835,Nelson Lagoon,Jan,2023,6.54,Nelson Lagoon Enterprises,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3358
-447900.339245922,689960.464606835,Nelson Lagoon,Jan,2022,5.45,Nelson Lagoon Enterprises,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3158
-447900.339245922,689960.464606835,Nelson Lagoon,Jul,2022,6.54,Nelson Lagoon Enterprises,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3258
-447900.339245922,689960.464606835,Nelson Lagoon,Jul,2021,5.5,Nelson Lagoon Enterprises,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3024
-272640.696692714,708170.914671806,Chignik,Jul,2023,6.98,Trident,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3415
-272640.696692714,708170.914671806,Chignik,Jul,2022,4.97,City of Chignik (HF)/Trident (Gas/P),Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3215
-272640.696692714,708170.914671806,Chignik,Jan,2022,3.92,City of Chignik (HF)/Trident (Gas/P),Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3115
-272640.696692714,708170.914671806,Chignik,Jul,2021,3.63,City of Chignik (HF)/Trident (Gas/P),Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3052
-272640.696692714,708170.914671806,Chignik,Jan,2023,6.98,City of Chignik,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3315
-529656.810844552,593924.882474006,King Cove,Jan,2022,4.74,Peter Pan Seafood,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3146
-529656.810844552,593924.882474006,King Cove,Jul,2021,3.87,Peter Pan Seafood,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3012
-529656.810844552,593924.882474006,King Cove,Jul,2023,5.34,Peter Pan Seafood,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3446
-529656.810844552,593924.882474006,King Cove,Jan,2023,5.78,Peter Pan Seafood,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3346
-529656.810844552,593924.882474006,King Cove,Jul,2022,6.3,Peter Pan Seafood,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3246
-310203.95042872,1891560.16964191,Noorvik,Jul,2021,5.2,Noorvik Native Store,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3028
-310203.95042872,1891560.16964191,Noorvik,Jul,2023,7.21,Noorvik Native Store,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3462
-310203.95042872,1891560.16964191,Noorvik,Jan,2023,9.01,Noorvik Native Store,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3362
-310203.95042872,1891560.16964191,Noorvik,Jul,2022,9.01,Noorvik Native Store,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3262
-310203.95042872,1891560.16964191,Noorvik,Jan,2022,5.2,Noorvik Native Store,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3162
-447479.312091524,1667267.50587921,White Mountain,Jul,2022,6.37,White Mountain Native Store,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3299
-447479.312091524,1667267.50587921,White Mountain,Jan,2022,4.04,White Mountain Native Store,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3199
-447479.312091524,1667267.50587921,White Mountain,Jul,2021,3.13,White Mountain Native Store,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3099
-447479.312091524,1667267.50587921,White Mountain,Jul,2023,5.2,White Mountain Native Store,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3499
-447479.312091524,1667267.50587921,White Mountain,Jan,2023,6.31,White Mountain Native Store,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3399
-281947.629636162,1904401.94665282,Kiana,Jul,2023,5.15,City of Kiana,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3445
-281947.629636162,1904401.94665282,Kiana,Jan,2023,7.98,City of Kiana,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3345
-281947.629636162,1904401.94665282,Kiana,Jan,2022,6.7,City of Kiana,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3145
-281947.629636162,1904401.94665282,Kiana,Jul,2022,7.98,City of Kiana,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3245
-281947.629636162,1904401.94665282,Kiana,Jul,2021,6.18,City of Kiana,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3011
-441451.852918794,1110782.82189395,Quinhagak,Jul,2023,6.99,Qanirtuuq Corporation,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3474
-441451.852918794,1110782.82189395,Quinhagak,Jan,2023,6.99,Qanirtuuq Corporation,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3374
-441451.852918794,1110782.82189395,Quinhagak,Jul,2022,6.6,Qanirtuuq Corporation,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3274
-441451.852918794,1110782.82189395,Quinhagak,Jan,2022,4.92,Qanirtuuq Corporation,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3174
-441451.852918794,1110782.82189395,Quinhagak,Jul,2021,4.92,Qanirtuuq Corporation,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3074
-805515.136213651,1625678.78277187,Savoonga,Jul,2022,5.75,ANICA (Savoonga Native Store),Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3280
-805515.136213651,1625678.78277187,Savoonga,Jan,2022,5.72,ANICA (Savoonga Native Store),Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3180
-805515.136213651,1625678.78277187,Savoonga,Jul,2021,5.72,ANICA (Savoonga Native Store),Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3080
-805515.136213651,1625678.78277187,Savoonga,Jul,2023,5.75,ANICA (Savoonga Native Store),Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3480
-805515.136213651,1625678.78277187,Savoonga,Jan,2023,5.75,ANICA (Savoonga Native Store),Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3380
-410655.966695141,1531965.84908907,Stebbins,Jan,2022,5.37,Tapraq Fuel Company,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3185
-410655.966695141,1531965.84908907,Stebbins,Jul,2021,5.27,Tapraq Fuel Company,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3085
-410655.966695141,1531965.84908907,Stebbins,Jul,2023,5.67,Tapraq Fuel Company,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3485
-410655.966695141,1531965.84908907,Stebbins,Jan,2023,5.62,Tapraq Fuel Company,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3385
-410655.966695141,1531965.84908907,Stebbins,Jul,2022,5.62,Tapraq Fuel Company,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3285
-480768.456775202,1486120.89410419,Kotlik,Jul,2022,7.73,Kotlik Yupik Enterprises,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3249
-480768.456775202,1486120.89410419,Kotlik,Jan,2022,6.33,Kotlik Yupik Enterprises,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3149
-480768.456775202,1486120.89410419,Kotlik,Jul,2021,5,Kotlik Yupik Enterprises,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3015
-480768.456775202,1486120.89410419,Kotlik,Jul,2023,8.33,Kotlik Yupik Enterprises,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3449
-480768.456775202,1486120.89410419,Kotlik,Jan,2023,7.96,Kotlik Yupik Enterprises,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3349
1110.1843822052,837018.823366526,Larsen Bay,Jul,2023,6.7,City of Larsen Bay,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3453
1110.1843822052,837018.823366526,Larsen Bay,Jan,2023,6.03,City of Larsen Bay,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3353
1110.1843822052,837018.823366526,Larsen Bay,Jul,2022,5.41,City of Larsen Bay,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3253
1110.1843822052,837018.823366526,Larsen Bay,Jan,2022,4.84,City of Larsen Bay,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3153
1110.1843822052,837018.823366526,Larsen Bay,Jul,2021,4.27,City of Larsen Bay,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3019
-861997.814284141,1650244.02734943,Gambell,Jan,2022,5.72,ANICA (Gambell Native Store),Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3128
-861997.814284141,1650244.02734943,Gambell,Jul,2021,5.55,ANICA (Gambell Native Store),Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3065
-861997.814284141,1650244.02734943,Gambell,Jul,2023,5.92,ANICA (Gambell Native Store),Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3428
-861997.814284141,1650244.02734943,Gambell,Jan,2023,5.92,ANICA (Gambell Native Store),Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3328
-861997.814284141,1650244.02734943,Gambell,Jul,2022,5.75,ANICA (Gambell Native Store),Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3228
1036362.75188977,1023817.93801456,Pelican,Jul,2022,6.45,Pelican Fuel,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3268
1036362.75188977,1023817.93801456,Pelican,Jan,2022,5.12,Pelican Fuel,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3168
1036362.75188977,1023817.93801456,Pelican,Jul,2021,5.08,Pelican Fuel,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3034
1036362.75188977,1023817.93801456,Pelican,Jul,2023,5.44,Pelican Fuel,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3468
1036362.75188977,1023817.93801456,Pelican,Jan,2023,7.09,Pelican Fuel,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3368
-307074.484708072,1451345.5736835,Grayling,Jul,2023,8,HYL Grayling Fuel Company,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3432
-307074.484708072,1451345.5736835,Grayling,Jan,2023,9,HYL Grayling Fuel Company,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3332
-307074.484708072,1451345.5736835,Grayling,Jul,2022,9.5,HYL Grayling Fuel Company,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3232
-307074.484708072,1451345.5736835,Grayling,Jan,2022,,HYL Grayling Fuel Company,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3132
-307074.484708072,1451345.5736835,Grayling,Jul,2021,5.25,HYL Grayling Fuel Company,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3069
94894.1751459759,2021732.21131396,Anaktuvuk Pass,Jul,2022,9.31,North Slope Borough,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3204
94894.1751459759,2021732.21131396,Anaktuvuk Pass,Jan,2022,7.2,North Slope Borough,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3104
94894.1751459759,2021732.21131396,Anaktuvuk Pass,Jul,2021,7.2,North Slope Borough,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3041
94894.1751459759,2021732.21131396,Anaktuvuk Pass,Jul,2023,7.12,North Slope Borough,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3404
94894.1751459759,2021732.21131396,Anaktuvuk Pass,Jan,2023,9.31,North Slope Borough,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3304
88385.3853077032,881147.13012034,Ouzinkie,Jul,2021,3.6,Ouzinkie Native Corporation,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3033
88385.3853077032,881147.13012034,Ouzinkie,Jul,2023,5.7,Ouzinkie Native Corporation,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3467
88385.3853077032,881147.13012034,Ouzinkie,Jan,2023,6.44,Ouzinkie Native Corporation,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3367
88385.3853077032,881147.13012034,Ouzinkie,Jul,2022,6.18,Ouzinkie Native Corporation,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3267
88385.3853077032,881147.13012034,Ouzinkie,Jan,2022,5.11,Ouzinkie Native Corporation,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3167
128947.580591873,1051951.17416714,Seldovia,Jan,2023,6.39,Seldovia Fuel and Lube,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3382
128947.580591873,1051951.17416714,Seldovia,Jul,2022,6.77,Seldovia Fuel and Lube,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3282
128947.580591873,1051951.17416714,Seldovia,Jan,2022,4.99,Seldovia Fuel and Lube,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3182
128947.580591873,1051951.17416714,Seldovia,Jul,2021,4.99,Seldovia Fuel and Lube,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3082
128947.580591873,1051951.17416714,Seldovia,Jul,2023,6.32,Seldovia Fuel and Lube,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3482
244851.204268498,1554216.24330167,Healy,Jan,2023,3.7,Vitus,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3334
244851.204268498,1554216.24330167,Healy,Jul,2021,3.5,Fisher Fuel,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3071
244851.204268498,1554216.24330167,Healy,Jul,2023,4.18,Fisher Fuel,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3434
244851.204268498,1554216.24330167,Healy,Jul,2022,4.95,Fisher Fuel,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3234
244851.204268498,1554216.24330167,Healy,Jan,2022,3.59,Fisher Fuel,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3134
95027.5224326542,866747.9369809,Kodiak,Jul,2023,4.78,Petro Express,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3447
95027.5224326542,866747.9369809,Kodiak,Jul,2022,5.68,Petro Express (Gas) / Petro Marine (HF),Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3247
95027.5224326542,866747.9369809,Kodiak,Jan,2022,3.78,Petro Express (Gas) / Petro Marine (HF),Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3147
95027.5224326542,866747.9369809,Kodiak,Jul,2021,3.53,Petro Express (Gas) / Petro Marine (HF),Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3013
95027.5224326542,866747.9369809,Kodiak,Jan,2023,5.68,Petro Marine,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3347
-578884.171153793,1762943.25312878,Brevig Mission,Jul,2023,7.16,Brevig Mission Native Store,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3413
-578884.171153793,1762943.25312878,Brevig Mission,Jan,2023,7.16,Brevig Mission Native Store,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3313
-578884.171153793,1762943.25312878,Brevig Mission,Jul,2022,7.16,Brevig Mission Native Store,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3213
-578884.171153793,1762943.25312878,Brevig Mission,Jan,2022,4.18,Brevig Mission Native Store,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3113
-578884.171153793,1762943.25312878,Brevig Mission,Jul,2021,3.91,Brevig Mission Native Store,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3050
-136929.048131091,1645322.79517116,Galena,Jul,2023,8.79,Galena Liquor Store,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3427
-136929.048131091,1645322.79517116,Galena,Jul,2022,9.79,Crowley Marine (HF/P) / Galena Liquor Store (G),Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3227
-136929.048131091,1645322.79517116,Galena,Jul,2021,6,Crowley Marine (HF/P) / Galena Liquor Store (G),Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3064
-136929.048131091,1645322.79517116,Galena,Jan,2022,6.9,Crowley Marine (HF/P) / Galena Liquor Store (G),Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3127
-136929.048131091,1645322.79517116,Galena,Jan,2023,10.08,Crowley Marine,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3327
-332652.664299918,1562728.30203533,Unalakleet,Jul,2022,7.04,Unalakleet Native Corporation,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3292
-332652.664299918,1562728.30203533,Unalakleet,Jan,2022,5.46,Unalakleet Native Corporation,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3192
-332652.664299918,1562728.30203533,Unalakleet,Jul,2021,4.19,Unalakleet Native Corporation,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3092
-332652.664299918,1562728.30203533,Unalakleet,Jul,2023,7.04,Unalakleet Native Corporation,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3492
-332652.664299918,1562728.30203533,Unalakleet,Jan,2023,6.97,Unalakleet Native Corporation,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3392
-101341.337283207,2367854.79997794,Utqiagvik,Jul,2022,5.8,Eskimos Inc.,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3295
-101341.337283207,2367854.79997794,Utqiagvik,Jan,2023,7.3,Eskimos Inc.,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3395
-101341.337283207,2367854.79997794,Utqiagvik,Jul,2021,5.5,Eskimos Inc.,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3095
-101341.337283207,2367854.79997794,Utqiagvik,Jan,2022,5.8,Eskimos Inc.,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3195
-101341.337283207,2367854.79997794,Utqiagvik,Jul,2023,7.25,Eskimos Inc.,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3495
409518.872278663,1262298.70131742,Valdez,Jul,2023,4.94,Cap'n Joe's,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3496
409518.872278663,1262298.70131742,Valdez,Jan,2023,4.5,Crowley,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3396
409518.872278663,1262298.70131742,Valdez,Jul,2022,5.61,Cap'n Joe's (Gas) / Crowley (HF/P),Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3296
409518.872278663,1262298.70131742,Valdez,Jul,2021,3.97,Cap'n Joe's (Gas) / Crowley (HF/P),Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3096
409518.872278663,1262298.70131742,Valdez,Jan,2022,4.2,Cap'n Joe's (Gas) / Crowley (HF/P),Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3196
354055.304168875,2041227.33626006,Arctic Village,Jul,2021,8,Arctic Village Traditional Council,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3045
354055.304168875,2041227.33626006,Arctic Village,Jul,2023,10,Arctic Village Traditional Council,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3408
354055.304168875,2041227.33626006,Arctic Village,Jan,2023,,Arctic Village Traditional Council,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3308
354055.304168875,2041227.33626006,Arctic Village,Jul,2022,10,Arctic Village Traditional Council,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3208
354055.304168875,2041227.33626006,Arctic Village,Jan,2022,8,Arctic Village Traditional Council,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3108
-70886.7990080763,1642768.92037799,Ruby,Jan,2023,7.75,Dineega Fuel Company,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3375
-70886.7990080763,1642768.92037799,Ruby,Jul,2022,5.5,Dineega Fuel Company,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3275
-70886.7990080763,1642768.92037799,Ruby,Jan,2022,5.5,Dineega Fuel Company,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3175
-70886.7990080763,1642768.92037799,Ruby,Jul,2021,4.75,Dineega Fuel Company,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3075
-70886.7990080763,1642768.92037799,Ruby,Jul,2023,7.75,Dineega Fuel Company,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3475
-110126.419518891,1751240.80768989,Huslia,Jul,2021,6,Huslia Gas & Oil,Summer,2021/07/20 08:00:00+00,2021/08/23 08:00:00+00,3006
-110126.419518891,1751240.80768989,Huslia,Jan,2023,6,Huslia Gas & Oil,Winter,2023/02/15 09:00:00+00,2023/02/15 09:00:00+00,3340
-110126.419518891,1751240.80768989,Huslia,Jul,2022,6,Huslia Gas & Oil,Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3240
-110126.419518891,1751240.80768989,Huslia,Jan,2022,,Huslia Gas & Oil,Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3140
-110126.419518891,1751240.80768989,Huslia,Jul,2023,6,Huslia Gas and Oil,Summer,2023/08/15 08:00:00+00,2023/08/15 08:00:00+00,3440
1326319.36788725,846815.094827237,Thorne Bay,Jul,2022,6.36,Bayview (Gas) / Petro  Marine (HF/P),Summer,2022/08/15 08:00:00+00,2022/08/15 08:00:00+00,3288
1326319.36788725,846815.094827237,Thorne Bay,Jan,2022,4.37,Bayview (Gas) / Petro  Marine (HF/P),Winter,2022/02/28 09:00:00+00,2022/02/28 09:00:00+00,3188
