X,Y,OBJECTID,EntityName,EntityType,AlternateName,Address,City,State,Phone,AltPhone,Fax,WebSite,Email,CommunityName,ZIPCode,AltFax,AsOfDate
-422940.310617769,1348502.68131537,1284,Native Village of Marshall,Federally Recognized Tribe,Fortuna Ledge,PO Box 110,Marshall,AK,+1 (907) 679-6302,,+1 (907) 679-6187,,"john_andrewmlltc@gci.net; nandrewmlltc@gci.net; ruth_fitkamlltc@gci.net; sectreasmlltc@gmail.com",Marshall,99585,,2023/03/01 09:00:00+00
-431920.832844917,1649447.70853771,1285,Chinik Eskimo Community,Federally Recognized Tribe,Golovin,PO Box 62020,Golovin,AK,+1 (907) 779-2214,,+1 (907) 779-2829,http://www.kawerak.org,"dbrown@kawerak.org; tc.glv@kawerak.org",Golovin,99762,,2023/03/01 09:00:00+00
14234.2529236914,761503.273809106,1286,Kaguyak Village,Federally Recognized Tribe,,PO Box 5078,Akhiok,AK,+1 (907) 836-2231,,+1 (907) 836-2345,,pamodo_98@yahoo.com,Kaguyak,99615,,2023/03/01 09:00:00+00
-602751.944810066,580773.162306054,1287,Native Village of False Pass,Federally Recognized Tribe,,PO Box 29,False Pass,AK,+1 (907) 548-2227,,+1 (208) 988-2959,http://www.apiai.org/tribes/false-pass/,fptribaloffice@gmail.com,False Pass,99583,,2023/03/01 09:00:00+00
-104231.378830169,1448041.67138072,1288,Takotna Village,Federally Recognized Tribe,,PO TYC,Takotna,AK,+1 (907) 298-2212,,+1 (907) 298-2314,,"takotnatribalcouncil@gmail.com; lynn_goods@yahoo.com",Takotna,99675,,2023/03/01 09:00:00+00
-556950.421676264,1147348.56010866,1289,Native Village of Kipnuk,Federally Recognized Tribe,,PO Box 57,Kipnuk,AK,+1 (907) 896-5515,,+1 (907) 896-5240,,qipneq.5515@gmail.com,Kipnuk,99614,,2023/03/01 09:00:00+00
57878.2758713154,1844678.35876887,1290,Alatna Village,Federally Recognized Tribe,,PO Box 70,Allakaket,AK,+1 (907) 968-2261,,+1 (907) 968-2305,,alatnatribe@gmail.com,Alatna,99720,,2023/03/01 09:00:00+00
456374.663768268,1199932.15296536,1291,Native Village of Eyak,Federally Recognized Tribe,Cordova,PO Box 1388,Cordova,AK,+1 (907) 424-7738,,+1 (907) 424-7739,http://www.eyak-nsn.gov,"reyna@eyak-nsn.gov; matt.piche@eyak-nsn.gov",Eyak,99574-1388,,2023/03/01 09:00:00+00
490069.88529105,1557800.84393968,1292,Village of Dot Lake,Federally Recognized Tribe,,PO Box 2279,Dot Lake,AK,+1 (907) 882-2695,,+1 (907) 882-5558,,"karla.champagne@tananachiefs.org; akjules@hotmail.com; rlhamilton@alaska.edu; ridge@gci.net",Dot Lake Village,99737-2279,,2023/03/01 09:00:00+00
-76596.8081681895,1264712.66721315,1293,Lime Village,Federally Recognized Tribe,,PO Box LVD,McGrath,AK,+1 (907) 526-5236,,+1 (907) 526-5235,,limevillage@gmail.com,Lime Village,99627,,2023/03/01 09:00:00+00
1261269.79662122,957469.307075079,1294,Petersburg Indian Association,Federally Recognized Tribe,,PO Box 1418,Petersburg,AK,+1 (907) 772-3636,,+1 (907) 772-3637,,"barrymorrison@piatribal.org; accountant@piatribal.org; tribaladmin@piatribal.org; officeassistant@piatribal.org",Petersburg,99833,,2023/03/01 09:00:00+00
-364121.721021177,1024741.90872815,1295,Traditional Village of Togiak,Federally Recognized Tribe,,PO Box 310,Togiak,AK,+1 (907) 493-5003,,+1 (907) 493-5005,,"tuyuryaq14@gmail.com; togiakpresident@gmail.com",Togiak,99678,,2023/03/01 09:00:00+00
-299105.785032805,1371169.45586611,1296,Holy Cross Village,Federally Recognized Tribe,,PO Box 89,Holy Cross,AK,+1 (907) 476-7124,,+1 (907) 476-7132,http://www.holycrosstribe.org,"eugene.paul@tananachiefs.org; tessiana.paul@tananachiefs.org",Holy Cross,99602,,2023/03/01 09:00:00+00
1403403.93163677,807389.271110538,1297,Metlakatla Indian Community Annette Island Reserve,Federally Recognized Tribe,,PO Box 8,Metlakatla,AK,+1 (907) 886-4441,,+1 (907) 886-3338,http://www.metlakatla.com,mayor@metlakatla.com,Metlakatla,99926-0008,,2023/03/01 09:00:00+00
-11728.6383307783,1787572.13992937,1298,Hughes Village,Federally Recognized Tribe,,PO Box 45029,Hughes,AK,+1 (907) 889-2239,,+1 (907) 889-2252,,"ella.sam@tananachiefs.org; eileen.jackson@tananachiefs.org",Hughes,99745,,2023/03/01 09:00:00+00
-1366063.79757625,452267.170700528,1299,Native Village of Atka,Federally Recognized Tribe,,PO Box 47030,Atka,AK,+1 (907) 839-2229,,+1 (907) 839-2269,,"atkaira@gci.net; atkairapresident@gmail.com",Atka,99547,,2023/03/01 09:00:00+00
145419.401007554,1184299.98662629,1300,Village of Salamatoff,Federally Recognized Tribe,,PO Box 2682,Kenai,AK,+1 (907) 283-7864,,+1 (907) 283-6470,,"snainc@alaska.net; emorrison@salamatoftribe.org; cmonfor@salamatof.com",Salamatof,99611,,2023/03/01 09:00:00+00
95026.27985464,866748.071608713,1301,Sun'aq Tribe of Kodiak,Federally Recognized Tribe,Shoonaq' Tribe of Kodiak,312 West Marine Way,Kodiak,AK,+1 (907) 486-4449,,+1 (907) 486-3361,http://www.sunaq.org,"ceo@sunaq.org; execadmin@sunaq.org",Kodiak,99615,,2023/03/01 09:00:00+00
97440.5677708763,865270.267010627,1302,Tangirnaq Native Village,Federally Recognized Tribe,Lesnoi Village (aka Woody Island),3449 East Rezanof Drive,Kodiak,AK,+1 (907) 486-9872,,+1 (907) 486-4829,http://www.woodyisland.com,"info@woodyisland.com; audrey.gugel@kodiakhealthcare.org",Woody Island,99615,,2023/03/01 09:00:00+00
-101342.589397113,2367854.81608432,1303,Inupiat Community of the Arctic Slope,Federally Recognized Tribe,,PO Box 934,Barrow,AK,+1 (907) 852-4227,,+1 (907) 852-4246,http://www.inupiatgov.com,"golemaun@hotmail.com; doreen.lampe@inupiatgov.com; morrie.lemen@icas-nsn.gov; lottie.jones@icas-nsn.gov",Utqiagvik,99723,,2023/03/01 09:00:00+00
1296631.56988456,821637.681263856,1304,Klawock Cooperative Association,Federally Recognized Tribe,,PO Box 430,Klawock,AK,+1 (907) 755-2265,,+1 (907) 755-8800,,tribaladmin@klawocktribe.org,Klawock,99925-0430,,2023/03/01 09:00:00+00
-334223.240936744,1300232.63111299,1305,Village of Kalskag,Federally Recognized Tribe,Native Village of Kalskag,PO Box 50,Kalskag,AK,+1 (907) 471-2207,,+1 (907) 471-2399,,"kalskagtribal@yahoo.com; jdorris@kuspuk.org",Upper Kalskag,99607,,2023/03/01 09:00:00+00
477049.511091391,1432884.65986376,1306,Cheesh-Na Tribe,Federally Recognized Tribe,Native Village of Chistochina,PO Box 241,Gakona,AK,+1 (907) 822-3503,,+1 (907) 822-5179,http://www.cheeshna.com,"tribaladmin@cheeshna.com; kmorris@cheeshna.com; dboston@cheeshna.com",Chistochina,99586,,2023/03/01 09:00:00+00
-394185.079115077,1652848.70247964,1307,Native Village of Elim,Federally Recognized Tribe,Elim IRA,PO Box 39070,Elim,AK,+1 (907) 890-3737,,+1 (907) 890-3738,,tc.eli@kawerak.org,Elim,99739,,2023/03/01 09:00:00+00
-175320.955968824,1662762.33659879,1308,Koyukuk Native Village,Federally Recognized Tribe,,PO Box 109,Koyukuk,AK,+1 (907) 927-2253,,+1 (907) 927-2220,,"kathryn.folger@tananachiefs.org; mineelghaadzetoh@outlook.com",Koyukuk,99754,,2023/03/01 09:00:00+00
-421582.787178627,1217808.78826865,1309,Oscarville Traditional Village,Federally Recognized Tribe,,PO Box 6129,Napaskiak,AK,+1 (907) 737-7099,,+1 (907) 737-7428,,mstevens@avcp.org,Oscarville,99559,,2023/03/01 09:00:00+00
1012027.38837764,1184049.09555054,1310,Chilkat Indian Village,Federally Recognized Tribe,Klukwan,HC 60 Box 2207,Haines,AK,+1 (907) 767-5505,,+1 (907) 767-5518,http://www.chilkat-nsn.gov,"klukwan@chilkat-nsn.gov; bwillard@chilkat-nsn.gov",Klukwan,99827,,2023/03/01 09:00:00+00
-766481.088033544,525927.941681311,1311,Native Village of Akutan,Federally Recognized Tribe,,PO Box 89,Akutan,AK,+1 (907) 698-2300,,+1 (907) 698-2301,,"chulka052@msn.com; qigiigun.tribe@outlook.com; jessiec@qigiigun.com",Akutan,99553-0089,,2023/03/01 09:00:00+00
-420789.472216209,1216092.39865664,1312,Native Village of Napaskiak,Federally Recognized Tribe,,PO Box 6009,Napaskiak,AK,+1 (907) 737-7364,,+1 (907) 737-7039,,swilliams@napaskiak.org,Napaskiak,99559,,2023/03/01 09:00:00+00
-358379.619633952,1025834.46710817,1313,Twin Hills Village,Federally Recognized Tribe,,PO Box TWA,Twin Hills,AK,+1 (907) 525-4821,,+1 (907) 525-4822,,"piipital@hotmail.com; wilutsik@outlook.com; beverlyc60@outlook.com; twinhillsadmin@bbna.com",Twin Hills,99576-8996,,2023/03/01 09:00:00+00
-163066.161959473,1016558.07315774,1314,Levelock Village,Federally Recognized Tribe,,PO Box 70,Levelock,AK,+1 (907) 287-3030,,+1 (907) 287-3032,,"levelockasstmgr@gmail.com; levelockadmin@bbna.com",Levelock,99625,,2023/03/01 09:00:00+00
605917.738356754,1500893.82224667,1315,Northway Village,Federally Recognized Tribe,,PO Box 516,Northway,AK,+1 (907) 778-2311,,+1 (907) 778-2220,http://www.northwayvillagecouncil.org,"nicholr@aptalaska.net; nvcta@aptalaska.net",Northway Village,99764,,2023/03/01 09:00:00+00
-346518.522618255,1617843.84290081,1316,Native Village of Shaktoolik,Federally Recognized Tribe,,PO Box 100,Shaktoolik,AK,+1 (907) 955-3701,,+1 (907) 955-2352,,ksagoonick@kawerak.org,Shaktoolik,99771-0100,,2023/03/01 09:00:00+00
-175288.312258999,1316026.27963292,1317,Village of Red Devil,Federally Recognized Tribe,,PO Box 61,Red Devil,AK,+1 (907) 447-3223,,+1 (907) 447-3224,,reddeviltribe@yahoo.com,Red Devil,99656,,2023/03/01 09:00:00+00
66074.8030919999,874380.191229062,1318,Native Village of Port Lions,Federally Recognized Tribe,,PO Box 69,Port Lions,AK,+1 (907) 454-2234,,+1 (907) 454-2434,http://www.nativevillageofportlions.org,"nativevillageofportlions@gmail.com; nnelson@portlionstribe.org; administrator@portlionstribe.org",Port Lions,99550,,2023/03/01 09:00:00+00
-136054.6819512,1314824.03626823,1319,Village of Stony River,Federally Recognized Tribe,,PO Box SRV,Stony River,AK,+1 (907) 537-3258,,+1 (907) 537-3254,,stony.river@yahoo.com,Stony River,99557,,2023/03/01 09:00:00+00
