X,Y,OBJECTID,CommunityName,Resource,DataYear,Units,ReportedNo_inUnits,Reported_Lbs,AvgHH_Lbs,EstNo_inUnits,LowerCIAmt,UpperCLAmt,Estimated_Lbs,LowerCI_Lbs,UpperCI_Lbs,PerCapita_Harvest,CI_95Pcnt,created_user,created_date,last_edited_user,last_edited_date,GlobalID,Percent_HH_AttemptingHarvest,Percent_HH_Using,Percent_Harvest,Percent_HH_GiveAway,Percent_HH_Received,Conversion_Units_to_Pounds
-17063460.2332565,7803865.32814964,10978,Old Harbor,Chinook Salmon,2004,Ind.,6,44.2,1.5,15,6,34,117,44,255,0.9,1.18,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{36E2A32C-DB27-4C2E-B9D3-06F50C10D384},10.3,34.5,6.9,17.2,31,7.36
-17063460.2332565,7803865.32814964,10979,Old Harbor,Pink Salmon,2004,Ind.,843,2182.7,75.3,2237,1289,3185,5795,3339,8251,43.3,0.42,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{3B26542E-2691-467B-95D3-76963424A5FA},72.4,82.8,65.5,72.4,48.3,2.59
-17063460.2332565,7803865.32814964,10980,Old Harbor,Sockeye Salmon,2004,Ind.,1302,5170.6,178.3,3458,1987,4928,13728,7891,19566,102.5,0.42,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{66D7A803-F217-4B40-96CE-083A905AB558},82.8,93.1,79.3,65.5,55.2,3.97
-17063460.2332565,7803865.32814964,10981,Old Harbor,Non-Salmon Fish,2004, ,9,25,0.9,23,9,62,66,25,173,0.5,1.61,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{D7409118-6EBC-4E4F-8FE2-F481C7676ED9},6.9,3.4,3.4,0,0,
-17063460.2332565,7803865.32814964,10982,Old Harbor,Char,2004, ,6,8.4,0.3,15,6,41,22,8,58,0.2,1.61,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{58D2834B-FDFB-4E31-ADB5-168B893DC6B0},3.4,3.4,3.4,0,0,
-17063460.2332565,7803865.32814964,10983,Old Harbor,Dolly Varden,2004,Ind.,6,8.4,0.3,15,6,41,22,8,58,0.2,1.61,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{11C231A9-7026-497E-BE3F-AF11610BD777},3.4,3.4,3.4,0,0,1.4
-17063460.2332565,7803865.32814964,10984,Old Harbor,Grayling,2004,Ind.,0,0,0,0,0,0,0,0,0,0,0,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{ECFB3E0A-0F26-4DDD-BB6F-ABC61145AD99},0,0,0,0,0,0.7
-17063460.2332565,7803865.32814964,10985,Old Harbor,Trout,2004, ,3,16.6,0.6,8,3,20,44,16,115,0.3,1.61,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{0BFB30E6-0E1E-4F84-A07E-9642CA6A0ED0},6.9,3.4,3.4,0,0,
-17063460.2332565,7803865.32814964,10986,Old Harbor,Rainbow Trout,2004,Ind.,0,0,0,0,0,0,0,0,0,0,0,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{CAD70B06-B0E7-43F1-8181-EE750606F5BF},3.4,0,0,0,0,1.4
-17063460.2332565,7803865.32814964,10987,Old Harbor,Steelhead,2004,Ind.,3,16.6,0.6,8,3,20,44,16,115,0.3,1.61,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{80F167F5-E789-44BB-8B1D-9D814C53CDD2},6.9,3.4,3.4,0,0,5.53
-17063460.2332565,7803865.32814964,10988,Old Harbor,Fish,2005, ,4984,21779.6,444.5,7628,6035,9221,33336,26374,40297,162.5,0.2,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{409FFB88-A32E-46F8-884C-E37B4A34B05C},79.6,95.9,79.6,75.5,77.6,
-17063460.2332565,7803865.32814964,10989,Old Harbor,Salmon,2005, ,4953,21703.2,442.9,7580,5988,9173,33219,26239,40198,162,0.21,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{75E663FA-8B4A-439F-B643-492856C3BBC7},79.6,95.9,79.6,75.5,77.6,
-17063460.2332565,7803865.32814964,10990,Old Harbor,Chum Salmon,2005,Ind.,238,1260.1,25.7,363,237,492,1928,1260,2609,9.4,0.35,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{8C9A048E-02EC-48B3-A200-5803D3A01616},34.7,38.8,34.7,26.5,20.4,5.3
-17063460.2332565,7803865.32814964,10991,Old Harbor,Coho Salmon,2005,Ind.,1728,9936,202.8,2644,2066,3223,15208,11879,18537,74.1,0.21,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{DABA9A99-A311-4590-A29A-624293EE215D},79.6,93.9,79.6,69.4,59.2,5.75
-17063460.2332565,7803865.32814964,10992,Old Harbor,Chinook Salmon,2005,Ind.,120,883.2,18,183,120,303,1351,883,2232,6.6,0.65,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{F88FFC9A-11A6-45B6-A2C8-10629961F545},18.4,55.1,16.3,22.4,51,7.36
-17063460.2332565,7803865.32814964,10993,Old Harbor,Pink Salmon,2005,Ind.,1274,3299.7,67.3,1950,1415,2484,5050,3666,6434,24.6,0.27,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{136D699F-BD20-4393-AD25-57CEF30A1A6C},57.1,77.6,57.1,51,55.1,2.59
-17063460.2332565,7803865.32814964,10994,Old Harbor,Sockeye Salmon,2005,Ind.,1593,6324.2,129.1,2438,1756,3119,9679,6974,12385,47.2,0.27,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{84B62902-07AB-4AD4-A5B9-8C71FC8BDDBE},61.2,89.8,61.2,61.2,61.2,3.97
-17063460.2332565,7803865.32814964,10995,Old Harbor,Non-Salmon Fish,2005, ,31,76.4,1.6,47,31,73,117,76,182,0.6,0.55,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{507A6A6D-EBFB-44F7-96A4-6E2D1D9FE2B3},14.3,18.4,14.3,6.1,4.1,
-17063460.2332565,7803865.32814964,10996,Old Harbor,Char,2005, ,23,32.2,0.7,35,23,61,49,32,85,0.2,0.73,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{2C2A2CF1-52FB-46C5-8524-BDD766992770},6.1,10.2,6.1,2,4.1,
-17063460.2332565,7803865.32814964,10997,Old Harbor,Dolly Varden,2005,Ind.,23,32.2,0.7,35,23,61,49,32,85,0.2,0.73,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{2CEC34D4-5752-45BF-B772-FCCFED8FD288},6.1,10.2,6.1,2,4.1,1.4
-17063460.2332565,7803865.32814964,10998,Old Harbor,Dolly Varden-Fingerling,2005,Ind.,0,0,0,0,0,0,0,0,0,0,0,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{020FCE13-49B2-43C2-B33A-A3FFA431C072},0,0,0,0,0,0.06
-17063460.2332565,7803865.32814964,10999,Old Harbor,Trout,2005, ,8,44.2,0.9,12,8,19,67,44,109,0.3,0.61,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{23AB07B0-8A55-460B-8BC7-09925F4191C3},8.2,8.2,8.2,4.1,0,
-17063460.2332565,7803865.32814964,11000,Old Harbor,Rainbow Trout,2005,Ind.,0,0,0,0,0,0,0,0,0,0,0,,,GIS_OWNER_CDO,2019/04/10 02:50:18+00,{349F964B-A6C9-4FF7-A2A1-1319DB7AF397},0,0,0,0,0,1.4
-17063460.2332565,7803865.32814964,11001,Old Harbor,Steelhead,2005,Ind.,8,44.2,0.9,12,8,19,67,44,109,0.3,0.61,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{D796C125-B9B1-44E8-9168-83AFA6CC23A3},8.2,8.2,8.2,4.1,0,5.53
-18008305.9955458,8562415.17398092,11002,Oscarville,Fish,2010,Lbs.,4578,22961.53,1913.461,5341,3956,6726,26788,20606,32971,425.2134,0.26,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{F91CA113-9524-428B-8E83-59560C2F1C67},100,100,100,66.67,75,5.015624
-18008305.9955458,8562415.17398092,11003,Oscarville,Salmon,2010,Ind.,1912,13824.23,1152.019,2231,1735,2726,16128,12389,19867,256.0042,0.22,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{4297DF4A-E1DC-45DB-B199-16627E7456A8},75,100,75,41.67,25,7.230244
-18008305.9955458,8562415.17398092,11004,Oscarville,Chum Salmon,2010,Ind.,430,2186.034,182.1695,502,373,630,2550,1898,3203,40.48211,0.26,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{B26688BB-F98F-49FE-8291-0618F876DB5E},75,91.67,75,33.33,16.67,5.0838
-18008305.9955458,8562415.17398092,11005,Oscarville,Coho Salmon,2010,Ind.,137,724.3875,60.36562,160,97,222,845,514,1176,13.41458,0.39,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{D518569E-15E3-40AE-944F-5F41A6A7BBD2},41.67,50,41.67,8.33,8.33,5.2875
-18008305.9955458,8562415.17398092,11006,Oscarville,Chinook Salmon,2010,Ind.,940,8872.848,739.404,1097,810,1383,10352,7645,13058,164.312,0.26,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{81B25A29-80DC-49BF-9FFF-5362D153826D},75,100,75,41.67,25,9.4392
-18008305.9955458,8562415.17398092,11007,Oscarville,Pink Salmon,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{033C6E35-0C23-4FD4-8406-EC55D8EA0DBC},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11008,Oscarville,Sockeye Salmon,2010,Ind.,405,2040.957,170.0797,473,376,569,2381,1895,2867,37.7955,0.2,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{47DB797D-6D05-441D-95DA-697652921589},75,91.67,75,33.33,16.67,5.0394
-18008305.9955458,8562415.17398092,11009,Oscarville,Unknown Salmon,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{C3CF727A-38F9-42CC-9C1B-038429E67BD4},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11010,Oscarville,Non-Salmon Fish,2010,Lbs.,2666,9137.3,761.4417,3110,1981,4240,10660,7080,14240,169.2093,0.36,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{944D41FF-15EE-4370-92E6-496C10F424BC},100,100,100,66.67,75,3.427344
-18008305.9955458,8562415.17398092,11011,Oscarville,Herring,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{6F6D3060-7542-4C7A-B48D-731540B2DD99},0,25,0,8.33,25,
-18008305.9955458,8562415.17398092,11012,Oscarville,Smelt,2010,Ind.,63,378,31.5,74,52,95,441,310,572,7,0.3,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{FAAB3DE3-CA82-4CF6-A49E-E0CC36026B7C},66.67,75,66.67,25,8.33,6
-18008305.9955458,8562415.17398092,11013,Oscarville,Cod,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{389FBFA6-C328-4304-BB54-501B98A6A025},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11014,Oscarville,Pacific Tom Cod,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{9CBC32A6-7611-4F78-9549-A4E8966CE854},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11015,Oscarville,Saffron Cod,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{3CFE1346-BD03-4C14-8F7E-3DA3B33F2001},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11016,Oscarville,Halibut,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{4C47E83B-9D42-4CBF-BADE-83E34AC94035},8.33,50,0,8.33,50,
-18008305.9955458,8562415.17398092,11017,Oscarville,Lamprey,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{C42D7E9E-1114-4705-9383-3A64B4A37D0F},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11018,Oscarville,Stickleback (needlefish),2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{8AFB1601-B06B-486F-A4F6-B93B4F0FCE6E},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11019,Oscarville,Blackfish,2010,Ind.,138,138,11.5,161,96,226,161,96,226,2.555556,0.4,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{E31054F1-EAC4-447A-9876-35BF9F4AA569},33.33,33.33,33.33,25,0,1
-18008305.9955458,8562415.17398092,11020,Oscarville,Burbot,2010,Ind.,172,412.8,34.4,201,137,264,482,330,633,7.644444,0.31,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{E271E5CA-BC36-44AF-A110-463120DD2F3F},66.67,75,66.67,16.67,16.67,2.4
-18008305.9955458,8562415.17398092,11021,Oscarville,Char,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{44BFDF2A-EF5B-4E33-8837-11E04E08F897},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11022,Oscarville,Dolly Varden,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{9A3A9DCE-D129-4002-B89B-F14A13CAF071},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11023,Oscarville,Lake Trout,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{C5A0B3EB-7857-4031-B41B-C5EECD3F110B},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11024,Oscarville,Grayling,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{44D68D6B-B189-4809-94FA-DE61599C096A},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11025,Oscarville,Northern Pike,2010,Ind.,939,4225.5,352.125,1096,774,1417,4930,3482,6378,78.25,0.29,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{8B4743B8-BD29-41B0-BBD1-F44C4D6B5435},83.33,83.33,83.33,58.33,8.33,4.5
-18008305.9955458,8562415.17398092,11026,Oscarville,Sheefish,2010,Ind.,31,186,15.5,36,7,65,217,43,391,3.444444,0.8,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{4087747B-C1B7-44C1-9642-AFEADBCA7193},16.67,16.67,16.67,8.33,0,6
-18008305.9955458,8562415.17398092,11027,Oscarville,Trout,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{FCE3CA0C-DF95-4099-BE93-27FD09C3E5D2},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11028,Oscarville,Rainbow Trout,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{B2F02D2F-8FB9-44A7-9F9C-533886294D75},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11029,Oscarville,Whitefish,2010,Ind.,1323,3797,316.4167,1543,585,2502,4430,1548,7312,70.31481,0.62,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{D609F370-C9DE-45AD-9A3C-6D81FF81CE9A},58.33,83.33,58.33,25,41.67,2.869992
-18008305.9955458,8562415.17398092,11030,Oscarville,Broad Whitefish,2010,Ind.,45,63,5.25,53,27,78,74,37,110,1.166667,0.49,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{49D965E6-C53E-4F00-AC86-222000194FC8},25,25,25,8.33,0,1.4
-18008305.9955458,8562415.17398092,11031,Oscarville,Cisco,2010,Ind.,52,56,4.666667,61,34,87,65,38,93,1.037037,0.44,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{C97DC363-B23C-4C21-A4C7-C84A56F84BD5},33.33,41.67,33.33,8.33,16.67,1.076923
-18008305.9955458,8562415.17398092,11032,Oscarville,Bering Cisco,2010,Ind.,10,14,1.166667,12,2,21,16,3,30,0.2592593,0.83,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{C05EB282-BACE-4BEE-8717-025474AF8F26},8.33,8.33,8.33,8.33,0,1.4
-18008305.9955458,8562415.17398092,11033,Oscarville,Least Cisco,2010,Ind.,42,42,3.5,49,23,75,49,23,75,0.7777778,0.53,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{55CCFC54-BBE9-4226-AC9E-7A934879AFCF},25,33.33,25,0,16.67,1
-18008305.9955458,8562415.17398092,11034,Oscarville,Humpback Whitefish,2010,Ind.,1226,3678,306.5,1430,469,2392,4291,1406,7176,68.11111,0.67,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{9601CCD7-3D25-4E80-9D70-53D2A1941A8A},41.67,66.67,41.67,25,25,3
-18008305.9955458,8562415.17398092,11035,Oscarville,Round Whitefish,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{CAEBCD4E-510E-4D9E-9EB8-98BA15417E65},0,8.33,0,0,8.33,
-18008305.9955458,8562415.17398092,11036,Oscarville,Unknown Whitefish,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{6C6F0188-F84C-4C45-BA28-C28EAEAF80D3},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11037,Oscarville,Clams,2010,Gal.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{B1BDB3E2-DADC-4768-97D5-A931B3443E14},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11038,Oscarville,Unknown Clams,2010,Gal.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{22C9C8F8-0D29-4BB3-B602-1819A22A87ED},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11039,Oscarville,Crabs,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{F70E0AB5-F15C-4E84-AE89-6F4E606FA8BB},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11040,Oscarville,King Crab,2010,Gal.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{7F17F3EE-9612-42C1-954E-61532A939205},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11041,Oscarville,Tanner Crab,2010,Gal.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{8C886ED1-63E4-491D-AF85-8255A947B867},0,0,0,0,0,
-18008305.9955458,8562415.17398092,11042,Oscarville,Unknown Crab,2010,Ind.,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{EC411F78-3FDB-422D-A497-3B8162EDA2DD},0,0,0,0,0,
-16976666.0145915,7951214.90047514,11044,Ouzinkie,Fish,1990,Lbs.,26153.74,26153.74,493.467,29115,25674,32556,29115,25674,32556,143.7,0.11,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{0CDBD996-B6CD-47B6-BFED-42A9E2BDC0BA},79.2,100,79.2,62.3,81.1,1
-16976666.0145915,7951214.90047514,11045,Ouzinkie,Salmon,1990,Ind.,2929.5,13742.95,259.301,3261,2859,3663,15299,13421,17177,75.51,0.12,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{6433A014-C290-418A-A85C-1FBC11CA2BD5},75.5,98.1,75.5,56.6,54.7,
-16976666.0145915,7951214.90047514,11046,Ouzinkie,Chum Salmon,1990,Ind.,221,1257.49,23.726,246,196,296,1400,1117,1683,6.91,0.2,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{55291F51-21FC-4A65-97C0-1FD337146E24},28.3,35.8,28.3,17,9.4,5.69
-16976666.0145915,7951214.90047514,11047,Ouzinkie,Coho Salmon,1990,Ind.,1089,6697.35,126.365,1212,1056,1368,7456,6494,8418,36.8,0.12,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{F3EA908B-B350-4818-9EDE-32B96AF68F64},64.2,88.7,64.2,39.6,39.6,6.15
-16976666.0145915,7951214.90047514,11048,Ouzinkie,Chinook Salmon,1990,Ind.,21.5,188.77,3.562,24,16,32,210,142,278,1.04,0.33,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{2D5AF1EE-B27A-44F6-8D98-9D7D54C31060},11.3,22.6,11.3,7.5,13.2,8.78
-16976666.0145915,7951214.90047514,11049,Ouzinkie,Pink Salmon,1990,Ind.,372,863.04,16.284,414,352,476,961,818,1104,4.74,0.14,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{16534899-1B62-4845-A9A5-F0BA5EB1AE00},43.4,62.3,43.4,18.9,24.5,2.32
-16976666.0145915,7951214.90047514,11050,Ouzinkie,Sockeye Salmon,1990,Ind.,1196,4604.6,86.879,1331,1124,1538,5126,4331,5921,25.3,0.15,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{95817203-1C60-4F7A-8D0E-5AA34380B41D},56.6,84.9,56.6,39.6,41.5,3.85
-16976666.0145915,7951214.90047514,11051,Ouzinkie,Spawnouts,1990, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{89130CDE-C89F-46D4-94AE-42FC9851CF22},0,0,0,0,0,
-16976666.0145915,7951214.90047514,11052,Ouzinkie,Unknown Salmon,1990,Ind.,30,131.7,2.485,33,12,54,147,55,239,0.73,0.63,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{E9BBAF47-1779-4794-A76C-4E85EFF977C4},1.9,3.8,1.9,1.9,1.9,4.39
-16976666.0145915,7951214.90047514,11053,Ouzinkie,Non-Salmon Fish,1990,Lbs.,12410.79,12410.79,234.166,13816,11831,15801,13816,11831,15801,68.19,0.14,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{BE783171-7DA4-4554-9ED5-688C309D79C7},66,92.5,66,35.8,67.9,1
-16976666.0145915,7951214.90047514,11054,Ouzinkie,Herring,1990,Gal.,13.5,81,1.528,15,6,24,90,38,142,0.44,0.6,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{2FAD6040-17F7-4884-8243-B93CAC0E60A8},3.8,5.7,3.8,3.8,3.8,6
-16976666.0145915,7951214.90047514,11055,Ouzinkie,Herring Roe,1990, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{72128022-17EA-4936-A495-6EBC4AD99D35},0,0,0,0,0,
-16976666.0145915,7951214.90047514,11056,Ouzinkie,Herring Roe/Unspecified,1990, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{851FFBBC-5A42-4500-B7DF-BC29C92B2C2A},0,0,0,0,0,
-16976666.0145915,7951214.90047514,11057,Ouzinkie,Herring Sac Roe,1990, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{CEF1A070-6758-464A-9935-00A1BE4CAEBD},0,0,0,0,0,
-16976666.0145915,7951214.90047514,11058,Ouzinkie,Herring Spawn on Kelp,1990, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{0813675A-13A6-4D42-8C88-9C137751F975},0,0,0,0,0,
-16976666.0145915,7951214.90047514,11059,Ouzinkie,Smelt,1990, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{0E76FF1D-64C0-4018-86E8-FFAF16A1EC6B},0,0,0,0,0,
-16976666.0145915,7951214.90047514,11060,Ouzinkie,"Eulachon (hooligan, candlefish)",1990, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{0DF9A7B8-1E7C-47F4-BBCB-1566937B2771},0,0,0,0,0,
-16976666.0145915,7951214.90047514,11061,Ouzinkie,Unknown Smelt,1990, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{92A4A7B7-CE32-4D94-B5DA-AB65B55C2132},0,0,0,0,0,
-16976666.0145915,7951214.90047514,11062,Ouzinkie,Cod,1990,Ind.,269.5,862.4,16.272,300,242,358,960,774,1146,4.74,0.19,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{93C80435-F721-48F0-B95E-0E1DFD7D15CD},28.3,58.5,28.3,20.8,41.5,3.2
-16976666.0145915,7951214.90047514,11063,Ouzinkie,Pacific Cod (gray),1990,Ind.,269.5,862.4,16.272,300,242,358,960,774,1146,4.74,0.19,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{0C70B11E-EEF3-4449-8911-8946C5A7F9C8},28.3,58.5,28.3,20.8,41.5,3.2
-16976666.0145915,7951214.90047514,11064,Ouzinkie,Pacific Tom Cod,1990, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{11209D2A-9E36-4793-B5B9-ED0326E5AC08},0,0,0,0,0,
-16976666.0145915,7951214.90047514,11065,Ouzinkie,Walleye Pollock (whiting),1990, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{5F146651-8044-4D12-9272-DE4A10C0F70D},0,0,0,0,0,
-16976666.0145915,7951214.90047514,11066,Ouzinkie,Eel,1990, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{777CD904-82CB-4C5F-9576-0A46C8A74C1D},0,1.9,0,0,1.9,
-16976666.0145915,7951214.90047514,11067,Ouzinkie,Flounder,1990, ,0,0,0,0,0,0,0,0,0,0,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{648473D8-ED5F-4DE6-B6F9-227F4DAE88E6},0,0,0,0,0,
-16976666.0145915,7951214.90047514,11068,Ouzinkie,Greenling,1990,Ind.,66,165,3.113,73,53,93,184,131,237,0.91,0.27,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{2C87CABC-CD6B-4D40-916A-6D6065594F93},15.1,20.8,15.1,5.7,7.5,
-16976666.0145915,7951214.90047514,11069,Ouzinkie,Lingcod,1990,Ind.,33,132,2.491,37,24,50,147,96,198,0.73,0.35,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{857D8949-2DC4-4A39-8FD7-2B7EC36B5D1E},9.4,13.2,9.4,5.7,5.7,4
-16976666.0145915,7951214.90047514,11070,Ouzinkie,Unknown Greenling,1990,Ind.,33,132,0.62,37,,,37,,,0.18,,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{0836B76C-EF76-4212-8014-2CF8F8DF108C},7.5,9.4,7.5,0,1.9,4
-16976666.0145915,7951214.90047514,11071,Ouzinkie,Halibut,1990,Ind.,248.32,8964.35,169.139,276,231,321,9979,8344,11614,49.25,0.16,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{7A2FBDC7-3F57-45E6-89EA-31E7153EDEF4},39.6,77.4,39.6,32.1,52.8,36.1
-16976666.0145915,7951214.90047514,11072,Ouzinkie,Rockfish,1990,Ind.,551,1136.5,21.443,613,403,823,1265,932,1598,6.24,0.34,,,GIS_OWNER_CDO,2019/04/10 02:50:20+00,{A9133791-8DBF-4987-93B1-EDF2B1FC8748},32.1,43.4,32.1,15.1,22.6,
